norm_key,ulcm_substance_raw,atc_codes,ulcm_rows,is_combination,role,n_suppliers,n_countries,top_country,top_country_share,hhi_country,single_country,eu_eea_share,countries
dacarbazine,DACARBAZINE,L01AX04,1,False,api_cep,5.0,4.0,IN,0.4,2800.0,False,0.4,CN|CZ|DE|IN
dantrolene,DANTROLENE,M03CA01,1,False,,,,,,,,,
dapsone,DAPSONE,J04BA02,1,False,api_cep,5.0,2.0,IN,0.8,6800.0,False,0.0,CH|IN
daratumumab,DARATUMUMAB,L01FC01,1,False,batch_release,2.0,2.0,BE,0.5,5000.0,False,1.0,BE|NL
daratumumab,DARATUMUMAB,L01FC01,1,False,bio_api,4.0,4.0,DK,0.25,2500.0,False,0.5,DK|IE|KR|US
daunorubicin,DAUNORUBICIN,L01DB02,1,False,api_cep,4.0,3.0,CN,0.5,3750.0,False,0.25,CN|JP|NL
deferoxamine,DEFEROXAMINE,V03AC01,1,False,,,,,,,,,
desmopressin,DESMOPRESSIN,H01BA02,1,False,api_cep,10.0,5.0,IN,0.4,2600.0,False,0.3,CN|ES|IN|NL|US
dexmedetomidine,DEXMEDETOMIDINE,N05CM18,1,False,batch_release,1.0,1.0,FI,1.0,10000.0,True,1.0,FI
dexrazoxane,DEXRAZOXANE,V03AF02,1,False,batch_release,1.0,1.0,BE,1.0,10000.0,True,1.0,BE
diazepam,DIAZEPAM,N05BA01,1,False,api_cep,6.0,3.0,IN,0.6666666666666666,5000.0,False,0.16666666666666666,CN|IN|IT
digoxin,DIGOXIN,C01AA05,1,False,api_cep,7.0,4.0,IN,0.42857142857142855,3061.2,False,0.5714285714285714,DE|IE|IN|LU
diphtheria|hepatitis b vaccine|pertussis|poliomyelitis|tetanus,"DIPHTHERIA, TETANUS, PERTUSSIS, POLIOMYELITIS, HEPATITIS B VACCINE",J07CA12,1,True,,,,,,,,,
diphtheria|pertussis vaccine|tetanus,"DIPHTHERIA, TETANUS, PERTUSSIS VACCINE (inactivated, whole cell)",J07AJ51|J07AJ52|J07CA06,3,True,,,,,,,,,
diphtheria|pertussis|poliomyelitis vaccine|tetanus,"DIPHTHERIA, TETANUS, PERTUSSIS, POLIOMYELITIS VACCINE",J07CA02,1,True,,,,,,,,,
diphtheria|poliomyelitis vaccine|tetanus,"DIPHTHERIA, TETANUS, POLIOMYELITIS VACCINE",J07CA01,1,True,,,,,,,,,
diphtheria|tetanus vaccine,"DIPHTHERIA, TETANUS VACCINE",J07AM51,1,True,,,,,,,,,
dobutamine,DOBUTAMINE,C01CA07,1,False,api_cep,7.0,4.0,DE,0.2857142857142857,2653.1,False,0.5714285714285714,CN|DE|IN|IT
dopamine,DOPAMINE,C01CA04,1,False,api_cep,3.0,3.0,CN,0.3333333333333333,3333.3,False,0.3333333333333333,CN|DE|IN
dopamine,DOPAMINE,C01CA04,1,False,batch_release,1.0,1.0,MT,1.0,10000.0,True,1.0,MT
dornase alfa,DORNASE ALFA (DESOXYRIBONUCLEASE),R05CB13,1,False,,,,,,,,,
doxorubicin,DOXORUBICIN,L01DB01,1,False,api_cep,12.0,8.0,CN,0.16666666666666666,1388.9,False,0.3333333333333333,CH|CN|DE|IN|IT|JP|KR|NL
doxorubicin,DOXORUBICIN,L01DB01,1,False,batch_release,3.0,3.0,BE,0.3333333333333333,3333.3,False,1.0,BE|DE|ES
doxycycline,DOXYCYCLINE,J01AA02,1,False,api_cep,9.0,3.0,CN,0.7777777777777778,6296.3,False,0.0,CN|IN|MO
durvalumab,DURVALUMAB,L01FF03,1,False,batch_release,1.0,1.0,SE,1.0,10000.0,True,1.0,SE
durvalumab,DURVALUMAB,L01FF03,1,False,bio_api,3.0,3.0,DE,0.3333333333333333,3333.3,False,0.3333333333333333,DE|KR|US
emtricitabine,EMTRICITABINE,J05AF09,1,False,batch_release,1.0,1.0,IE,1.0,10000.0,True,1.0,IE
encephalitis,"ENCEPHALITIS (Japanese, whole virus, inactivated)",J07BA02,1,False,,,,,,,,,
encorafenib,ENCORAFENIB,L01EC03,1,False,batch_release,1.0,1.0,FR,1.0,10000.0,True,1.0,FR
ephedrine,EPHEDRINE,C01CA26|R03CA02,2,False,api_cep,4.0,3.0,CN,0.5,3750.0,False,0.5,CN|CZ|DE
epirubicin,EPIRUBICIN,L01DB03,1,False,api_cep,11.0,8.0,DE,0.2727272727272727,1570.2,False,0.45454545454545453,CH|CN|DE|IN|IT|JP|KR|NL
eptacog alfa,EPTACOG ALFA,B02BD08,1,False,batch_release,1.0,1.0,DK,1.0,10000.0,True,1.0,DK
eptacog alfa,EPTACOG ALFA,B02BD08,1,False,bio_api,1.0,1.0,DK,1.0,10000.0,True,1.0,DK
eptifibatide,EPTIFIBATIDE,B01AC16,1,False,batch_release,3.0,3.0,GR,0.3333333333333333,3333.3,False,1.0,GR|IT|PL
erythromycin,ERYTHROMYCIN,J01FA01,1,False,api_cep,10.0,5.0,IN,0.4,2800.0,False,0.1,CN|ES|IN|MY|US
esketamine,ESKETAMINE,N01AX14|N06AX27,2,False,api_cep,4.0,2.0,DE,0.5,5000.0,False,0.5,DE|IN
