atc_code,atc_level1,role,n_substances,n_suppliers,n_ulcm_substances,n_countries,top_country,top_country_share,hhi_country,eu_eea_share
B01AD13,B,batch_release,1,1,0,1,AT,1.0,10000.0,1.0
B01AD13,B,bio_api,1,1,0,1,SG,1.0,10000.0,0.0
B01AD13,B,mah_national,1,1,0,,,,,
B01AE,B,mah_national,1,1,1,,,,,
B01AE07,B,api_cep,1,15,1,5,IN,0.5333,3688.9,0.2
B01AE07,B,batch_release,1,7,1,6,FR,0.2857,1836.7,1.0
B01AE07,B,mah_national,1,7,1,,,,,
B01AF,B,mah_national,3,5,0,,,,,
B01AF01,B,api_cep,1,54,0,10,IN,0.6111,4266.1,0.1481
B01AF01,B,batch_release,1,11,0,9,DE,0.2727,1405.0,1.0
B01AF01,B,mah_national,1,17,0,,,,,
B01AF02,B,batch_release,1,8,0,7,IE,0.25,1562.5,1.0
B01AF02,B,mah_national,1,15,0,,,,,
B01AF03,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B01AF03,B,mah_national,1,7,0,,,,,
B01AX,B,mah_national,2,2,0,,,,,
B01AX01,B,mah_national,1,1,0,,,,,
B01AX05,B,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
B01AX05,B,mah_national,1,2,0,,,,,
B01AX07,B,mah_national,1,1,0,,,,,
B02,B,batch_release,1,1,0,1,AT,1.0,10000.0,1.0
B02,B,bio_api,1,1,0,1,US,1.0,10000.0,0.0
B02AA,B,mah_national,1,4,1,,,,,
B02AA02,B,api_cep,1,10,1,3,CN,0.4,3400.0,0.0
B02AA02,B,mah_national,1,5,1,,,,,
B02AB,B,mah_national,3,3,0,,,,,
B02AB01,B,mah_national,1,1,0,,,,,
B02AB02,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B02AB02,B,bio_api,1,1,0,1,US,1.0,10000.0,0.0
B02AB02,B,mah_national,2,2,0,,,,,
B02BA,B,mah_national,1,1,1,,,,,
B02BA01,B,mah_national,1,1,1,,,,,
B02BB,B,mah_national,1,1,1,,,,,
B02BB01,B,mah_national,1,2,1,,,,,
B02BC,B,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
B02BC,B,bio_api,1,1,0,1,ES,1.0,10000.0,1.0
B02BC,B,mah_national,5,3,1,,,,,
B02BC30,B,batch_release,1,2,0,1,AT,1.0,10000.0,1.0
B02BC30,B,bio_api,1,1,0,1,DE,1.0,10000.0,1.0
B02BC30,B,mah_national,1,1,1,,,,,
B02BD,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B02BD,B,bio_api,1,1,0,1,US,1.0,10000.0,0.0
B02BD,B,mah_national,40,13,4,,,,,
B02BD01,B,mah_national,16,3,2,,,,,
B02BD02,B,batch_release,10,7,0,5,DE,0.2857,2244.9,1.0
B02BD02,B,bio_api,10,12,0,7,US,0.4167,2361.1,0.3333
B02BD02,B,mah_national,15,12,1,,,,,
B02BD03,B,mah_national,2,1,0,,,,,
B02BD04,B,batch_release,5,5,0,5,BE,0.2,2000.0,1.0
B02BD04,B,bio_api,5,7,0,5,US,0.4286,2653.1,0.4286
B02BD04,B,mah_national,5,5,0,,,,,
B02BD06,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B02BD06,B,bio_api,1,2,0,2,AU,0.5,5000.0,0.0
B02BD06,B,mah_national,3,2,1,,,,,
B02BD08,B,batch_release,1,1,1,1,DK,1.0,10000.0,1.0
B02BD08,B,bio_api,1,1,1,1,DK,1.0,10000.0,1.0
B02BD08,B,mah_national,2,2,1,,,,,
B02BD09,B,mah_national,1,1,0,,,,,
B02BD10,B,batch_release,1,1,0,1,AT,1.0,10000.0,1.0
B02BD10,B,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
B02BD10,B,mah_national,1,1,0,,,,,
B02BD11,B,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
B02BD11,B,bio_api,1,1,0,1,DK,1.0,10000.0,1.0
B02BD13,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B02BD13,B,bio_api,1,1,0,1,GB,1.0,10000.0,0.0
B02BD13,B,mah_national,1,1,0,,,,,
B02BD14,B,mah_national,1,1,0,,,,,
B02BD15,B,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
B02BD15,B,bio_api,1,1,0,1,US,1.0,10000.0,0.0
B02BD15,B,mah_national,1,1,0,,,,,
B02BX,B,batch_release,3,3,0,3,ES,0.3333,3333.3,1.0
B02BX,B,mah_national,4,4,0,,,,,
B02BX04,B,batch_release,1,3,0,3,BE,0.3333,3333.3,1.0
B02BX04,B,bio_api,1,2,0,2,PR,0.5,5000.0,0.0
B02BX04,B,mah_national,1,1,0,,,,,
B02BX05,B,batch_release,1,11,0,6,ES,0.2727,1900.8,1.0
B02BX05,B,mah_national,1,9,0,,,,,
B02BX06,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B02BX06,B,bio_api,1,2,0,2,CH,0.5,5000.0,0.0
B02BX06,B,mah_national,1,1,0,,,,,
B02BX08,B,mah_national,1,1,0,,,,,
B02BX09,B,mah_national,1,2,0,,,,,
B02BX10,B,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
B02BX10,B,bio_api,1,1,0,1,US,1.0,10000.0,0.0
B02BX10,B,mah_national,1,1,0,,,,,
B02BX11,B,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
B02BX11,B,bio_api,1,1,0,1,US,1.0,10000.0,0.0
B02BX11,B,mah_national,1,1,0,,,,,
B03AA,B,mah_national,3,2,0,,,,,
B03AA02,B,mah_national,1,1,0,,,,,
B03AA07,B,mah_national,2,1,0,,,,,
B03AB,B,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
B03AB,B,mah_national,3,2,0,,,,,
B03AB02,B,mah_national,2,1,0,,,,,
B03AB10,B,mah_national,1,1,0,,,,,
B03AC,B,mah_national,4,5,0,,,,,
B03AD,B,mah_national,4,3,0,,,,,
B03AD02,B,mah_national,2,1,0,,,,,
B03AD03,B,mah_national,3,2,0,,,,,
B03BA,B,mah_national,1,2,1,,,,,
B03BA03,B,api_cep,1,3,1,3,CN,0.3333,3333.3,0.3333
B03BA03,B,mah_national,1,3,1,,,,,
B03BB,B,mah_national,1,2,0,,,,,
B03BB01,B,mah_national,1,2,0,,,,,
B03XA,B,mah_national,7,9,0,,,,,
B03XA01,B,batch_release,4,5,0,3,DE,0.6,4400.0,1.0
B03XA01,B,bio_api,4,4,0,2,DE,0.75,6250.0,1.0
B03XA01,B,mah_national,5,8,0,,,,,
B03XA02,B,batch_release,1,3,0,3,BE,0.3333,3333.3,1.0
B03XA02,B,bio_api,1,1,0,1,PR,1.0,10000.0,0.0
B03XA02,B,mah_national,1,1,0,,,,,
B03XA03,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B03XA03,B,bio_api,1,1,0,1,DE,1.0,10000.0,1.0
B03XA03,B,mah_national,1,1,0,,,,,
B03XA05,B,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
B03XA05,B,mah_national,1,1,0,,,,,
B03XA06,B,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
B03XA06,B,bio_api,1,3,0,3,IE,0.3333,3333.3,0.3333
B03XA06,B,mah_national,1,1,0,,,,,
B03XA08,B,mah_national,1,1,0,,,,,
B05,B,mah_national,1,1,0,,,,,
B05AA,B,mah_national,14,6,2,,,,,
B05AA01,B,mah_national,5,5,1,,,,,
B05AA06,B,mah_national,7,1,1,,,,,
B05AX04,B,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
B05AX04,B,bio_api,1,1,0,1,CA,1.0,10000.0,0.0
B05AX04,B,mah_national,1,1,0,,,,,
B05BA,B,mah_national,71,5,3,,,,,
B05BA01,B,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
B05BA01,B,mah_national,48,3,2,,,,,
B05BA02,B,mah_national,8,2,0,,,,,
B05BA03,B,mah_national,3,4,1,,,,,
B05BA10,B,mah_national,69,3,2,,,,,
B05BB,B,mah_national,11,5,1,,,,,
B05BB01,B,api_cep,1,4,1,4,CZ,0.25,2500.0,0.5
B05BB01,B,mah_national,10,5,1,,,,,
B05BB02,B,mah_national,10,3,1,,,,,
B05BC,B,mah_national,1,1,1,,,,,
B05BC01,B,api_cep,2,2,1,2,FR,0.5,5000.0,1.0
B05BC01,B,mah_national,1,1,1,,,,,
B05CA,B,mah_national,1,1,0,,,,,
B05CA02,B,mah_national,1,1,0,,,,,
B05CB,B,mah_national,5,2,0,,,,,
B05CB01,B,mah_national,2,1,0,,,,,
B05CB04,B,mah_national,3,1,0,,,,,
B05DA,B,mah_national,5,2,0,,,,,
B05DB,B,mah_national,20,1,0,,,,,
B05XA,B,mah_national,25,7,2,,,,,
B05XA01,B,api_cep,1,4,1,4,CZ,0.25,2500.0,0.5
B05XA01,B,mah_national,3,4,1,,,,,
B05XA02,B,mah_national,1,1,0,,,,,
B05XA03,B,mah_national,1,2,0,,,,,
B05XA05,B,api_cep,1,2,1,2,CZ,0.5,5000.0,0.5
B05XA05,B,mah_national,1,1,1,,,,,
B05XA06,B,mah_national,2,1,0,,,,,
B05XA07,B,mah_national,1,2,0,,,,,
B05XA30,B,mah_national,3,1,0,,,,,
B05XA31,B,mah_national,16,3,0,,,,,
B05XB,B,mah_national,1,1,0,,,,,
B05XB02,B,mah_national,1,1,0,,,,,
B05XC,B,mah_national,13,1,1,,,,,
B05Z,B,mah_national,5,1,0,,,,,
B05ZB,B,mah_national,18,4,1,,,,,
B06,B,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
B06,B,bio_api,1,1,0,1,IT,1.0,10000.0,1.0
B06,B,mah_national,2,2,0,,,,,
B06A,B,mah_national,1,1,0,,,,,
B06AA,B,mah_national,1,1,0,,,,,
B06AA03,B,mah_national,1,1,0,,,,,
B06AB,B,mah_national,1,1,1,,,,,
B06AB01,B,mah_national,1,1,1,,,,,
B06AC,B,batch_release,2,2,0,2,IE,0.5,5000.0,1.0
B06AC,B,mah_national,2,2,0,,,,,
B06AC01,B,batch_release,1,2,0,2,AT,0.5,5000.0,1.0
B06AC01,B,bio_api,1,2,0,2,NL,0.5,5000.0,0.5
B06AC01,B,mah_national,2,2,0,,,,,
B06AC02,B,batch_release,1,3,0,3,GR,0.3333,3333.3,1.0
B06AC02,B,mah_national,1,2,0,,,,,
B06AC04,B,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
B06AC04,B,bio_api,1,1,0,1,FR,1.0,10000.0,1.0
B06AC04,B,mah_national,1,1,0,,,,,
B06AC05,B,batch_release,1,2,0,1,IE,1.0,10000.0,1.0
B06AC05,B,bio_api,1,2,0,2,DE,0.5,5000.0,0.5
B06AC05,B,mah_national,1,1,0,,,,,
B06AC06,B,mah_national,1,1,0,,,,,
B06AC07,B,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
B06AC07,B,bio_api,1,1,0,1,AU,1.0,10000.0,0.0
B06AC07,B,mah_national,1,1,0,,,,,
B06AC08,B,batch_release,1,1,0,1,GB,1.0,10000.0,0.0
B06AC08,B,mah_national,1,1,0,,,,,
B06AC09,B,mah_national,1,1,0,,,,,
B06AX03,B,mah_national,1,1,0,,,,,
B06AX04,B,batch_release,1,1,0,1,GB,1.0,10000.0,0.0
B06AX04,B,mah_national,1,1,0,,,,,
B06AX05,B,batch_release,1,2,0,2,IE,0.5,5000.0,1.0
B06AX05,B,bio_api,1,3,0,3,GB,0.3333,3333.3,0.3333
B06AX05,B,mah_national,1,1,0,,,,,
C01,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C01,C,mah_national,1,1,0,,,,,
C01AA,C,mah_national,1,1,1,,,,,
C01AA05,C,api_cep,2,7,1,4,IN,0.4286,3061.2,0.5714
C01AA05,C,mah_national,1,1,1,,,,,
C01BB01,C,api_cep,1,12,1,7,IN,0.4167,2361.1,0.25
C01BB02,C,api_cep,1,4,1,2,IN,0.75,6250.0,0.25
C01BB02,C,batch_release,1,2,1,2,DE,0.5,5000.0,0.5
C01BB02,C,mah_national,1,1,1,,,,,
C01BC,C,mah_national,2,3,1,,,,,
C01BC03,C,mah_national,1,1,0,,,,,
C01BC04,C,api_cep,1,12,1,5,IN,0.6667,4722.2,0.25
C01BC04,C,mah_national,1,2,1,,,,,
C01BD,C,mah_national,2,2,1,,,,,
C01BD01,C,api_cep,1,12,1,6,IN,0.3333,2083.3,0.4167
C01BD01,C,mah_national,1,2,1,,,,,
C01BD07,C,api_cep,1,5,0,2,IN,0.8,6800.0,0.0
C01BD07,C,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
C01BD07,C,mah_national,1,1,0,,,,,
C01BG,C,mah_national,1,1,0,,,,,
C01BG11,C,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
C01BG11,C,mah_national,1,1,0,,,,,
C01CA,C,mah_national,6,11,3,,,,,
C01CA02,C,api_cep,1,5,1,3,IN,0.6,4400.0,0.2
C01CA02,C,mah_national,1,2,1,,,,,
C01CA03,C,api_cep,1,8,1,6,IN,0.25,1875.0,0.625
C01CA03,C,mah_national,3,5,1,,,,,
C01CA04,C,api_cep,1,3,1,3,CN,0.3333,3333.3,0.3333
C01CA04,C,batch_release,1,1,1,1,MT,1.0,10000.0,1.0
C01CA04,C,mah_national,1,3,1,,,,,
C01CA06,C,mah_national,1,2,0,,,,,
C01CA07,C,api_cep,1,7,1,4,DE,0.2857,2653.1,0.5714
C01CA07,C,mah_national,1,1,1,,,,,
C01CA09,C,mah_national,1,1,0,,,,,
C01CA17,C,mah_national,1,6,0,,,,,
C01CA24,C,api_cep,2,8,1,5,CN,0.25,2187.5,0.5
C01CA24,C,batch_release,1,1,1,1,DK,1.0,10000.0,1.0
C01CA24,C,mah_national,1,5,1,,,,,
C01CA26,C,api_cep,1,4,1,3,CN,0.5,3750.0,0.5
C01CA26,C,mah_national,1,3,1,,,,,
C01CE,C,mah_national,1,1,1,,,,,
C01CE02,C,mah_national,1,1,1,,,,,
C01CX08,C,mah_national,1,1,0,,,,,
C01DA,C,mah_national,5,8,1,,,,,
C01DA02,C,api_cep,1,1,1,1,DE,1.0,10000.0,1.0
C01DA02,C,mah_national,1,5,1,,,,,
C01DA08,C,mah_national,1,1,0,,,,,
C01DA14,C,mah_national,3,4,0,,,,,
C01DX22,C,mah_national,1,1,0,,,,,
C01EB,C,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
C01EB,C,mah_national,6,11,1,,,,,
C01EB10,C,api_cep,1,4,1,3,IN,0.5,3750.0,0.25
C01EB10,C,mah_national,1,2,1,,,,,
C01EB15,C,mah_national,1,1,0,,,,,
C01EB16,C,api_cep,1,11,0,4,IN,0.5455,3884.3,0.0909
C01EB16,C,batch_release,1,2,0,1,FR,1.0,10000.0,1.0
C01EB16,C,mah_national,1,2,0,,,,,
C01EB17,C,batch_release,1,8,0,6,ES,0.25,1875.0,1.0
C01EB17,C,mah_national,1,6,0,,,,,
C01EB18,C,batch_release,1,2,0,1,DE,1.0,10000.0,1.0
C01EB18,C,mah_national,1,4,0,,,,,
C01EB21,C,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
C01EB21,C,mah_national,1,1,0,,,,,
C01EB22,C,mah_national,1,1,0,,,,,
C01EB24,C,mah_national,1,1,0,,,,,
C01EB25,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C01EB25,C,mah_national,1,1,0,,,,,
C02AB01,C,api_cep,1,4,1,3,CN,0.5,3750.0,0.5
C02AB02,C,api_cep,1,4,1,3,CN,0.5,3750.0,0.5
C02AC,C,mah_national,2,2,1,,,,,
C02AC01,C,api_cep,1,6,1,3,IN,0.6667,5000.0,0.3333
C02AC01,C,mah_national,1,2,1,,,,,
C02AC02,C,batch_release,1,4,0,3,IE,0.5,3750.0,1.0
C02AC02,C,mah_national,1,2,0,,,,,
C02CA,C,mah_national,3,7,0,,,,,
C02CA01,C,mah_national,1,1,0,,,,,
C02CA02,C,mah_national,1,1,0,,,,,
C02CA04,C,mah_national,1,5,0,,,,,
C02DC,C,mah_national,1,1,0,,,,,
C02DC01,C,mah_national,1,1,0,,,,,
C02DD01,C,api_cep,1,2,1,2,CN,0.5,5000.0,0.0
C02KN01,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C02KN01,C,mah_national,1,1,0,,,,,
C02KX,C,mah_national,3,5,0,,,,,
C02KX01,C,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
C02KX01,C,mah_national,1,4,0,,,,,
C02KX02,C,batch_release,1,4,0,3,IE,0.5,3750.0,1.0
C02KX02,C,mah_national,1,3,0,,,,,
C02KX04,C,batch_release,1,5,0,5,BE,0.2,2000.0,1.0
C02KX04,C,mah_national,1,8,0,,,,,
C02KX05,C,api_cep,1,3,0,2,IN,0.6667,5555.6,0.0
C02KX05,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C02KX05,C,mah_national,1,1,0,,,,,
C02KX06,C,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
C02KX06,C,bio_api,1,1,0,1,US,1.0,10000.0,0.0
C02KX06,C,mah_national,1,1,0,,,,,
C02KX54,C,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
C02KX54,C,mah_national,2,1,0,,,,,
C03AA01,C,mah_national,1,2,0,,,,,
C03AB,C,mah_national,2,1,1,,,,,
C03AB01,C,mah_national,2,1,1,,,,,
C03BA,C,mah_national,1,2,0,,,,,
C03BA11,C,mah_national,1,2,0,,,,,
C03CA,C,mah_national,2,7,1,,,,,
C03CA01,C,api_cep,2,9,1,4,IN,0.5556,3827.2,0.4444
C03CA01,C,mah_national,1,8,1,,,,,
C03CA02,C,mah_national,1,1,0,,,,,
C03CA04,C,mah_national,1,1,0,,,,,
C03DA,C,mah_national,3,8,0,,,,,
C03DA01,C,api_cep,1,7,0,4,CN,0.5714,3877.6,0.2857
C03DA01,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C03DA01,C,mah_national,1,5,0,,,,,
C03DA04,C,mah_national,1,7,0,,,,,
C03DA05,C,mah_national,1,1,0,,,,,
C03EB,C,mah_national,2,1,1,,,,,
C03EB01,C,mah_national,2,1,1,,,,,
C03XA,C,mah_national,1,1,0,,,,,
C03XA01,C,batch_release,1,4,0,4,IE,0.25,2500.0,1.0
C03XA01,C,mah_national,1,3,0,,,,,
C05AA,C,mah_national,11,3,2,,,,,
C05AA01,C,mah_national,9,2,1,,,,,
C05AA04,C,mah_national,2,1,1,,,,,
C05AA08,C,mah_national,2,1,0,,,,,
C05AE,C,mah_national,1,1,1,,,,,
C05AE01,C,mah_national,1,2,1,,,,,
C05AX,C,mah_national,5,2,0,,,,,
C05AX04,C,mah_national,5,2,0,,,,,
C05BB04,C,mah_national,1,1,0,,,,,
C07AA,C,mah_national,3,4,1,,,,,
C07AA05,C,api_cep,1,2,1,1,IN,1.0,10000.0,0.0
C07AA05,C,batch_release,1,2,1,1,FR,1.0,10000.0,1.0
C07AA05,C,mah_national,1,4,1,,,,,
C07AA06,C,mah_national,1,1,0,,,,,
C07AA07,C,mah_national,1,1,0,,,,,
C07AB,C,mah_national,6,15,0,,,,,
C07AB02,C,mah_national,1,2,0,,,,,
C07AB03,C,mah_national,1,2,0,,,,,
C07AB07,C,mah_national,1,12,0,,,,,
C07AB09,C,mah_national,1,1,0,,,,,
C07AB12,C,mah_national,1,6,0,,,,,
C07AG,C,mah_national,2,3,1,,,,,
C07AG01,C,api_cep,1,7,1,3,IN,0.5714,4285.7,0.2857
C07AG01,C,mah_national,1,2,1,,,,,
C07AG02,C,mah_national,1,2,0,,,,,
C07BB,C,mah_national,2,1,0,,,,,
C07BB12,C,mah_national,2,1,0,,,,,
C07CB,C,mah_national,2,1,0,,,,,
C07CB03,C,mah_national,2,1,0,,,,,
C08CA,C,mah_national,4,17,1,,,,,
C08CA01,C,mah_national,1,15,0,,,,,
C08CA02,C,mah_national,1,3,0,,,,,
C08CA06,C,api_cep,1,4,1,4,CH,0.25,2500.0,0.5
C08CA06,C,mah_national,1,1,1,,,,,
C08CA13,C,mah_national,1,6,0,,,,,
C08DA,C,mah_national,1,2,1,,,,,
C08DA01,C,api_cep,1,9,1,5,IN,0.5556,3580.2,0.2222
C08DA01,C,mah_national,1,2,1,,,,,
C08DB,C,mah_national,1,1,0,,,,,
C08DB01,C,mah_national,1,1,0,,,,,
C09,C,batch_release,2,4,0,2,DE,0.75,6250.0,1.0
C09AA,C,mah_national,7,14,0,,,,,
C09AA02,C,api_cep,1,14,0,6,IN,0.4286,2653.1,0.4286
C09AA02,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C09AA02,C,mah_national,1,6,0,,,,,
C09AA03,C,mah_national,1,7,0,,,,,
C09AA04,C,mah_national,2,6,0,,,,,
C09AA05,C,mah_national,1,5,0,,,,,
C09AA10,C,mah_national,1,1,0,,,,,
C09AA15,C,mah_national,1,1,0,,,,,
C09BA,C,mah_national,7,6,0,,,,,
C09BA02,C,mah_national,2,1,0,,,,,
C09BA03,C,mah_national,2,2,0,,,,,
C09BA04,C,mah_national,3,4,0,,,,,
C09BA15,C,mah_national,2,1,0,,,,,
C09BB,C,mah_national,7,8,0,,,,,
C09BB02,C,mah_national,2,4,0,,,,,
C09BB04,C,mah_national,3,4,0,,,,,
C09BB05,C,mah_national,2,3,0,,,,,
C09BX,C,mah_national,6,4,0,,,,,
C09BX01,C,mah_national,3,6,0,,,,,
C09BX02,C,mah_national,2,1,0,,,,,
C09CA,C,mah_national,10,24,0,,,,,
C09CA01,C,mah_national,3,9,0,,,,,
C09CA02,C,mah_national,1,2,0,,,,,
C09CA03,C,mah_national,3,9,0,,,,,
C09CA04,C,api_cep,1,24,0,6,IN,0.6667,4791.7,0.0833
C09CA04,C,batch_release,1,8,0,8,CZ,0.125,1250.0,1.0
C09CA04,C,mah_national,1,6,0,,,,,
C09CA06,C,mah_national,1,6,0,,,,,
C09CA07,C,api_cep,1,39,0,6,IN,0.6923,5108.5,0.1538
C09CA07,C,batch_release,1,12,0,8,DE,0.3333,1805.6,1.0
C09CA07,C,mah_national,1,12,0,,,,,
C09CA08,C,mah_national,1,6,0,,,,,
C09CA09,C,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
C09CA09,C,mah_national,1,1,0,,,,,
C09D,C,mah_national,2,1,0,,,,,
C09DA,C,mah_national,9,20,0,,,,,
C09DA01,C,mah_national,3,7,0,,,,,
C09DA02,C,mah_national,2,2,0,,,,,
C09DA03,C,mah_national,2,6,0,,,,,
C09DA04,C,batch_release,1,8,0,8,CZ,0.125,1250.0,1.0
C09DA04,C,mah_national,3,7,0,,,,,
C09DA06,C,mah_national,2,6,0,,,,,
C09DA07,C,batch_release,1,9,0,6,DE,0.3333,2098.8,1.0
C09DA07,C,mah_national,2,8,0,,,,,
C09DA08,C,mah_national,2,3,0,,,,,
C09DB,C,mah_national,5,8,0,,,,,
C09DB01,C,batch_release,1,5,0,4,DE,0.4,2800.0,1.0
C09DB01,C,mah_national,2,4,0,,,,,
C09DB02,C,mah_national,3,5,0,,,,,
C09DB04,C,api_cep,1,39,0,6,IN,0.6923,5108.5,0.1538
C09DB04,C,batch_release,1,4,0,2,DE,0.5,5000.0,1.0
C09DB04,C,mah_national,2,1,0,,,,,
C09DX,C,mah_national,6,3,0,,,,,
C09DX01,C,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
C09DX01,C,mah_national,3,3,0,,,,,
C09DX03,C,mah_national,3,3,0,,,,,
C09DX04,C,batch_release,1,6,0,4,SI,0.5,3333.3,1.0
C09DX04,C,mah_national,4,5,0,,,,,
C09XA,C,mah_national,1,1,0,,,,,
C09XA02,C,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
C09XA02,C,mah_national,1,2,0,,,,,
C09XX01,C,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
C09XX01,C,mah_national,1,1,0,,,,,
C10A,C,mah_national,1,1,0,,,,,
C10AA,C,mah_national,6,20,0,,,,,
C10AA01,C,mah_national,1,8,0,,,,,
C10AA03,C,mah_national,1,4,0,,,,,
C10AA04,C,mah_national,1,3,0,,,,,
C10AA05,C,mah_national,1,14,0,,,,,
C10AA07,C,mah_national,1,12,0,,,,,
C10AA08,C,mah_national,1,1,0,,,,,
C10AB,C,mah_national,2,3,0,,,,,
C10AB04,C,mah_national,1,2,0,,,,,
C10AB05,C,mah_national,1,2,0,,,,,
C10AC,C,mah_national,1,1,0,,,,,
C10AC01,C,mah_national,1,1,0,,,,,
C10AC04,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C10AX,C,batch_release,5,6,0,6,DE,0.2857,1836.7,1.0
C10AX,C,bio_api,1,1,0,1,US,1.0,10000.0,0.0
C10AX,C,mah_national,9,15,0,,,,,
C10AX06,C,mah_national,3,5,0,,,,,
C10AX09,C,mah_national,1,7,0,,,,,
C10AX12,C,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
C10AX12,C,mah_national,1,1,0,,,,,
C10AX13,C,batch_release,1,3,0,3,BE,0.3333,3333.3,1.0
C10AX13,C,bio_api,1,2,0,2,PR,0.5,5000.0,0.0
C10AX13,C,mah_national,1,1,0,,,,,
C10AX14,C,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
C10AX14,C,bio_api,1,3,0,3,FR,0.3333,3333.3,0.6667
C10AX14,C,mah_national,1,1,0,,,,,
C10AX15,C,mah_national,1,1,0,,,,,
C10AX16,C,mah_national,1,1,0,,,,,
C10AX18,C,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
C10AX18,C,mah_national,1,1,0,,,,,
C10B,C,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
C10BA,C,mah_national,7,7,0,,,,,
C10BA02,C,mah_national,2,4,0,,,,,
C10BA03,C,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
C10BA03,C,mah_national,2,1,0,,,,,
C10BA04,C,batch_release,1,3,0,2,FR,0.6667,5555.6,1.0
C10BA04,C,mah_national,2,1,0,,,,,
C10BA05,C,mah_national,2,7,0,,,,,
C10BA06,C,mah_national,2,4,0,,,,,
C10BX,C,mah_national,6,3,0,,,,,
C10BX06,C,mah_national,3,1,0,,,,,
C10BX09,C,mah_national,2,1,0,,,,,
C10BX11,C,mah_national,3,1,0,,,,,
D01A,D,mah_national,1,1,0,,,,,
D01AC,D,mah_national,9,10,1,,,,,
D01AC01,D,mah_national,1,2,0,,,,,
D01AC02,D,mah_national,1,2,0,,,,,
D01AC05,D,mah_national,2,1,0,,,,,
D01AC07,D,mah_national,1,3,0,,,,,
D01AC08,D,mah_national,1,2,0,,,,,
D01AC10,D,mah_national,1,1,0,,,,,
D01AC12,D,mah_national,1,1,0,,,,,
D01AC20,D,mah_national,2,1,1,,,,,
D01AE,D,mah_national,8,9,0,,,,,
D01AE04,D,mah_national,3,2,0,,,,,
D01AE12,D,mah_national,2,1,0,,,,,
D01AE14,D,mah_national,1,2,0,,,,,
D01AE15,D,mah_national,1,4,0,,,,,
D01AE16,D,mah_national,1,5,0,,,,,
D01AE54,D,mah_national,1,1,0,,,,,
D01BA,D,mah_national,2,7,0,,,,,
D01BA01,D,mah_national,1,1,0,,,,,
D01BA02,D,mah_national,1,7,0,,,,,
D02AB,D,mah_national,7,3,0,,,,,
D02AC,D,mah_national,6,2,0,,,,,
D02AF,D,mah_national,2,3,0,,,,,
D02AX,D,mah_national,7,3,0,,,,,
D02BB,D,mah_national,1,1,0,,,,,
D02BB02,D,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
D02BB02,D,mah_national,1,1,0,,,,,
D03AX,D,mah_national,1,1,0,,,,,
D03AX13,D,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
D03AX13,D,mah_national,1,1,0,,,,,
D03AX16,D,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
