atc_code,atc_level1,role,n_substances,n_suppliers,n_ulcm_substances,n_countries,top_country,top_country_share,hhi_country,eu_eea_share
J01XA,J,mah_national,4,9,2,,,,,
J01XA01,J,api_cep,1,7,1,7,CN,0.1429,1428.6,0.4286
J01XA01,J,mah_national,1,7,1,,,,,
J01XA02,J,api_cep,4,6,1,3,CN,0.5,3888.9,0.1667
J01XA02,J,mah_national,1,4,1,,,,,
J01XA04,J,batch_release,1,3,0,3,GB,0.3333,3333.3,0.6667
J01XA04,J,mah_national,1,1,0,,,,,
J01XA05,J,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
J01XA05,J,mah_national,1,1,0,,,,,
J01XB,J,mah_national,1,1,0,,,,,
J01XB01,J,api_cep,2,13,1,3,CN,0.6923,5384.6,0.0769
J01XB01,J,batch_release,1,4,0,4,DE,0.25,2500.0,1.0
J01XB01,J,mah_national,1,4,0,,,,,
J01XC,J,mah_national,1,1,0,,,,,
J01XC01,J,mah_national,1,1,0,,,,,
J01XD,J,mah_national,1,1,1,,,,,
J01XD01,J,api_cep,2,10,1,3,IN,0.5,4200.0,0.1
J01XD01,J,mah_national,1,2,1,,,,,
J01XE,J,mah_national,1,1,0,,,,,
J01XE01,J,mah_national,3,4,0,,,,,
J01XX,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J01XX,J,mah_national,5,15,1,,,,,
J01XX01,J,api_cep,1,9,1,6,CN,0.3333,2098.8,0.5556
J01XX01,J,mah_national,1,5,1,,,,,
J01XX05,J,mah_national,1,1,0,,,,,
J01XX08,J,mah_national,1,7,0,,,,,
J01XX09,J,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
J01XX09,J,mah_national,1,7,0,,,,,
J01XX11,J,batch_release,1,2,0,2,IT,0.5,5000.0,1.0
J01XX12,J,mah_national,1,1,0,,,,,
J02AA,J,mah_national,1,2,1,,,,,
J02AA01,J,api_cep,4,4,1,3,CN,0.5,3750.0,0.25
J02AA01,J,mah_national,1,3,1,,,,,
J02AB,J,mah_national,1,1,0,,,,,
J02AB02,J,api_cep,1,7,0,5,IN,0.3333,2222.2,0.5
J02AB02,J,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
J02AB02,J,mah_national,1,1,0,,,,,
J02AC,J,mah_national,5,21,2,,,,,
J02AC01,J,api_cep,4,15,1,3,IN,0.8,6622.2,0.2
J02AC01,J,mah_national,1,8,1,,,,,
J02AC02,J,mah_national,1,4,0,,,,,
J02AC03,J,api_cep,1,21,0,4,IN,0.7619,6054.4,0.0476
J02AC03,J,batch_release,1,8,0,7,IT,0.25,1562.5,1.0
J02AC03,J,mah_national,1,11,0,,,,,
J02AC04,J,batch_release,1,7,1,6,NL,0.2857,1836.7,1.0
J02AC04,J,mah_national,1,5,1,,,,,
J02AC05,J,batch_release,1,2,1,2,GB,0.5,5000.0,0.5
J02AC05,J,mah_national,1,1,0,,,,,
J02AX,J,mah_national,3,8,0,,,,,
J02AX04,J,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
J02AX04,J,mah_national,1,6,0,,,,,
J02AX05,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J02AX05,J,mah_national,1,1,0,,,,,
J02AX06,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J02AX06,J,mah_national,1,4,0,,,,,
J02AX08,J,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
J02AX08,J,mah_national,1,1,0,,,,,
J04,J,batch_release,1,2,0,2,HU,0.5,5000.0,1.0
J04,J,mah_national,1,1,0,,,,,
J04AB,J,mah_national,2,2,2,,,,,
J04AB02,J,api_cep,1,2,1,2,CN,0.5,5000.0,0.5
J04AB02,J,mah_national,1,1,1,,,,,
J04AB04,J,mah_national,1,1,1,,,,,
J04AC01,J,api_cep,1,5,1,3,IN,0.6,4400.0,0.0
J04AK,J,mah_national,3,3,2,,,,,
J04AK01,J,api_cep,1,5,1,3,IN,0.6,4400.0,0.0
J04AK02,J,api_cep,1,2,1,1,IN,1.0,10000.0,0.0
J04AK02,J,mah_national,1,1,1,,,,,
J04AK05,J,batch_release,1,1,1,1,BE,1.0,10000.0,1.0
J04AK05,J,mah_national,1,1,1,,,,,
J04AK06,J,batch_release,1,2,0,1,DE,1.0,10000.0,1.0
J04AK06,J,mah_national,1,1,0,,,,,
J04AM,J,mah_national,3,1,3,,,,,
J04AM02,J,mah_national,2,1,2,,,,,
J04AM05,J,mah_national,3,1,3,,,,,
J04BA02,J,api_cep,1,5,1,2,IN,0.8,6800.0,0.0
J05,J,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
J05,J,mah_national,2,2,0,,,,,
J05A,J,batch_release,3,1,0,1,IE,1.0,10000.0,1.0
J05A,J,mah_national,12,4,3,,,,,
J05AB,J,mah_national,6,14,3,,,,,
J05AB01,J,api_cep,3,18,1,5,IN,0.3333,2530.9,0.4444
J05AB01,J,mah_national,2,10,1,,,,,
J05AB04,J,api_cep,1,6,0,5,IT,0.3333,2222.2,0.3333
J05AB06,J,api_cep,2,3,1,2,CN,0.6667,5555.6,0.3333
J05AB06,J,mah_national,1,1,1,,,,,
J05AB09,J,mah_national,1,5,0,,,,,
J05AB11,J,mah_national,1,7,0,,,,,
J05AB12,J,mah_national,1,1,0,,,,,
J05AB14,J,api_cep,1,5,1,2,IN,0.6,5200.0,0.0
J05AB14,J,mah_national,1,2,1,,,,,
J05AB16,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AB16,J,mah_national,1,1,0,,,,,
J05AD01,J,api_cep,1,4,1,3,IN,0.5,3750.0,0.0
J05AD01,J,mah_national,1,1,1,,,,,
J05AE,J,mah_national,5,8,0,,,,,
J05AE03,J,api_cep,1,9,0,3,IN,0.6667,5061.7,0.0
J05AE03,J,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
J05AE03,J,mah_national,2,2,0,,,,,
J05AE06,J,mah_national,2,1,0,,,,,
J05AE08,J,api_cep,1,7,0,2,IN,0.8571,7551.0,0.0
J05AE08,J,batch_release,1,5,0,4,IE,0.4,2800.0,1.0
J05AE08,J,mah_national,1,3,0,,,,,
J05AE09,J,batch_release,1,3,0,2,FR,0.6667,5555.6,1.0
J05AE09,J,mah_national,1,1,0,,,,,
J05AE10,J,batch_release,1,6,0,5,DE,0.3333,2222.2,1.0
J05AE10,J,mah_national,1,5,0,,,,,
J05AE30,J,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
J05AE30,J,mah_national,1,1,0,,,,,
J05AF,J,mah_national,7,9,4,,,,,
J05AF01,J,api_cep,1,11,1,5,IN,0.3636,2562.0,0.0909
J05AF01,J,mah_national,1,1,1,,,,,
J05AF04,J,api_cep,1,1,0,1,IN,1.0,10000.0,0.0
J05AF05,J,api_cep,7,12,1,2,IN,0.8333,7222.2,0.0
J05AF05,J,batch_release,1,6,1,4,IE,0.3333,2777.8,1.0
J05AF05,J,mah_national,1,3,1,,,,,
J05AF06,J,api_cep,1,11,1,2,IN,0.8182,7024.8,0.0
J05AF06,J,batch_release,1,2,1,2,IE,0.5,5000.0,1.0
J05AF06,J,mah_national,1,1,1,,,,,
J05AF07,J,batch_release,1,6,0,4,DE,0.5,3333.3,1.0
J05AF07,J,mah_national,1,4,0,,,,,
J05AF09,J,batch_release,1,1,1,1,IE,1.0,10000.0,1.0
J05AF09,J,mah_national,1,1,1,,,,,
J05AF10,J,api_cep,1,9,0,4,CN,0.4444,3333.3,0.0
J05AF10,J,batch_release,1,6,0,6,DE,0.1667,1666.7,1.0
J05AF10,J,mah_national,1,4,0,,,,,
J05AF13,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AF13,J,mah_national,1,1,0,,,,,
J05AG,J,mah_national,4,4,1,,,,,
J05AG01,J,api_cep,3,7,1,2,IN,0.7143,5918.4,0.0
J05AG01,J,batch_release,1,4,1,3,FR,0.5,3750.0,1.0
J05AG01,J,mah_national,1,1,1,,,,,
J05AG03,J,batch_release,1,2,0,2,HR,0.5,5000.0,1.0
J05AG03,J,mah_national,1,2,0,,,,,
J05AG04,J,api_cep,1,1,0,1,IN,1.0,10000.0,0.0
J05AG04,J,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
J05AG04,J,mah_national,1,1,0,,,,,
J05AG05,J,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
J05AG05,J,mah_national,1,1,0,,,,,
J05AG06,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J05AG06,J,mah_national,1,1,0,,,,,
J05AH,J,mah_national,2,2,0,,,,,
J05AH01,J,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
J05AH01,J,mah_national,1,2,0,,,,,
J05AH02,J,api_cep,1,11,0,2,IN,0.7273,6033.1,0.0
J05AH02,J,batch_release,1,2,0,2,BG,0.5,5000.0,1.0
J05AH02,J,mah_national,1,2,0,,,,,
J05AJ01,J,api_cep,1,4,0,2,IN,0.75,6250.0,0.0
J05AJ01,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J05AJ03,J,mah_national,1,1,0,,,,,
J05AJ04,J,batch_release,1,2,0,2,ES,0.5,5000.0,1.0
J05AJ04,J,mah_national,1,1,0,,,,,
J05AP01,J,api_cep,1,6,0,5,IT,0.3333,2222.2,0.3333
J05AP08,J,mah_national,1,1,0,,,,,
J05AP51,J,mah_national,2,1,0,,,,,
J05AP54,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J05AP55,J,mah_national,2,1,0,,,,,
J05AP57,J,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
J05AP57,J,mah_national,2,1,0,,,,,
J05AR,J,batch_release,4,3,0,3,ES,0.3333,3333.3,1.0
J05AR,J,mah_national,16,13,4,,,,,
J05AR01,J,batch_release,1,1,0,1,PL,1.0,10000.0,1.0
J05AR01,J,mah_national,2,1,2,,,,,
J05AR02,J,batch_release,1,1,1,1,ES,1.0,10000.0,1.0
J05AR02,J,mah_national,2,3,2,,,,,
J05AR03,J,batch_release,1,7,0,6,DE,0.2857,1836.7,1.0
J05AR03,J,mah_national,2,8,1,,,,,
J05AR04,J,batch_release,1,1,0,1,PL,1.0,10000.0,1.0
J05AR04,J,mah_national,3,1,3,,,,,
J05AR06,J,batch_release,1,5,0,4,DE,0.4,2800.0,1.0
J05AR06,J,mah_national,3,4,1,,,,,
J05AR08,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AR08,J,mah_national,3,1,1,,,,,
J05AR09,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AR09,J,mah_national,4,1,1,,,,,
J05AR10,J,batch_release,1,5,0,4,DE,0.4,2800.0,1.0
J05AR10,J,mah_national,2,1,0,,,,,
J05AR13,J,batch_release,1,3,0,2,ES,0.6667,5555.6,1.0
J05AR13,J,mah_national,3,1,2,,,,,
J05AR14,J,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
J05AR14,J,mah_national,3,1,0,,,,,
J05AR15,J,batch_release,1,2,0,2,IE,0.5,5000.0,1.0
J05AR15,J,mah_national,2,1,0,,,,,
J05AR17,J,batch_release,1,2,0,2,HU,0.5,5000.0,1.0
J05AR17,J,mah_national,2,2,1,,,,,
J05AR18,J,mah_national,4,1,1,,,,,
J05AR19,J,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
J05AR19,J,mah_national,3,2,1,,,,,
J05AR20,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AR20,J,mah_national,3,1,1,,,,,
J05AR21,J,mah_national,4,1,0,,,,,
J05AR22,J,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
J05AR24,J,mah_national,3,1,1,,,,,
J05AR25,J,mah_national,2,1,1,,,,,
J05AX,J,batch_release,3,3,0,3,ES,0.3333,3333.3,1.0
J05AX,J,mah_national,14,6,0,,,,,
J05AX05,J,mah_national,1,1,0,,,,,
J05AX07,J,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
J05AX07,J,mah_national,1,1,0,,,,,
J05AX08,J,mah_national,1,1,0,,,,,
J05AX09,J,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
J05AX09,J,mah_national,1,1,0,,,,,
J05AX10,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AX10,J,mah_national,1,1,0,,,,,
J05AX12,J,batch_release,1,3,0,2,ES,0.6667,5555.6,1.0
J05AX12,J,mah_national,1,1,0,,,,,
J05AX15,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AX15,J,mah_national,1,1,0,,,,,
J05AX18,J,mah_national,1,1,0,,,,,
J05AX24,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AX24,J,mah_national,1,1,0,,,,,
J05AX25,J,mah_national,1,1,0,,,,,
J05AX28,J,mah_national,1,1,0,,,,,
J05AX29,J,mah_national,1,1,0,,,,,
J05AX31,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AX31,J,mah_national,1,2,0,,,,,
J05AX65,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J05AX65,J,mah_national,2,1,0,,,,,
J05AX68,J,mah_national,2,1,0,,,,,
J06AA,J,mah_national,1,1,0,,,,,
J06AA04,J,mah_national,1,1,0,,,,,
J06B,J,mah_national,3,2,0,,,,,
J06BA,J,mah_national,4,7,1,,,,,
J06BA01,J,batch_release,1,2,1,2,BE,0.5,5000.0,1.0
J06BA01,J,bio_api,1,3,1,3,AU,0.3333,3333.3,0.3333
J06BA01,J,mah_national,1,3,1,,,,,
J06BA02,J,batch_release,1,3,1,3,BE,0.3333,3333.3,1.0
J06BA02,J,bio_api,1,5,1,4,BE,0.4,2800.0,0.6
J06BA02,J,mah_national,4,8,1,,,,,
J06BB,J,mah_national,6,4,1,,,,,
J06BB01,J,mah_national,1,1,1,,,,,
J06BB02,J,mah_national,1,1,0,,,,,
J06BB04,J,batch_release,1,1,1,1,DE,1.0,10000.0,1.0
J06BB04,J,bio_api,1,1,1,1,DE,1.0,10000.0,1.0
J06BB04,J,mah_national,3,1,0,,,,,
J06BB09,J,mah_national,1,1,0,,,,,
J06BB16,J,mah_national,1,1,0,,,,,
J06BB21,J,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
J06BB21,J,bio_api,1,1,0,1,US,1.0,10000.0,0.0
J06BB21,J,mah_national,1,1,0,,,,,
J06BD01,J,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
J06BD01,J,bio_api,1,2,0,2,DE,0.5,5000.0,0.5
J06BD03,J,mah_national,2,1,0,,,,,
J06BD08,J,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
J06BD08,J,bio_api,1,2,0,2,KR,0.5,5000.0,0.0
J06BD08,J,mah_national,1,1,0,,,,,
J06BD09,J,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
J06BD09,J,bio_api,1,1,0,1,CN,1.0,10000.0,0.0
J06BD09,J,mah_national,1,1,0,,,,,
J06BD10,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J06BD10,J,bio_api,1,1,0,1,US,1.0,10000.0,0.0
J06BD10,J,mah_national,1,1,0,,,,,
J07,J,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
J07,J,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
J07AE,J,mah_national,1,1,1,,,,,
J07AE01,J,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
J07AE01,J,bio_api,1,1,0,1,SE,1.0,10000.0,1.0
J07AE01,J,mah_national,1,1,1,,,,,
J07AE02,J,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
J07AE02,J,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
J07AE02,J,mah_national,1,1,0,,,,,
J07AG51,J,mah_national,1,1,0,,,,,
J07AG53,J,mah_national,2,1,0,,,,,
J07AH,J,mah_national,12,3,0,,,,,
J07AH05,J,mah_national,2,1,0,,,,,
J07AH08,J,batch_release,3,4,0,4,BE,0.25,2500.0,1.0
J07AH08,J,bio_api,3,3,0,3,IE,0.3333,3333.3,0.6667
J07AH08,J,mah_national,17,3,0,,,,,
J07AH09,J,batch_release,2,2,0,2,BE,0.5,5000.0,1.0
J07AH09,J,bio_api,2,4,0,3,AT,0.5,3750.0,1.0
J07AH09,J,mah_national,5,2,0,,,,,
J07AJ,J,mah_national,8,2,0,,,,,
J07AJ02,J,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
J07AJ02,J,bio_api,1,1,0,1,TH,1.0,10000.0,0.0
J07AJ02,J,mah_national,1,1,0,,,,,
J07AJ52,J,mah_national,8,3,0,,,,,
J07AL,J,mah_national,38,4,0,,,,,
J07AL01,J,mah_national,1,1,0,,,,,
J07AL02,J,batch_release,4,2,0,2,BE,0.5,5000.0,1.0
J07AL02,J,bio_api,4,4,0,2,IE,0.5,5000.0,0.5
J07AL02,J,mah_national,53,2,0,,,,,
J07AL52,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J07AL52,J,bio_api,1,1,0,2,HU,0.5,5000.0,0.5
J07AL52,J,mah_national,17,1,0,,,,,
J07AM,J,mah_national,2,1,0,,,,,
J07AM51,J,mah_national,2,1,0,,,,,
J07AN,J,mah_national,1,1,0,,,,,
J07AN01,J,mah_national,1,1,0,,,,,
J07AP03,J,mah_national,1,1,0,,,,,
J07B,J,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
J07B,J,bio_api,1,1,0,1,US,1.0,10000.0,0.0
J07B,J,mah_national,17,3,0,,,,,
J07BA,J,mah_national,3,2,0,,,,,
J07BA01,J,mah_national,2,1,0,,,,,
J07BA02,J,batch_release,1,1,0,1,AT,1.0,10000.0,1.0
J07BA02,J,bio_api,1,1,0,1,GB,1.0,10000.0,0.0
J07BA02,J,mah_national,1,1,0,,,,,
J07BB,J,mah_national,12,7,0,,,,,
J07BB02,J,batch_release,9,3,0,3,BE,0.3333,3333.3,1.0
J07BB02,J,bio_api,9,4,0,4,DE,0.25,2500.0,0.25
J07BB02,J,mah_national,19,7,0,,,,,
J07BB03,J,batch_release,2,1,0,1,NL,1.0,10000.0,1.0
J07BB03,J,bio_api,2,3,0,1,GB,1.0,10000.0,0.0
J07BB03,J,mah_national,3,1,0,,,,,
J07BC,J,mah_national,8,6,2,,,,,
J07BC01,J,batch_release,2,3,0,3,BE,0.3333,3333.3,1.0
J07BC01,J,bio_api,2,3,0,3,BE,0.3333,3333.3,0.6667
J07BC01,J,mah_national,3,4,1,,,,,
J07BC02,J,mah_national,4,3,0,,,,,
J07BC20,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J07BC20,J,bio_api,1,1,0,1,BE,1.0,10000.0,1.0
J07BC20,J,mah_national,4,2,1,,,,,
J07BD,J,mah_national,11,2,0,,,,,
J07BD52,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J07BD52,J,bio_api,1,1,0,1,US,1.0,10000.0,0.0
J07BD52,J,mah_national,6,2,0,,,,,
J07BD54,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J07BD54,J,bio_api,1,1,0,1,US,1.0,10000.0,0.0
J07BD54,J,mah_national,7,2,0,,,,,
J07BG01,J,mah_national,1,1,0,,,,,
J07BH,J,mah_national,6,2,0,,,,,
J07BH01,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J07BH01,J,bio_api,1,1,0,1,BE,1.0,10000.0,1.0
J07BH01,J,mah_national,1,1,0,,,,,
J07BH02,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J07BH02,J,bio_api,1,1,0,1,US,1.0,10000.0,0.0
J07BH02,J,mah_national,5,1,0,,,,,
J07BK,J,mah_national,1,1,0,,,,,
J07BK01,J,mah_national,1,1,0,,,,,
J07BK03,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J07BK03,J,bio_api,1,1,0,1,BE,1.0,10000.0,1.0
J07BK03,J,mah_national,2,1,0,,,,,
J07BL,J,mah_national,1,1,0,,,,,
J07BL01,J,mah_national,1,1,0,,,,,
J07BM,J,mah_national,2,1,0,,,,,
J07BM01,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J07BM01,J,bio_api,1,2,0,2,AT,0.5,5000.0,0.5
J07BM01,J,mah_national,4,1,0,,,,,
J07BM02,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J07BM02,J,bio_api,1,1,0,1,BE,1.0,10000.0,1.0
J07BM02,J,mah_national,2,1,0,,,,,
J07BM03,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J07BM03,J,bio_api,1,2,0,2,AT,0.5,5000.0,0.5
J07BN,J,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
J07BN,J,bio_api,1,1,0,1,ES,1.0,10000.0,1.0
J07BN01,J,batch_release,3,5,0,4,ES,0.4,2800.0,1.0
J07BN01,J,bio_api,3,5,0,3,US,0.6,4400.0,0.4
J07BN01,J,mah_national,13,6,0,,,,,
J07BN04,J,batch_release,1,1,0,1,CZ,1.0,10000.0,1.0
J07BN04,J,bio_api,1,1,0,1,IN,1.0,10000.0,0.0
J07BN04,J,mah_national,1,1,0,,,,,
J07BP01,J,batch_release,1,1,0,1,AT,1.0,10000.0,1.0
J07BP01,J,bio_api,1,1,0,1,GB,1.0,10000.0,0.0
J07BP02,J,mah_national,1,1,0,,,,,
J07BX,J,batch_release,2,3,0,3,BE,0.3333,3333.3,1.0
J07BX,J,bio_api,2,1,0,1,DK,1.0,10000.0,1.0
J07BX,J,mah_national,4,4,0,,,,,
J07BX02,J,mah_national,1,1,0,,,,,
J07BX04,J,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
J07BX04,J,bio_api,1,1,0,1,DE,1.0,10000.0,1.0
J07BX04,J,mah_national,7,2,0,,,,,
J07BX05,J,batch_release,2,2,0,2,BE,0.5,5000.0,1.0
J07BX05,J,bio_api,2,2,0,1,US,1.0,10000.0,0.0
J07BX05,J,mah_national,4,3,0,,,,,
J07CA,J,mah_national,27,3,0,,,,,
J07CA01,J,mah_national,5,1,0,,,,,
J07CA02,J,mah_national,18,2,0,,,,,
J07CA09,J,batch_release,4,3,0,3,BE,0.3333,3333.3,1.0
J07CA09,J,bio_api,4,5,0,7,AR,0.1429,1428.6,0.4286
J07CA09,J,mah_national,17,3,0,,,,,
L01,L,batch_release,4,5,0,3,NL,0.6,4400.0,1.0
L01,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01,L,mah_national,22,15,0,,,,,
L01AA,L,mah_national,7,8,4,,,,,
L01AA01,L,api_cep,1,7,1,2,IN,0.7143,5918.4,0.0
L01AA01,L,mah_national,1,2,1,,,,,
L01AA02,L,api_cep,1,1,1,1,IN,1.0,10000.0,0.0
L01AA02,L,mah_national,1,1,1,,,,,
L01AA03,L,api_cep,1,2,1,2,CN,0.5,5000.0,0.0
L01AA03,L,batch_release,1,2,1,1,IT,1.0,10000.0,1.0
L01AA03,L,mah_national,2,3,1,,,,,
L01AA05,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01AA05,L,mah_national,1,1,0,,,,,
L01AA06,L,api_cep,1,2,1,2,CN,0.5,5000.0,0.5
L01AA06,L,mah_national,1,1,1,,,,,
L01AA09,L,mah_national,1,3,0,,,,,
L01AA10,L,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
L01AA10,L,mah_national,1,1,0,,,,,
L01AB,L,mah_national,2,3,2,,,,,
L01AB01,L,api_cep,1,7,1,4,IN,0.5714,3877.6,0.2857
L01AB01,L,batch_release,1,1,1,1,DE,1.0,10000.0,1.0
L01AB01,L,mah_national,1,2,1,,,,,
L01AB02,L,batch_release,1,1,1,1,DE,1.0,10000.0,1.0
L01AB02,L,mah_national,1,2,1,,,,,
L01AC,L,mah_national,1,1,1,,,,,
L01AC01,L,batch_release,1,1,1,1,IT,1.0,10000.0,1.0
L01AC01,L,mah_national,1,4,1,,,,,
L01AD,L,mah_national,1,2,0,,,,,
L01AD01,L,api_cep,1,7,0,3,IN,0.7143,5510.2,0.1429
L01AD01,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01AD01,L,mah_national,1,4,0,,,,,
L01AX,L,mah_national,2,7,1,,,,,
L01AX03,L,api_cep,1,8,0,5,IN,0.5,3125.0,0.125
L01AX03,L,batch_release,1,9,0,6,NL,0.3333,2098.8,1.0
L01AX03,L,mah_national,1,6,0,,,,,
L01AX04,L,api_cep,1,5,1,4,IN,0.4,2800.0,0.4
L01AX04,L,mah_national,1,2,1,,,,,
L01B,L,mah_national,2,2,0,,,,,
L01BA,L,mah_national,6,16,1,,,,,
L01BA01,L,api_cep,2,8,1,6,CN,0.25,1875.0,0.375
L01BA01,L,mah_national,1,7,1,,,,,
L01BA04,L,api_cep,1,12,0,3,IN,0.5833,4583.3,0.0
L01BA04,L,batch_release,5,14,0,10,DE,0.2143,1224.5,1.0
L01BA04,L,mah_national,6,13,0,,,,,
L01BB,L,mah_national,6,5,3,,,,,
L01BB02,L,api_cep,1,2,1,2,FI,0.5,5000.0,0.5
L01BB02,L,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
L01BB02,L,mah_national,1,5,1,,,,,
L01BB03,L,mah_national,1,1,1,,,,,
L01BB04,L,api_cep,1,6,0,4,CN,0.3333,2777.8,0.0
L01BB04,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01BB04,L,mah_national,1,1,0,,,,,
L01BB05,L,api_cep,1,7,1,4,CN,0.5714,3877.6,0.2857
L01BB05,L,mah_national,1,2,1,,,,,
L01BB06,L,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
L01BB06,L,mah_national,1,1,0,,,,,
L01BB07,L,batch_release,1,4,0,3,AT,0.5,3750.0,1.0
L01BB07,L,mah_national,1,1,0,,,,,
L01BC,L,mah_national,10,13,3,,,,,
L01BC01,L,api_cep,2,6,1,5,IN,0.3333,2222.2,0.1667
L01BC01,L,mah_national,1,3,1,,,,,
L01BC02,L,api_cep,1,4,1,3,CN,0.5,3750.0,0.25
L01BC02,L,mah_national,1,3,1,,,,,
L01BC05,L,api_cep,1,18,1,7,IN,0.5,3148.1,0.1111
L01BC05,L,mah_national,1,3,1,,,,,
L01BC06,L,api_cep,1,20,0,5,IN,0.65,4700.0,0.1
L01BC06,L,batch_release,1,8,0,6,DE,0.375,2187.5,1.0
L01BC06,L,mah_national,1,5,0,,,,,
L01BC07,L,batch_release,1,10,0,6,AT,0.2,1800.0,1.0
L01BC07,L,mah_national,1,9,0,,,,,
L01BC08,L,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
L01BC08,L,mah_national,1,3,0,,,,,
L01BC53,L,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
L01BC53,L,mah_national,3,1,0,,,,,
L01BC58,L,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
L01BC58,L,mah_national,2,1,0,,,,,
L01BC59,L,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
L01BC59,L,mah_national,1,1,0,,,,,
L01CA,L,mah_national,4,2,2,,,,,
L01CA01,L,api_cep,1,4,1,4,BE,0.25,2500.0,0.75
L01CA01,L,mah_national,1,1,1,,,,,
L01CA02,L,api_cep,1,6,1,6,BE,0.1667,1666.7,0.5
L01CA02,L,mah_national,1,1,1,,,,,
L01CA04,L,mah_national,1,2,0,,,,,
L01CA05,L,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
L01CA05,L,mah_national,1,1,0,,,,,
L01CB,L,mah_national,1,4,1,,,,,
L01CB01,L,api_cep,1,8,1,5,CN,0.375,2500.0,0.125
L01CB01,L,mah_national,1,4,1,,,,,
L01CD,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01CD,L,mah_national,4,8,1,,,,,
L01CD01,L,api_cep,10,26,1,10,CN,0.3462,1863.9,0.1923
L01CD01,L,batch_release,1,8,1,5,NL,0.375,2500.0,1.0
