search_atc,atc_code,atc_text,eingangsnummer,arzneimittel,role,name,pu_nummer,plz_ort,land
A02BC05,A02BC05,Esomeprazol,2181476,Esogasec 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Aristo Pharma GmbH,3082323,13435 Berlin,Deutschland
A02BC05,A02BC05,Esomeprazol,2181476,Esogasec 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Laboratorios Medicamentos Internacionales S.A.,8034292,"28850 TORREJON DE ARDOZ, MADRID",Spanien
A02BC05,A02BC05,Esomeprazol,2181476,Esogasec 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,AstraZeneca Dunkerque Production Rechtsform: S.C.S.,8026677,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181476,Esogasec 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2181476,Esogasec 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"IMS S.R.L. Beiname: Micronizzazioni, IMS Intermedi Medicinali Sintetici S.r.l.",8078697,20157 MILANO,Italien
A02BC05,A02BC05,Esomeprazol,2181476,Esogasec 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited (BS 1),1007539,"DA2 6QY CROSSWAYS, DARTFORD",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2181476,Esogasec 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Minakem Dunkerque Production (BS 1),8177583,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181477,Esogasec 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Aristo Pharma GmbH,3082323,13435 Berlin,Deutschland
A02BC05,A02BC05,Esomeprazol,2181477,Esogasec 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Laboratorios Medicamentos Internacionales S.A.,8034292,"28850 TORREJON DE ARDOZ, MADRID",Spanien
A02BC05,A02BC05,Esomeprazol,2181477,Esogasec 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,AstraZeneca Dunkerque Production Rechtsform: S.C.S.,8026677,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181477,Esogasec 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2181477,Esogasec 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Minakem Dunkerque Production (BS 1),8177583,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181477,Esogasec 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited (BS 1),1007539,"DA2 6QY CROSSWAYS, DARTFORD",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2181477,Esogasec 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"IMS S.R.L. Beiname: Micronizzazioni, IMS Intermedi Medicinali Sintetici S.r.l.",8078697,20157 MILANO,Italien
A02BC05,A02BC05,Esomeprazol,7015297,Esomeaxiro 20 mg magensaftresistente Tabletten,Zulassungsinhaber,"Medical Valley Invest AB HR-Beiname: AXiromed, Xiromed",8160803,236 32 HÖLLVIKEN,Schweden
A02BC05,A02BC05,Esomeprazol,7015297,Esomeaxiro 20 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Laboratorios Liconsa S.A. (BS 1),8102668,19200 AZUQUECA DE HENARES (GUADALAJARA),Spanien
A02BC05,A02BC05,Esomeprazol,7015297,Esomeaxiro 20 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Laboratorios Liconsa S.A.,8039094,"28805 ALCALA DE HENARES, MADRID",Spanien
A02BC05,A02BC05,Esomeprazol,7015297,Esomeaxiro 20 mg magensaftresistente Tabletten,Wirkstoffherstellung,Nosch Labs Private Limited (BS 3),8192312,"508114 VELIMINEDU, CHITYAL MANDAL, NALGONDA DISTRICT, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,7015298,Esomeaxiro 40 mg magensaftresistente Tabletten,Zulassungsinhaber,"Medical Valley Invest AB HR-Beiname: AXiromed, Xiromed",8160803,236 32 HÖLLVIKEN,Schweden
A02BC05,A02BC05,Esomeprazol,7015298,Esomeaxiro 40 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Laboratorios Liconsa S.A. (BS 1),8102668,19200 AZUQUECA DE HENARES (GUADALAJARA),Spanien
A02BC05,A02BC05,Esomeprazol,7015298,Esomeaxiro 40 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Laboratorios Liconsa S.A.,8039094,"28805 ALCALA DE HENARES, MADRID",Spanien
A02BC05,A02BC05,Esomeprazol,7015298,Esomeaxiro 40 mg magensaftresistente Tabletten,Wirkstoffherstellung,Nosch Labs Private Limited (BS 3),8192312,"508114 VELIMINEDU, CHITYAL MANDAL, NALGONDA DISTRICT, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,H e x a l Aktiengesellschaft,3079284,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. Beiname: Lek Pharmaceuticals d.d., Lek d.d.",3217237,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Salutas Pharma GmbH,4238135,39179 Barleben,Deutschland
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Alivus Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA MANDAL, ANAKAPALLI, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181162,ESOMEP 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sandoz Pharmaceuticals GmbH,3060764,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,2195589,ESOMEP 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,H e x a l Aktiengesellschaft,3079284,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,2195589,ESOMEP 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. Beiname: Lek Pharmaceuticals d.d., Lek d.d.",3217237,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,2195589,ESOMEP 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L.,8190655,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,2195589,ESOMEP 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L.,8190655,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,2195589,ESOMEP 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2195590,ESOMEP 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,H e x a l Aktiengesellschaft,3079284,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,2195590,ESOMEP 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. Beiname: Lek Pharmaceuticals d.d., Lek d.d.",3217237,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,2195590,ESOMEP 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L.,8190655,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,2195590,ESOMEP 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L.,8190655,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,2195590,ESOMEP 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,H e x a l Aktiengesellschaft,3079284,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. Beiname: Lek Pharmaceuticals d.d., Lek d.d.",3217237,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Salutas Pharma GmbH,4238135,39179 Barleben,Deutschland
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Alivus Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA MANDAL, ANAKAPALLI, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181163,ESOMEP 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sandoz Pharmaceuticals GmbH,3060764,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,123 Acurae Pharma GmbH,1008949,27472 Cuxhaven,Deutschland
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA MANDAL, ANAKAPALLI, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA MANDAL, ANAKAPALLI, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Lee Pharma Limited (BS 1),8141467,"502319 SANGAREDDY DISTRICT, GADDAPOTHARAM VILLAGE, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Alivus Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181164,Esomeprazol 123 Acurae Pharma 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,123 Acurae Pharma GmbH,1008949,27472 Cuxhaven,Deutschland
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA MANDAL, ANAKAPALLI, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Alivus Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Lee Pharma Limited (BS 1),8141467,"502319 SANGAREDDY DISTRICT, GADDAPOTHARAM VILLAGE, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181165,Esomeprazol 123 Acurae Pharma 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA MANDAL, ANAKAPALLI, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,AbZ-Pharma GmbH,4238075,89079 Ulm,Deutschland
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Merckle GmbH,8034435,89143 Blaubeuren,Deutschland
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto (BS 4)",8149799,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA MANDAL, ANAKAPALLI, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"Zhejiang Menovo Pharmaceutical Co., Ltd. (BS 1)",1007080,"312369 SHANGYU CITY, ZHEJIANG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Glenmark Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Glenmark Life Sciences Limited (BS 2),8164994,"392 130 TALUKA VAGRA, DISTRICT BHARUCH, DAHEJ, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181158,Esomeprazol AbZ 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Lee Pharma Limited (BS 1),8141467,"502319 SANGAREDDY DISTRICT, GADDAPOTHARAM VILLAGE, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,AbZ-Pharma GmbH,4238075,89079 Ulm,Deutschland
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"KRKA, d.d., Novo mesto HR-Beiname: KRKA, tovarna zdravil, d.d., Novo mesto",3328333,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Merckle GmbH,8034435,89143 Blaubeuren,Deutschland
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Laurus Labs Limited (BS 3),8160909,"531021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA, VISAKHAPATNAM, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"Zhejiang Menovo Pharmaceutical Co., Ltd. (BS 1)",1007080,"312369 SHANGYU CITY, ZHEJIANG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Lee Pharma Limited (BS 1),8141467,"502319 SANGAREDDY DISTRICT, GADDAPOTHARAM VILLAGE, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Glenmark Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"KRKA, d.d., Novo mesto (BS 4)",8149799,8501 NOVO MESTO,Slowenien
A02BC05,A02BC05,Esomeprazol,2181159,Esomeprazol AbZ 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Glenmark Life Sciences Limited (BS 2),8164994,"392 130 TALUKA VAGRA, DISTRICT BHARUCH, DAHEJ, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,7003468,Esomeprazol ADOH 40 mg Pulver zur Herstellung einer Injektions-/Infusionslösung,Zulassungsinhaber,ADOH B.V.,8136294,6543 JA NIJMEGEN,Niederlande
A02BC05,A02BC05,Esomeprazol,7003468,Esomeprazol ADOH 40 mg Pulver zur Herstellung einer Injektions-/Infusionslösung,Hersteller/Endfreigabe,ADOH B.V.,8136294,6543 JA NIJMEGEN,Niederlande
A02BC05,A02BC05,Esomeprazol,7003468,Esomeprazol ADOH 40 mg Pulver zur Herstellung einer Injektions-/Infusionslösung,Wirkstoffherstellung,"Hainan Poly Pharm. Co., Ltd. (BS 1)",8145703,"571127 HAIKOU, MEILAN DISTRICT, HAINAN PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Aristo Pharma GmbH,3082323,13435 Berlin,Deutschland
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Aristo Pharma GmbH,3082323,13435 Berlin,Deutschland
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Laboratorios Medicamentos Internacionales S.A.,8034292,"28850 TORREJON DE ARDOZ, MADRID",Spanien
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,AstraZeneca Dunkerque Production Rechtsform: S.C.S.,8026677,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Minakem Dunkerque Production (BS 1),8177583,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 4),8100971,"560049 BENGALURU, VIRGONAGAR, KARNATAKA",Indien
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Glenmark Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,IMS S.R.L. Micronizzazioni Beiname: IMS Intermedi Medicinali Sintetici S.r.l. (BS 1),1006674,20157 MILANO,Italien
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 5),8100965,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited,8033542,"SN5 8YG BLAGROVE, SWINDON, WILTSHIRE",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited (BS 1),1007539,"DA2 6QY CROSSWAYS, DARTFORD",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2189773,Esomeprazol Aristo 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 15),8191488,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Aristo Pharma GmbH,3082323,13435 Berlin,Deutschland
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Laboratorios Medicamentos Internacionales S.A.,8034292,"28850 TORREJON DE ARDOZ, MADRID",Spanien
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Aristo Pharma GmbH,3082323,13435 Berlin,Deutschland
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,IMS S.R.L. Micronizzazioni Beiname: IMS Intermedi Medicinali Sintetici S.r.l. (BS 1),1006674,20157 MILANO,Italien
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited (BS 1),1007539,"DA2 6QY CROSSWAYS, DARTFORD",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Minakem Dunkerque Production (BS 1),8177583,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 5),8100965,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited,8033542,"SN5 8YG BLAGROVE, SWINDON, WILTSHIRE",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,AstraZeneca Dunkerque Production Rechtsform: S.C.S.,8026677,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 15),8191488,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 4),8100971,"560049 BENGALURU, VIRGONAGAR, KARNATAKA",Indien
A02BC05,A02BC05,Esomeprazol,2189774,Esomeprazol Aristo 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Glenmark Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Basics GmbH,8036279,51377 Leverkusen,Deutschland
