search_atc,atc_code,atc_text,eingangsnummer,arzneimittel,role,name,pu_nummer,plz_ort,land
L01DB01,L01DB01,Doxorubicin,2168218,axidoxo 2 mg/ml Infusionslösung,Wirkstoffherstellung,TRANSO - PHARM HANDELS - GMBH,8141119,22962 Siek,Deutschland
L01DB01,L01DB01,Doxorubicin,2168218,axidoxo 2 mg/ml Infusionslösung,Wirkstoffherstellung,Boryung Pharmaceutical Co. Ltd.,8057755,"110-750 JONGNO-GU, SEOUL",Südkorea
L01DB01,L01DB01,Doxorubicin,2790747,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,MZG-PHARMA Vertriebs-GmbH,8055213,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2790747,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,MZG-PHARMA Vertriebs-GmbH,8055213,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2790370,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
L01DB01,L01DB01,Doxorubicin,2790370,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
L01DB01,L01DB01,Doxorubicin,2790299,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,MTK-PHARMA-Vertriebs-GmbH,3293824,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2790299,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,MTK-PHARMA-Vertriebs-GmbH,3293824,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2790298,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2790298,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2790544,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
L01DB01,L01DB01,Doxorubicin,2790544,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
L01DB01,L01DB01,Doxorubicin,2790564,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
L01DB01,L01DB01,Doxorubicin,2790564,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
L01DB01,L01DB01,Doxorubicin,2790868,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
L01DB01,L01DB01,Doxorubicin,2790868,Caelyx - 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
L01DB01,L01DB01,Doxorubicin,7005303,Caelyx 2 mg / ml Konzentrat zur Herstellung einer Infusionslösung OP 1,Zulassungsinhaber,Abacus Medicine A/S,8124859,1560 KOBENHAVN V,Dänemark
L01DB01,L01DB01,Doxorubicin,7005303,Caelyx 2 mg / ml Konzentrat zur Herstellung einer Infusionslösung OP 1,Hersteller/Endfreigabe,Abacus Medicine A/S,8124859,1560 KOBENHAVN V,Dänemark
L01DB01,L01DB01,Doxorubicin,2791121,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,MEDICOPHARM AG Arzneimittel & Medikal Produkte,8021444,83131 Nußdorf a. Inn,Deutschland
L01DB01,L01DB01,Doxorubicin,2791121,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,MEDICOPHARM AG Arzneimittel & Medikal Produkte,8021444,83131 Nußdorf a. Inn,Deutschland
L01DB01,L01DB01,Doxorubicin,2797744,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,AASTON HEALTHCARE GmbH,8120442,24558 Wakendorf II,Deutschland
L01DB01,L01DB01,Doxorubicin,2797744,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,AASTON HEALTHCARE GmbH,8120442,24558 Wakendorf II,Deutschland
L01DB01,L01DB01,Doxorubicin,2752116,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,hvd medical GmbH,8144626,66740 Saarlouis,Deutschland
L01DB01,L01DB01,Doxorubicin,2752116,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,hvd medical GmbH,8144626,66740 Saarlouis,Deutschland
L01DB01,L01DB01,Doxorubicin,2790957,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
L01DB01,L01DB01,Doxorubicin,2790957,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
L01DB01,L01DB01,Doxorubicin,2792901,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,HAEMATO PHARM GmbH,8090132,12529 Schönefeld,Deutschland
L01DB01,L01DB01,Doxorubicin,2792901,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,HAEMATO PHARM GmbH,8090132,12529 Schönefeld,Deutschland
L01DB01,L01DB01,Doxorubicin,2752472,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,Paranova Pack A/S,8062667,2730 HERLEV,Dänemark
L01DB01,L01DB01,Doxorubicin,2752472,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,Paranova Pack A/S,8062667,2730 HERLEV,Dänemark
L01DB01,L01DB01,Doxorubicin,2793643,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,INOPHA GmbH,8124842,14974 Ludwigsfelde,Deutschland
L01DB01,L01DB01,Doxorubicin,2793643,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,INOPHA GmbH,8124842,14974 Ludwigsfelde,Deutschland
L01DB01,L01DB01,Doxorubicin,2752722,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2752722,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
L01DB01,L01DB01,Doxorubicin,2752535,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,BB Farma s.r.l.,8126628,21017 SAMARATE (VA),Italien
L01DB01,L01DB01,Doxorubicin,2752535,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,BB Farma s.r.l.,8126628,21017 SAMARATE (VA),Italien
L01DB01,L01DB01,Doxorubicin,2799574,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,A.C.A. Müller ADAG Pharma Aktiengesellschaft,8049833,78244 Gottmadingen,Deutschland
L01DB01,L01DB01,Doxorubicin,2799574,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,A.C.A. Müller ADAG Pharma Aktiengesellschaft,8049833,78244 Gottmadingen,Deutschland
L01DB01,L01DB01,Doxorubicin,2793287,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,Maxi Pharma GmbH,8079604,95028 Hof/Saale,Deutschland
L01DB01,L01DB01,Doxorubicin,2793287,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,Maxi Pharma GmbH,8079604,95028 Hof/Saale,Deutschland
L01DB01,L01DB01,Doxorubicin,2750198,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,Abacus Medicine A/S,8124859,1620 KOBENHAVN V,Dänemark
L01DB01,L01DB01,Doxorubicin,2750198,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,Abacus Medicine A/S,8124859,1620 KOBENHAVN V,Dänemark
L01DB01,L01DB01,Doxorubicin,2798331,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,axicorp Pharma B.V.,8140835,2585 EC S'GRAVENHAGE,Niederlande
L01DB01,L01DB01,Doxorubicin,2798331,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,axicorp Pharma B.V.,8140835,2585 EC S'GRAVENHAGE,Niederlande
L01DB01,L01DB01,Doxorubicin,2791630,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
L01DB01,L01DB01,Doxorubicin,2791630,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
L01DB01,L01DB01,Doxorubicin,2793069,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,HAEMATO PHARM GmbH,8090132,12529 Schönefeld,Deutschland
L01DB01,L01DB01,Doxorubicin,2793069,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,HAEMATO PHARM GmbH,8090132,12529 Schönefeld,Deutschland
L01DB01,L01DB01,Doxorubicin,2794346,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
L01DB01,L01DB01,Doxorubicin,2794346,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
L01DB01,L01DB01,Doxorubicin,2793872,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,AASTON HEALTHCARE GmbH,8120442,24558 Wakendorf II,Deutschland
L01DB01,L01DB01,Doxorubicin,2793872,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,AASTON HEALTHCARE GmbH,8120442,24558 Wakendorf II,Deutschland
L01DB01,L01DB01,Doxorubicin,2793872,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,AASTON HEALTHCARE GmbH,8120442,24558 Wakendorf II,Deutschland
L01DB01,L01DB01,Doxorubicin,2793873,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,INOPHA GmbH,8124842,14974 Ludwigsfelde,Deutschland
L01DB01,L01DB01,Doxorubicin,2793873,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,INOPHA GmbH,8124842,14974 Ludwigsfelde,Deutschland
L01DB01,L01DB01,Doxorubicin,2793687,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,MEDICOPHARM AG Arzneimittel & Medikal Produkte,8021444,83131 Nußdorf a. Inn,Deutschland
L01DB01,L01DB01,Doxorubicin,2793687,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,MEDICOPHARM AG Arzneimittel & Medikal Produkte,8021444,83131 Nußdorf a. Inn,Deutschland
L01DB01,L01DB01,Doxorubicin,2791311,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
L01DB01,L01DB01,Doxorubicin,2791311,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
L01DB01,L01DB01,Doxorubicin,2790053,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP1,Zulassungsinhaber,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
L01DB01,L01DB01,Doxorubicin,2790053,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP1,Hersteller/Endfreigabe,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
L01DB01,L01DB01,Doxorubicin,7002297,Caelyx pegylated liposomal 2 mg/ ml Konzentrat zur Herstellung einer Infusionslösung OP 1,Zulassungsinhaber,Originalis B.V.,8154926,1114 AB AMSTERDAM-DUIVENDRECHT,Niederlande
L01DB01,L01DB01,Doxorubicin,7002297,Caelyx pegylated liposomal 2 mg/ ml Konzentrat zur Herstellung einer Infusionslösung OP 1,Hersteller/Endfreigabe,Originalis B.V.,8154926,1114 AB AMSTERDAM-DUIVENDRECHT,Niederlande
L01DB01,L01DB01,Doxorubicin,2700058,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(10x10ml),Zulassungsinhaber,Baxter Holding B.V.,8182259,3542 CE UTRECHT,Niederlande
L01DB01,L01DB01,Doxorubicin,2700058,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(10x10ml),Hersteller/Endfreigabe,Penn Pharmaceutical Services Limited t/a PCI Pharma Services,3359523,CF10 4AZ CARDIFF,Vereinigtes Königreich
L01DB01,L01DB01,Doxorubicin,2700049,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Zulassungsinhaber,Baxter Holding B.V.,8182259,3542 CE UTRECHT,Niederlande
L01DB01,L01DB01,Doxorubicin,2700049,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml),Hersteller/Endfreigabe,Penn Pharmaceutical Services Limited t/a PCI Pharma Services,3359523,CF10 4AZ CARDIFF,Vereinigtes Königreich
L01DB01,L01DB01,Doxorubicin,2701560,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(10x25ml),Zulassungsinhaber,Baxter Holding B.V.,8182259,3542 CE UTRECHT,Niederlande
L01DB01,L01DB01,Doxorubicin,2701560,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(10x25ml),Hersteller/Endfreigabe,Penn Pharmaceutical Services Limited t/a PCI Pharma Services,3359523,CF10 4AZ CARDIFF,Vereinigtes Königreich
L01DB01,L01DB01,Doxorubicin,2701559,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Zulassungsinhaber,Baxter Holding B.V.,8182259,3542 CE UTRECHT,Niederlande
L01DB01,L01DB01,Doxorubicin,2701559,Caelyx pegylated liposomal 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x25ml),Hersteller/Endfreigabe,Penn Pharmaceutical Services Limited t/a PCI Pharma Services,3359523,CF10 4AZ CARDIFF,Vereinigtes Königreich
L01DB01,L01DB01,Doxorubicin,2144927,DOXO-cell 150 mg Injektionslösung,Zulassungsinhaber,STADAPHARM GmbH,3364435,61118 Bad Vilbel,Deutschland
L01DB01,L01DB01,Doxorubicin,2144927,DOXO-cell 150 mg Injektionslösung,Hersteller/Endfreigabe,STADA Arzneimittel Aktiengesellschaft - Geschäftsanschrift -,3003111,61118 Bad Vilbel,Deutschland
L01DB01,L01DB01,Doxorubicin,2144927,DOXO-cell 150 mg Injektionslösung,Wirkstoffherstellung,Gemini PharmChem Mannheim GmbH (BS 1),1007219,68305 Mannheim,Deutschland
L01DB01,L01DB01,Doxorubicin,2144927,DOXO-cell 150 mg Injektionslösung,Wirkstoffherstellung,SICOR Societa' Italiana Corticosteroidi S.R.L. (BS 1),8104207,13048 SANTHIA (VC),Italien
L01DB01,L01DB01,Doxorubicin,2144927,DOXO-cell 150 mg Injektionslösung,Wirkstoffherstellung,SYNBIAS PHARMA Limited (BS 2),8133226,83085 DONETSK,Ukraine
L01DB01,L01DB01,Doxorubicin,2144926,DOXO-cell 50 mg Injektionslösung,Zulassungsinhaber,STADAPHARM GmbH,3364435,61118 Bad Vilbel,Deutschland
L01DB01,L01DB01,Doxorubicin,2144926,DOXO-cell 50 mg Injektionslösung,Hersteller/Endfreigabe,STADA Arzneimittel Aktiengesellschaft - Geschäftsanschrift -,3003111,61118 Bad Vilbel,Deutschland
L01DB01,L01DB01,Doxorubicin,2144926,DOXO-cell 50 mg Injektionslösung,Wirkstoffherstellung,Gemini PharmChem Mannheim GmbH (BS 1),1007219,68305 Mannheim,Deutschland
L01DB01,L01DB01,Doxorubicin,2144926,DOXO-cell 50 mg Injektionslösung,Wirkstoffherstellung,SICOR Societa' Italiana Corticosteroidi S.R.L. (BS 1),8104207,13048 SANTHIA (VC),Italien
L01DB01,L01DB01,Doxorubicin,2144926,DOXO-cell 50 mg Injektionslösung,Wirkstoffherstellung,SYNBIAS PHARMA Limited (BS 2),8133226,83085 DONETSK,Ukraine
L01DB01,L01DB01,Doxorubicin,2175982,Doxorubicin Accord 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung,Zulassungsinhaber,Accord Healthcare B.V.,8182087,3526 KV UTRECHT,Niederlande
L01DB01,L01DB01,Doxorubicin,2175982,Doxorubicin Accord 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung,Hersteller/Endfreigabe,Accord Healthcare Polska Sp. z.o.o. (BS 1),8176922,95-200 PABIANICE,Polen
L01DB01,L01DB01,Doxorubicin,2175982,Doxorubicin Accord 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung,Hersteller/Endfreigabe,Accord Healthcare Single Member S.A.,1013602,"32009 SCHIMATARI, TANAGRAS/VOIOTIAS",Griechenland
L01DB01,L01DB01,Doxorubicin,2175982,Doxorubicin Accord 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung,Wirkstoffherstellung,Gemini PharmChem Mannheim GmbH (BS 1),1007219,68305 Mannheim,Deutschland
L01DB01,L01DB01,Doxorubicin,2175982,Doxorubicin Accord 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung,Wirkstoffherstellung,Intas Pharmaceuticals Limited (BS 8),1006938,"393002 DISTRICT BHARUCH, ANKLESHWAR, GUJARAT",Indien
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Zulassungsinhaber,Eugia Pharma (Malta) Limited,1010127,FRN 1914 FLORIANA,Malta
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Hersteller/Endfreigabe,"Generis Farmaceutica, S.A.",8084261,"2700-487 VENDA NOVA, AMADORA",Portugal
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Hersteller/Endfreigabe,APL Swift Services (Malta) Limited,8124575,"BBG 3000 HAL FAR, BIRZEBBUGIA",Malta
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Hersteller/Endfreigabe,APL Swift Services (Malta) Limited,8124575,"BBG 3000 HAL FAR, BIRZEBBUGIA",Malta
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Wirkstoffherstellung,TRANSO - PHARM HANDELS - GMBH,8141119,22962 Siek,Deutschland
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Wirkstoffherstellung,SICOR Societa' Italiana Corticosteroidi S.R.L. (BS 1),8104207,13048 SANTHIA (VC),Italien
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Wirkstoffherstellung,Sterling Biotech Limited (BS 1),8160795,"391421 MASAR VILLAGE, TALUKA PADRA, DISTRICT VADODARA, GUJARAT",Indien
L01DB01,L01DB01,Doxorubicin,2184310,Doxorubicin Aurobindo 2mg/ml Konzentrat zur Herstellung einer Infusionslösung,Wirkstoffherstellung,PUREN Pharma GmbH & Co. KG,8034441,81829 München,Deutschland
L01DB01,L01DB01,Doxorubicin,2170329,Doxorubicin Aurobindo 50 mg Pulver zur Herstellung einer Injektionslösung,Zulassungsinhaber,PUREN Pharma GmbH & Co. KG,8034441,81829 München,Deutschland
L01DB01,L01DB01,Doxorubicin,2170329,Doxorubicin Aurobindo 50 mg Pulver zur Herstellung einer Injektionslösung,Hersteller/Endfreigabe,Actavis Italy SPA (BS 1),8106614,20014 NERVIANO (MI),Italien
L01DB01,L01DB01,Doxorubicin,2170329,Doxorubicin Aurobindo 50 mg Pulver zur Herstellung einer Injektionslösung,Hersteller/Endfreigabe,S.C. Sindan-Pharma S.R.L.,8091746,"011171 BUCURESTI, SECTORUL 1",Rumänien
L01DB01,L01DB01,Doxorubicin,2170329,Doxorubicin Aurobindo 50 mg Pulver zur Herstellung einer Injektionslösung,Wirkstoffherstellung,SYNBIAS PHARMA Limited (BS 1) [INAKTIV],8075316,83114 DONETSK-114,Ukraine
L01DB01,L01DB01,Doxorubicin,2170329,Doxorubicin Aurobindo 50 mg Pulver zur Herstellung einer Injektionslösung,Wirkstoffherstellung,SICOR Societa' Italiana Corticosteroidi S.R.L. (BS 1),8104207,13048 SANTHIA (VC),Italien
L01DB01,L01DB01,Doxorubicin,2170329,Doxorubicin Aurobindo 50 mg Pulver zur Herstellung einer Injektionslösung,Wirkstoffherstellung,Zhejiang Hisun Pharmaceutical Co. Ltd.,8103001,"318000 JIAOJIANG DISTRICT,TAIZHOU CITY, ZHEJIANG PROVINCE",China
L01DB01,L01DB01,Doxorubicin,2192334,Doxorubicin HCl Aristo 2 mg/ml Injektionslösung,Zulassungsinhaber,Aristo Pharma GmbH,3082323,13435 Berlin,Deutschland
L01DB01,L01DB01,Doxorubicin,2192334,Doxorubicin HCl Aristo 2 mg/ml Injektionslösung,Hersteller/Endfreigabe,Pharma Resources GmbH,8139312,31785 Hameln,Deutschland
L01DB01,L01DB01,Doxorubicin,2192334,Doxorubicin HCl Aristo 2 mg/ml Injektionslösung,Wirkstoffherstellung,Boryung Pharmaceutical Co. Ltd. (BS 1),8135892,"- ANSAN-SI, GYEONGGI-DO",Südkorea
L01DB01,L01DB01,Doxorubicin,2192334,Doxorubicin HCl Aristo 2 mg/ml Injektionslösung,Wirkstoffherstellung,Boryung Pharmaceutical Co. Ltd.,8057755,"110-750 JONGNO-GU, SEOUL",Südkorea
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Zulassungsinhaber,"Hikma Farmaceutica (Portugal), S.A.",8007071,2705-906 TERRUGEM SNT,Portugal
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Hersteller/Endfreigabe,Salutas Pharma GmbH,4238135,39179 Barleben,Deutschland
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Hersteller/Endfreigabe,Thymoorgan Pharmazie GmbH,3196653,38690 Goslar Ortsteil Vienenburg,Deutschland
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Hersteller/Endfreigabe,EBEWE Pharma Ges.m.b.H. Nfg. KG Offizieller Name lt HR: EBEWE Arzneimittel Ges.m.b.H. Nfg. KG,3259253,4866 UNTERACH AM ATTERSEE,Österreich
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Wirkstoffherstellung,TRANSO - PHARM HANDELS - GMBH,8141119,22962 Siek,Deutschland
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Wirkstoffherstellung,Zhejiang Hisun Pharmaceutical Co. Ltd.,8103001,"318000 JIAOJIANG DISTRICT,TAIZHOU CITY, ZHEJIANG PROVINCE",China
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Wirkstoffherstellung,SYNBIAS PHARMA Limited (BS 2),8133226,83085 DONETSK,Ukraine
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Wirkstoffherstellung,Zhejiang Hisun Pharmaceutical Co. Ltd. (BS 2),8039622,"318000 JIAOJIANG DISTRICT, TAIZHOU, ZHEJIANG",China
L01DB01,L01DB01,Doxorubicin,2124960,Doxorubicin HCl Hikma 2 mg/ml Injektionslösung,Wirkstoffherstellung,Hikma Pharma GmbH,3220831,82152 Martinsried/Planegg,Deutschland
L01DB01,L01DB01,Doxorubicin,2192354,Doxorubicin HCl PhaRes 2 mg/ml Injektionslösung,Zulassungsinhaber,Pharma Resources GmbH,8139312,31785 Hameln,Deutschland
L01DB01,L01DB01,Doxorubicin,2192354,Doxorubicin HCl PhaRes 2 mg/ml Injektionslösung,Hersteller/Endfreigabe,Thymoorgan Pharmazie GmbH,3196653,38690 Goslar Ortsteil Vienenburg,Deutschland
L01DB01,L01DB01,Doxorubicin,2192354,Doxorubicin HCl PhaRes 2 mg/ml Injektionslösung,Hersteller/Endfreigabe,Pharma Resources GmbH,8139312,31785 Hameln,Deutschland
L01DB01,L01DB01,Doxorubicin,2192354,Doxorubicin HCl PhaRes 2 mg/ml Injektionslösung,Wirkstoffherstellung,TRANSO - PHARM HANDELS - GMBH,8141119,22962 Siek,Deutschland
