product_id,product_name,licence_number,licence_holder,atc_code,matched_critical_atc,mfr_company,mfr_address,mfr_country,pdf_url
22104,Diflucan 10 mg / ml powder for oral suspension,PA0822/211/006,Pfizer Healthcare Ireland Unlimited Company,"J02AC Triazole derivatives, J02AC01 fluconazole",J02AC01,Fareva Amboise,"Zone Industrielle, 29 route des Industries, 37530 Pocé-sur-Cisse",France,https://assets.hpra.ie/products/Human/22104/ea3747aa-5ab6-4be6-a4e8-1cafaf59734a.pdf
22105,Diflucan 40 mg / ml powder for oral suspension,PA0822/211/007,Pfizer Healthcare Ireland Unlimited Company,"J02AC Triazole derivatives, J02AC01 fluconazole",J02AC01,Fareva Amboise,"Zone Industrielle, 29 route des Industries, 37530 Pocé-sur-Cisse",France,https://assets.hpra.ie/products/Human/22105/c9153316-d817-4880-be96-c8bde4531817.pdf
20127,Cifox 500 mg film-coated tablets,PA0711/122/002,"Rowex Limited,","J01MA Fluoroquinolones, J01MA02 ciprofloxacin",J01MA02,Salutas Pharma GmbH | Rowa Pharmaceuticals Ltd. | Novartis Pharmaceuticals S.R.L.,"Otto-von-Guericke Allee 1, 39179 Barleben | Bantry, Co Cork | 7A Livezeni Street, Targu Mures",Germany | Ireland | Romania,https://assets.hpra.ie/products/Human/20127/422a156b-e9b4-4a9e-a4b6-bae81cc19b42.pdf
20126,Cifox 250 mg film-coated tablets,PA0711/122/001,"Rowex Limited,","J01MA Fluoroquinolones, J01MA02 ciprofloxacin",J01MA02,Salutas Pharma GmbH | Rowa Pharmaceuticals Ltd. | Novartis Pharmaceuticals S.R.L.,"Otto-von-Guericke Allee 1, 39179 Barleben | Bantry, Co Cork | 7A Livezeni Street, Targu Mures",Germany | Ireland | Romania,https://assets.hpra.ie/products/Human/20126/e241e468-a4ef-4df2-98aa-ecc527a5fc9a.pdf
15013,Azithromycin Clonmel 250 mg film-coated tablets,PA0126/150/001,Clonmel Healthcare Ltd,"J01FA Macrolides, J01FA10 azithromycin",J01FA10,Sandoz GmbH | Novartis Pharmaceuticals S.R.L.,"Biochemiestrasse 10, 6250 Kundl | Str. Livezeni nr. 7a, 540472 Targu-Mures, Rom, Clonmel Healthcare Ltd, Waterford Road, Clonmel, Co. Tipperary",Austria | Ireland,https://assets.hpra.ie/products/Human/15013/545fc06a-57db-4f88-8c77-78b5efd9e6fe.pdf
20128,Cifox 750 mg film-coated tablets,PA0711/122/003,"Rowex Limited,","J01MA Fluoroquinolones, J01MA02 ciprofloxacin",J01MA02,Salutas Pharma GmbH | Rowa Pharmaceuticals Ltd. | Novartis Pharmaceuticals S.R.L.,"Otto-von-Guericke Allee 1, 39179 Barleben | Bantry, Co Cork | 7A Livezeni Street, Targu Mures",Germany | Ireland | Romania,https://assets.hpra.ie/products/Human/20128/15d5b013-7dc5-4623-ab42-1216b06f6a15.pdf
37981,Doxycycline 100 mg hard capsules,PA1418/010/002,Athlone Pharmaceuticals Limited,J01AA02 doxycycline,J01AA02,Athlone Pharmaceuticals Limited | Ireland,"Maple House, South County Business Park",Ireland | Ireland,https://assets.hpra.ie/products/Human/37981/40dc98fa-5b94-4f15-948e-84a2c7b4c7d1.pdf
20866,Co-Amoxiclav TEVA 500 mg / 100 mg Powder for Solution for Injection / Infusion,PA0749/011/001,Teva Pharma B.V.,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Pharmachemie B.V. | Laboratorio Reig Jofré S.A.,"Swensweg 5, 2031 GA Haarlem | C/ Jarama 111 Polígono Industrial, Toledo 45007, Toledo",Netherlands | Spain,https://assets.hpra.ie/products/Human/20866/331cc07e-3abd-4a12-babd-151f392f0949.pdf
38152,Paracetamol 500 mg tablets,PA1436/040/001,Bluefish Pharmaceuticals AB,N02BE01 paracetamol,N02BE01,Inbiotech Ltd. | Bulgaria,5A Triaditza Str.,Bulgaria | Bulgaria,https://assets.hpra.ie/products/Human/38152/a443e16f-9fe4-43e4-a376-f8ea07b2b228.pdf
16964,Ephedrine Hydrochloride 30mg in 1ml Solution for Injection,PA0549/027/001,Ethypharm,C01CA26 ephedrine,C01CA26,"Fannin Limited
Fannin House,
","South County Business Park,
Dublin 18,
D18 Y0C9",Ireland,https://assets.hpra.ie/products/Human/16964/27af5814-0c65-435f-a3f7-2c2b83ffca1b.pdf
30017,Cuvitru 200 mg / ml solution for subcutaneous injection,PA2004/008/001,Baxalta Innovations GmbH,"J06BA01 immunoglobulins, normal human, for extravascular adm.",J06BA01,Baxalta Belgium Manufacturing SA,"Boulevard René Branquart 80, 7860 Lessines",Belgium,https://assets.hpra.ie/products/Human/30017/7e94edef-1d6b-431b-89d1-3e76bf8f54fe.pdf
40866,Sugammadex 100 mg / mL solution for injection,PA23250/012/001,MSN Labs Europe Limited,V03AB35 sugammadex,V03AB35,Pharmadox Healthcare Limited | MSN Labs Europe Limited,"KW20A Kordin Industrial Park, Paola, PLA3000 | KW20A Corradino Park, Paola, PLA3000",Malta | Malta,https://assets.hpra.ie/products/Human/40866/51dcc3eb-eaaf-4595-81c7-bdc001200076.pdf
15224,Clavamel Forte 500mg / 125mg film-coated tablet,PA0126/243/001,Clonmel Healthcare Ltd,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Sandoz GmbH | STADA Arzneimittel AG | Clonmel Healthcare Ltd,"Biochemiestrasse 10, 6250 Kundl | Stadastrasse 2–18, 61118 Bad Vilbel | Waterford Road, Clonmel, Co. Tipperary",Austria | Germany | Ireland,https://assets.hpra.ie/products/Human/15224/e3aa5d6d-8a22-48ba-b2dc-9b079fecb0e5.pdf
30361,"Quadrivalent Influenza Vaccine (split virion, inactivated), suspension for injection in pre-filled syringe Quadrivalent influenza vaccine (split virion, inactivated)",PA23458/010/001,Sanofi Winthrop Industrie,"J07BB Influenza vaccines, J07BB02 influenza, inactivated, split virus or surface antigen",J07BB02,Sanofi Winthrop Industrie,1541 avenue Marcel Mérieux - 69280 Marcy l'Etoile, France,https://assets.hpra.ie/products/Human/30361/22ff0602-ab24-4597-b48a-61b57bd06fbb.pdf
30361,"Quadrivalent Influenza Vaccine (split virion, inactivated), suspension for injection in pre-filled syringe Quadrivalent influenza vaccine (split virion, inactivated)",PA23458/010/001,Sanofi Winthrop Industrie,"J07BB Influenza vaccines, J07BB02 influenza, inactivated, split virus or surface antigen",J07BB02,Sanofi Winthrop Industrie ,"Voie de l’Institut - Parc Industriel d'Incarville B.P 101- 27100 Val de
Reuil ", France,https://assets.hpra.ie/products/Human/30361/22ff0602-ab24-4597-b48a-61b57bd06fbb.pdf
30361,"Quadrivalent Influenza Vaccine (split virion, inactivated), suspension for injection in pre-filled syringe Quadrivalent influenza vaccine (split virion, inactivated)",PA23458/010/001,Sanofi Winthrop Industrie,"J07BB Influenza vaccines, J07BB02 influenza, inactivated, split virus or surface antigen",J07BB02,Sanofi Aventis Zrt,Campona utca 1. (Harbor Park) - 1225 Budapest , Hungary,https://assets.hpra.ie/products/Human/30361/22ff0602-ab24-4597-b48a-61b57bd06fbb.pdf
39062,Rocuronium bromide 10 mg / mL  solution for injection in pre-filled syringe,PA1968/015/001,Laboratoire Aguettant,M03AC09 rocuronium bromide,M03AC09,Laboratoire Aguettant | Laboratoire Aguettant,"1, rue Alexander Fleming | Laboratoire Aguettant, Lieu Dit Chantecaille, 07340 Champagne",France | France,https://assets.hpra.ie/products/Human/39062/2bd0597a-4bd2-441b-a0d2-e18e077c2f85.pdf
37155,"Mykronor 5 micrograms / ml, solution for injection / infusion",PA1968/013/001,Laboratoire Aguettant,C01CA03 norepinephrine,C01CA03,Laboratoire AGUETTANT,"1, rue Alexander Fleming, 69007 Lyon",France,https://assets.hpra.ie/products/Human/37155/e7c714fe-8e6f-4f61-8206-1c7f087a61cc.pdf
21949,Solu-Medrone powder and solvent for solution for injection or concentrate for solution for infusion 500 mg / vial,PA0822/136/003,Pfizer Healthcare Ireland Unlimited Company,"H02AB Glucocorticoids, H02AB04 methylprednisolone",H02AB04,Pfizer Manufacturing Belgium NV,"Rijksweg 12
2870
Puurs-Sint-Amands",Belgium,https://assets.hpra.ie/products/Human/21949/db5e1b36-89df-4a25-ad23-842066651285.pdf
14828,Furosemide 20 mg Tablets,PA0126/008/001,Clonmel Healthcare Ltd,"C03CA Sulfonamides, plain, C03CA01 furosemide",C03CA01,"Clonmel Healthcare Ltd, Waterford Road, Clonmel, Co. Tipperary, Ireland",,Ireland,https://assets.hpra.ie/products/Human/14828/0514ff97-0594-46b3-b4f7-e90445d4190e.pdf
25492,Truoxin I.V. 200mg / 100ml solution for infusion,PA1217/002/001,Hikma Farmacêutica (Portugal) S.A.,"J01MA Fluoroquinolones, J01MA02 ciprofloxacin",J01MA02,"Hikma Farmacêutica (Portugal)
",", S.A.
Estrada do Rio da Mó n.º 8, 8A e 8B – Fervença
2705-906 Terrugem SNT",Portugal,https://assets.hpra.ie/products/Human/25492/cefc252a-0379-46fd-8ea2-29c790cb3486.pdf
25493,Truoxin I.V. 400 mg / 200 ml solution for infusion,PA1217/002/002,Hikma Farmacêutica (Portugal) S.A.,"J01MA Fluoroquinolones, J01MA02 ciprofloxacin",J01MA02,"Hikma Farmacêutica (Portugal)
",", S.A.
Estrada do Rio da Mó n.º 8, 8A e 8B – Fervença
2705-906 Terrugem SNT",Portugal,https://assets.hpra.ie/products/Human/25493/1e2e207d-5323-420e-8ad4-ce764584da08.pdf
19345,Metoject 15 mg solution for injection in pre-filled pen,PA0623/014/004,medac Gesellschaft für klinische Spezialpräparate mbH,"L01BA Folic acid analogues, L01BA01 methotrexate",L01BA01,medac,"Gesellschaft für klinische Spezialpräparate mbH, Theaterstr. 6, 22880 Wedel",Germany,https://assets.hpra.ie/products/Human/19345/63115c1c-a582-49f9-867a-7f58d41d57b5.pdf
19343,Metoject 7.5 mg solution for injection in pre-filled pen,PA0623/014/002,medac Gesellschaft für klinische Spezialpräparate mbH,"L01BA Folic acid analogues, L01BA01 methotrexate",L01BA01,medac,"Gesellschaft für klinische Spezialpräparate mbH, Theaterstr. 6, 22880 Wedel",Germany,https://assets.hpra.ie/products/Human/19343/02fa3b70-64a7-43f2-b539-4239a5be56e0.pdf
30358,"Triaxis, suspension for injection in a pre-filled syringe Diphtheria, Tetanus, Pertussis (acellular component) Vaccine (adsorbed, reduced antigen(s) content)",PA23458/008/001,Sanofi Winthrop Industrie,"J07AJ Pertussis vaccines, J07AJ52 pertussis, purified antigen, combinations with toxoids",J07AJ52,Sanofi Winthrop Industrie | Sanofi Winthrop Industrie,"Voie de L’Institut, Parc Industriel d’Incarville B.P 101 | Sanofi Winthrop Industrie, 1541 avenue Marcel Mérieux",France | France,https://assets.hpra.ie/products/Human/30358/28d58dbe-8d02-4a06-9d10-10184f30c57c.pdf
19344,Metoject 10 mg solution for injection in pre-filled pen,PA0623/014/003,medac Gesellschaft für klinische Spezialpräparate mbH,"L01BA Folic acid analogues, L01BA01 methotrexate",L01BA01,medac,"Gesellschaft für klinische Spezialpräparate mbH, Theaterstr. 6, 22880 Wedel",Germany,https://assets.hpra.ie/products/Human/19344/c91d8774-4520-481b-8d55-25c39e976a46.pdf
27560,"Paclitaxel 6 mg / ml, Concentrate for Solution for Infusion",PA2315/115/001,Accord Healthcare Ireland Ltd.,"L01CD Taxanes, L01CD01 paclitaxel",L01CD01,Accord Healthcare Polska Sp.z o.o. | Accord Healthcare Single Member S.A.,"ul. Lutomierska 50, 95-200 Pabianice | 64th Km National Road Athens, Lamia, 32009",Poland | Greece,https://assets.hpra.ie/products/Human/27560/7ba0fdf8-70ff-439b-9fc5-22b371a2ecb9.pdf
19347,Metoject 25 mg solution for injection in pre-filled pen,PA0623/014/006,medac Gesellschaft für klinische Spezialpräparate mbH,"L01BA Folic acid analogues, L01BA01 methotrexate",L01BA01,medac,"Gesellschaft für klinische Spezialpräparate mbH, Theaterstr. 6, 22880 Wedel",Germany,https://assets.hpra.ie/products/Human/19347/006c811a-a269-4f96-afc8-955b7bc53fce.pdf
19346,Metoject 20 mg solution for injection in pre-filled pen,PA0623/014/005,medac Gesellschaft für klinische Spezialpräparate mbH,"L01BA Folic acid analogues, L01BA01 methotrexate",L01BA01,medac,"Gesellschaft für klinische Spezialpräparate mbH, Theaterstr. 6, 22880 Wedel",Germany,https://assets.hpra.ie/products/Human/19346/067266c8-3e11-4756-9155-527fdbed4aba.pdf
30237,"Levofloxacin 5 mg / ml solution for infusion, freeflex bags",PA2059/010/002,Fresenius Kabi Deutschland GmbH,"J01MA Fluoroquinolones, J01MA12 levofloxacin",J01MA12,Fresenius Kabi Polska Sp. z o.o. | HP Halden Pharma AS,"Wytwórnia Płynów Infuzyjnych
99-300 Kutno
Sienkiewicza 25 | Svinesundsveien 80,
1788 Halden",Poland | Norway,https://assets.hpra.ie/products/Human/30237/e3a42ef1-e8f7-47bc-bf8e-b979314c4ebe.pdf
30236,"Levofloxacin 5 mg / ml solution for infusion, LDPE bottles",PA2059/010/001,Fresenius Kabi Deutschland GmbH,"J01MA Fluoroquinolones, J01MA12 levofloxacin",J01MA12,Fresenius Kabi Polska Sp. z o.o. | HP Halden Pharma AS,"Wytwórnia Płynów Infuzyjnych
99-300 Kutno
Sienkiewicza 25 | Svinesundsveien 80,
1788 Halden",Poland | Norway,https://assets.hpra.ie/products/Human/30236/5f851e9e-17d6-4830-8088-02cd562b9c08.pdf
24614,Zovirax 200 mg / 5 mL Oral Suspension,PA1077/084/005,GlaxoSmithKline (Ireland) Limited,"J05AB Nucleosides and nucleotides excl. reverse transcriptase inhibitors, J05AB01 aciclovir",J05AB01,Aspen Bad Oldesloe GmbH,"ndustriestrasse 32-36, 23843 Bad Oldesloe, ",Germany,https://assets.hpra.ie/products/Human/24614/68fb22db-6771-4497-a645-f130c2b3f065.pdf
17918,Targocid 200mg Powder and Solvent for Solution for Injection / infusion or oral solution,PA0540/021/001,Sanofi-Aventis Ireland Limited T/A SANOFI,"J01XA Glycopeptide antibacterials, J01XA02 teicoplanin",J01XA02,SANOFI S.r.l.,Via Valcanello 4 03012 ,Italy ,https://assets.hpra.ie/products/Human/17918/720577eb-d5d3-4ace-a400-ec1e81b30885.pdf
40105,Sodium Valproate Seacross 100 mg / ml solution for injection / infusion,PA22766/012/001,Seacross Pharma (Europe) Limited,N03AG01 valproic acid,N03AG01,Seacross Pharma (Europe) Ltd.,"
Pod 13, The Old Station House
15A Main Street, Blackrock
Dublin, A94 T8P8
",Ireland,https://assets.hpra.ie/products/Human/40105/07872948-8180-4435-ae43-ffac7d2256e4.pdf
17919,Targocid 400mg Powder and Solvent for Solution for Injection / infusion or oral solution,PA0540/021/002,Sanofi-Aventis Ireland Limited T/A SANOFI,"J01XA Glycopeptide antibacterials, J01XA02 teicoplanin",J01XA02,"SANOFI S.r.l.,
","Via Valcanello 4 03012 –
Anagni 
",Italy,https://assets.hpra.ie/products/Human/17919/0d148f64-f795-4676-8e2c-a934cde49904.pdf
15379,Posaconazole Clonmel 100 mg gastro-resistant tablets,PA0126/307/001,Clonmel Healthcare Ltd,"J02AC Triazole derivatives, J02AC04 posaconazole",J02AC04,STADA Arzneimittel AG | Clonmel Healthcare Ltd,"Stadastrasse 2-18, 61118 Bad Vilbel | Waterford Road, Clonmel, Co. Tipperary",Germany | Ireland,https://assets.hpra.ie/products/Human/15379/958d1a2f-4c27-4fd3-b34f-d57531ee1d80.pdf
14979,Clonocid 250 mg film-coated Tablets,PA0126/136/001,Clonmel Healthcare Ltd,"J01FA Macrolides, J01FA09 clarithromycin",J01FA09,Clonmel Healthcare Ltd | STADA Arzneimittel AG | STADA Arzneimittel GmbH | Sanico N.V. Veedijk 59,"Waterford Road, Clonmel | Stadastrasse 2-18, 61118 Bad Vilbel | Muthgasse 36/2, 1190 Wien | Industriezone IV, Turnhout",Ireland | Germany | Austria | Belgium,https://assets.hpra.ie/products/Human/14979/1cc9554c-0fa8-4490-94a4-3d45ace45b0f.pdf
14980,Clonocid 500 mg film-coated tablets,PA0126/136/002,Clonmel Healthcare Ltd,"J01FA Macrolides, J01FA09 clarithromycin",J01FA09,Clonmel Healthcare Ltd | STADA Arzneimittel AG | STADA Arzneimittel GmbH | Sanico N.V. Veedijk 59,"Waterford Road, Clonmel | Stadastrasse 2-18, 61118 Bad Vilbel | Muthgasse 36/2, 1190 Wien | Industriezone IV, Turnhout",Ireland | Germany | Austria | Belgium,https://assets.hpra.ie/products/Human/14980/8d701ce4-3bbc-4a62-9630-e11f838ed865.pdf
26257,Tambocor 50 mg Tablets,PA23355/023/002,Viatris Healthcare Limited,"C01BC Antiarrhythmics, class Ic, C01BC04 flecainide",C01BC04,"Rottapharm Ltd. |
Mylan Hungary Kft.

","Damastown Industrial Park,
Mulhuddart,
Dublin 15
 | Mylan utca 1
Komárom H-2900",Ireland | Hungary,https://assets.hpra.ie/products/Human/26257/c1bf1cfd-4c15-4b42-937a-1743aa8753e4.pdf
26258,Tambocor 100 mg Tablets,PA23355/023/003,Viatris Healthcare Limited,"C01BC Antiarrhythmics, class Ic, C01BC04 flecainide",C01BC04,"Rottapharm Ltd. |
Mylan Hungary Kft.

","Damastown Industrial Park,
Mulhuddart,
Dublin 15
 | Mylan utca 1
Komárom H-2900",Ireland | Hungary,https://assets.hpra.ie/products/Human/26258/2f050e38-5790-4704-a5a9-4026161fa4ae.pdf
42352,Propranolol 10 mg film-coated tablets,PPA0465/509/001,PCO Manufacturing Ltd.,C07AA05 propranolol,C07AA05,Kern Pharma,"S.L., Venus, 72 – Pol. Ind. Colón II, 08228 Terrassa – Barcelona",Spain,https://assets.hpra.ie/products/Human/42352/1bef7e5a-667c-412b-a520-202deaf1b2e9.pdf
30353,"REPEVAX, suspension for injection, in pre-filled syringe Diphtheria, Tetanus, Pertussis (acellular, component) and Poliomyelitis (inactivated) Vaccine (adsorbed, reduced antigen(s) content)",PA23458/004/001,Sanofi Winthrop Industrie,"J07CA Bacterial and viral vaccines, combined, J07CA02 diphtheria-pertussis-poliomyelitis-tetanus",J07CA02,Sanofi Winthrop Industrie,"Voie de L'Institut, Parc Industriel d'Incarville B.P 101, 27100 Val de Reuil, ",France,https://assets.hpra.ie/products/Human/30353/afd3f45b-37a7-4f5e-8f2f-b429178b5a03.pdf
37684,Sugammadex Teva 100 mg / ml solution for injection,PA1986/102/001,Teva B.V.,V03AB35 sugammadex,V03AB35,PLIVA Croatia Ltd.,"Prilaz baruna Filipovića 25, Zagreb, 10000",Croatia,https://assets.hpra.ie/products/Human/37684/73bcfe2b-8162-412d-8c2f-c52134dbe5be.pdf
24446,Augmentin 875 mg / 125 mg film-coated tablets,PA1077/019/005,GlaxoSmithKline (Ireland) Limited,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Glaxo Wellcome Production,"Z.I. de la Peyenniere, 53100 Mayenne",France,https://assets.hpra.ie/products/Human/24446/c9de536b-3ad6-4a3b-ab6b-fdc6d96461f0.pdf
21498,"Alburex 5, 50 g / l, solution for infusion",PA0800/008/001,CSL Behring GmbH,"B05AA Blood substitutes and plasma protein fractions, B05AA01 albumin",B05AA01,CSL Behring GmbH,"
Emil-von-Behring-Strasse 76 35041 Marburg",Germany,https://assets.hpra.ie/products/Human/21498/41aa6e41-33a4-46c4-b6bf-5b3d5c44c697.pdf
37574,Salbutamol Neutec 2.5 mg / 2.5 ml nebuliser solution,PA23030/002/001,Neutec Inhaler Ireland Limited,R03AC02 salbutamol,R03AC02,Nextpharma Oy | Kymos S.L.,"Niittyhaankatu 20 | Kymos S.L., Ronda De Can Fatjo 7b, Parc Tecnologic Del Valles, Cerdanyola Del Valles, 08290",Finland | Spain,https://assets.hpra.ie/products/Human/37574/df9be10e-7c49-475e-9d46-eb2b75f8a6cd.pdf
24632,Augmentin  250 mg / 125 mg film-coated tablets,PA1077/093/007,GlaxoSmithKline (Ireland) Limited,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Glaxo Wellcome Production," Zone Industrielle de la Peyennière, 53100 Mayenne, ",France,https://assets.hpra.ie/products/Human/24632/e08dc50c-ee2b-4e13-b55a-cc5af96a6a56.pdf
24444,Augmentin  500 mg / 125 mg film-coated tablets,PA1077/019/003,GlaxoSmithKline (Ireland) Limited,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Glaxo Wellcome Production," Z.I. de la Peyenniere, 53100 Mayenne",France,https://assets.hpra.ie/products/Human/24444/660dcbf0-f684-430c-863c-9e2487ab065a.pdf
24447,Augmentin Duo Mixed Fruit 400 mg / 57 mg / 5 ml Powder for Oral Suspension,PA1077/019/006,GlaxoSmithKline (Ireland) Limited,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Glaxo Wellcome Production ,"ZI de la Peyenniere, 53100 Mayenne Cedex",France,https://assets.hpra.ie/products/Human/24447/5dd56d95-a702-4359-ba70-41b12546442a.pdf
41751,"Vaxigrip suspension for injection in pre-filled syringe.Trivalent influenza vaccine (split virion, inactivated).",PA23458/002/001,Sanofi Winthrop Industrie,"J07BB02 influenza, inactivated, split virus or surface antigen",J07BB02,"Sanofi Winthrop Industrie | 
Sanofi Winthrop Industrie |
Sanofi-Aventis Zrt.","- 1541, avenue Marcel Mérieux - 69280 Marcy l'Etoile |  Voie de l’Institut - Parc Industriel d'Incarville B.P 101 – 27100 Val de Reuil  | Building Dc5 - Campona Utca 1 - Budapest XXII,1225 ", France | France | Hungary ,https://assets.hpra.ie/products/Human/41751/19b61d00-c1d2-48da-8d6b-e22cf0cd5071.pdf
21499,"Alburex 20, 200 g / l, solution for infusion",PA0800/008/002,CSL Behring GmbH,"B05AA Blood substitutes and plasma protein fractions, B05AA01 albumin",B05AA01,CSL Behring GmbH,"
Emil-von-Behring-Strasse 76 35041 Marburg",Germany,https://assets.hpra.ie/products/Human/21499/821c4b56-4a73-443c-8d09-2af336027118.pdf
14844,Paralief 500 mg Effervescent Tablets,PA0126/020/004,Clonmel Healthcare Ltd,"N02BE Anilides, N02BE01 paracetamol",N02BE01,Cipla Europe NV,"De Keyserlei 58-60 bus 19, Antwerp, 2018, ",Belgium,https://assets.hpra.ie/products/Human/14844/e1fb7766-1584-4237-ae33-f6ef58859277.pdf
42192,"Efluelda suspension for injection in pre-filled syringe Trivalent influenza vaccine (split virion, inactivated), 60 micrograms HA / strain",PA23458/001/001,Sanofi Winthrop Industrie,"J07BB02 influenza, inactivated, split virus or surface antigen",J07BB02,"Sanofi Winthrop Industrie
","Voie de L'Institut, Parc Industriel d'Incarville B.P 101, 27100 Val de Reuil",France,https://assets.hpra.ie/products/Human/42192/58722c20-1d0b-4270-8416-1c76ffce27ee.pdf
35786,"Efluelda Tetra, suspension for injection in pre-filled syringe",PA23458/012/001,Sanofi Winthrop Industrie,"J07BB02 influenza, inactivated, split virus or surface antigen",J07BB02,"Sanofi Winthrop Industrie
","Voie de L'Institut, Parc Industriel d'Incarville B.P 101, 27100 Val de Reuil",France,https://assets.hpra.ie/products/Human/35786/db95eb06-eb93-477b-ad2a-489027e0d086.pdf
15729,Endoxana Injection 1000 mg Powder for Solution for Injection,PA2299/027/002,Baxter Holding B.V.,"L01AA Nitrogen mustard analogues, L01AA01 cyclophosphamide",L01AA01,Simtra Deutschland GmbH,"Kantstrasse 2, 33790, Halle/Westfalen",Germany,https://assets.hpra.ie/products/Human/15729/4d57e8f7-b78f-4731-821e-380727570409.pdf
30723,Uromitexan tablets 400 mg,PA2299/024/002,Baxter Holding B.V.,"V03AF Detoxifying agents for antineoplastic treatment, V03AF01 mesna",V03AF01,Simtra Deutschland GmbH,Kantstrasse 2,Germany,https://assets.hpra.ie/products/Human/30723/95685188-58cb-4656-89a4-952869f2bffc.pdf
23807,Desmotabs Melt 60 micrograms oral lyophilisate,PA1009/007/002,Ferring Ireland Ltd,"H01BA Vasopressin and analogues, H01BA02 desmopressin",H01BA02,Ferring GmbH,"Wittland 11, D-24109 Kiel",Germany,https://assets.hpra.ie/products/Human/23807/7eaa5633-8660-413e-bb23-4cbe98d77d87.pdf
23809,Desmotabs Melt 240 micrograms oral lyophilisate,PA1009/007/004,Ferring Ireland Ltd,"H01BA Vasopressin and analogues, H01BA02 desmopressin",H01BA02,Ferring GmbH,"Wittland 11, D-24109 Kiel",Germany,https://assets.hpra.ie/products/Human/23809/d420e43e-3b60-4906-b7c1-57b18af403ee.pdf
29792,"Adrenaline (Epinephrine) 1 mg / 10 ml (1:10,000) Solution for Injection in Pre-Filled Syringe",PA1968/002/001,Laboratoire Aguettant,"C01CA Adrenergic and dopaminergic agents, C01CA24 epinephrine",C01CA24,"Laboratoire Aguettant | Laboratoire Aguettant
","1, rue Alexander Fleming
69007 LYON | 
Lieu Dit Chantecaille
07340 Champagne
",France | France ,https://assets.hpra.ie/products/Human/29792/4dc8a9b3-f468-459a-94e3-8623772dcef7.pdf
23808,Desmotabs Melt 120 micrograms oral lyophilisate,PA1009/007/003,Ferring Ireland Ltd,"H01BA Vasopressin and analogues, H01BA02 desmopressin",H01BA02,Ferring GmbH,"Wittland 11, D-24109 Kiel",Germany,https://assets.hpra.ie/products/Human/23808/61fa4106-fa9e-4d44-af9b-81267817baec.pdf
29927,"COLOMYCIN 2 million International Units (IU) Powder for solution for injection, infusion or inhalation",PA1986/046/002,Teva B.V.,"J01XB Polymyxins, J01XB01 colistin",J01XB01,"Millmount Healthcare Ltd. | 
Merckle GmbH","Unit 7, City North Business Campus
Stamullen
Co. Meath
K32 YD60 | Ludwig-Merckle-Strasse 3
89143 Blaubeuren
", Ireland | Germany,https://assets.hpra.ie/products/Human/29927/46d72ea1-309a-473a-ac1b-e953be6e4213.pdf
40372,Cyclophosphamide Seacross 1000 mg powder for solution for injection / infusion,PA22766/013/003,Seacross Pharma (Europe) Limited,L01AA01 cyclophosphamide,L01AA01,Seacross Pharma (Europe) Ltd. ,"POD 13, The Old Station House
15A Main Street, Blackrock
Dublin, A94 T8P8",Ireland,https://assets.hpra.ie/products/Human/40372/a42b9173-a2d4-43b4-8548-90194b2f54de.pdf
24953,Vancomycin 1000 mg Powder for concentrate for solution for infusion,PA1122/008/002,Noridem Enterprises Limited,"J01XA Glycopeptide antibacterials, J01XA01 vancomycin",J01XA01,Demo S.A. PHARMACEUTICAL INDUSTRY,"21st km National Road Athens, Lamia, 14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/24953/0710f5f3-95b5-4d90-9acf-0a5959e51172.pdf
24952,Vancomycin 500 mg Powder for concentrate for solution for infusion,PA1122/008/001,Noridem Enterprises Limited,"J01XA Glycopeptide antibacterials, J01XA01 vancomycin",J01XA01,Demo S.A. PHARMACEUTICAL INDUSTRY,"21st km National Road Athens, Lamia, 14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/24952/58f48637-f23a-46ac-b1b8-77bb27e57144.pdf
27711,Tranexamic acid 100 mg / ml Solution for Injection,PA2315/178/001,Accord Healthcare Ireland Ltd.,"B02AA Amino acids, B02AA02 tranexamic acid",B02AA02,Accord Healthcare Polska Sp.z o.o.,"ul. Lutomierska 50, 95-200 Pabianice",Poland,https://assets.hpra.ie/products/Human/27711/316d40ac-e7ec-4aeb-86b6-fdbd4a1f2d1a.pdf
