medicine_name;active_substance;atc_code;ema_url;pdf_url;source_block;manufacturer_name;address;country;manufacturer_step;latitude;longitude
ZIIHERA;zanidatamab;L01FD07;https://www.ema.europa.eu/en/medicines/human/EPAR/ziihera;https://www.ema.europa.eu/en/documents/product-information/ziihera-epar-product-information_en.pdf;Jazz Pharmaceuticals Ireland Ltd | 5th Floor, Waterloo Exchange | Waterloo Road | Dublin 4 | D04 E5W7 | Ireland;Jazz Pharmaceuticals Ireland Ltd;Jazz Pharmaceuticals Ireland Ltd, 5th Floor, Waterloo Exchange, Waterloo Road, Dublin 4, D04 E5W7, Ireland;Ireland;batch_release;52.0600343;-0.347478
TRUMENBA;Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily A / Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily B;J07AH09;https://www.ema.europa.eu/en/medicines/human/EPAR/trumenba;https://www.ema.europa.eu/en/documents/product-information/trumenba-epar-product-information_en.pdf;Boehringer Ingelheim RCV GmbH & Co KG (BI RCV) | Dr. Boehringer Gasse 5-11 | A-1121 Vienna | Austria;Boehringer Ingelheim RCV GmbH & Co KG (BI RCV);Boehringer Ingelheim RCV GmbH & Co KG (BI RCV), Dr. Boehringer Gasse 5-11, A-1121 Vienna, Austria;Austria;biological_active_substance;48.2083537;16.3725042
TRUMENBA;Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily A / Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily B;J07AH09;https://www.ema.europa.eu/en/medicines/human/EPAR/trumenba;https://www.ema.europa.eu/en/documents/product-information/trumenba-epar-product-information_en.pdf;Pfizer Health AB | Mariefredsvägen 37 | S-645 41 Strängnäs | Sweden;Pfizer Health AB;Pfizer Health AB, Mariefredsvägen 37, S-645 41 Strängnäs, Sweden;Sweden;biological_active_substance;59.6749712;14.5208584
TRUMENBA;Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily A / Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily B;J07AH09;https://www.ema.europa.eu/en/medicines/human/EPAR/trumenba;https://www.ema.europa.eu/en/documents/product-information/trumenba-epar-product-information_en.pdf;Pfizer Manufacturing Belgium NV | Rijksweg 12 | 2870 Puurs-Sint-Amands | Belgium;Pfizer Manufacturing Belgium NV;Pfizer Manufacturing Belgium NV, Rijksweg 12, 2870 Puurs-Sint-Amands, Belgium;Belgium;batch_release;51.066411;4.2812346
LUCENTIS;ranibizumab;S01LA04;https://www.ema.europa.eu/en/medicines/human/EPAR/lucentis;https://www.ema.europa.eu/en/documents/product-information/lucentis-epar-product-information_en.pdf;Roche Singapore Technical Operations Pte. Ltd. | 10 Tuas Bay Link | Singapore 637394;Roche Singapore Technical Operations Pte. Ltd;Roche Singapore Technical Operations Pte. Ltd., 10 Tuas Bay Link, Singapore 637394;Singapore;biological_active_substance;1.293141;103.6414884
LUCENTIS;ranibizumab;S01LA04;https://www.ema.europa.eu/en/medicines/human/EPAR/lucentis;https://www.ema.europa.eu/en/documents/product-information/lucentis-epar-product-information_en.pdf;Solution for injection | Novartis Farmacéutica, S.A. | Gran Via de les Corts Catalanes, 764 | 08013 Barcelona | Spain;Novartis Farmacéutica, S.A;Novartis Farmacéutica, S.A., Gran Via de les Corts Catalanes, 764, 08013 Barcelona, Spain;Spain;batch_release;41.3825802;2.177073
LUCENTIS;ranibizumab;S01LA04;https://www.ema.europa.eu/en/medicines/human/EPAR/lucentis;https://www.ema.europa.eu/en/documents/product-information/lucentis-epar-product-information_en.pdf;Lek Pharmaceuticals d.d. | Verovškova ulica 57 | Ljubljana, 1526 | Slovenia;Lek Pharmaceuticals d.d;Lek Pharmaceuticals d.d., Verovškova ulica 57, Ljubljana, 1526, Slovenia;Slovenia;batch_release;46.1199444;14.8153333
LUCENTIS;ranibizumab;S01LA04;https://www.ema.europa.eu/en/medicines/human/EPAR/lucentis;https://www.ema.europa.eu/en/documents/product-information/lucentis-epar-product-information_en.pdf;Novartis Pharma GmbH | Sophie-Germain-Strasse 10 | 90443 Nuremberg | Germany;Novartis Pharma GmbH;Novartis Pharma GmbH, Sophie-Germain-Strasse 10, 90443 Nuremberg, Germany;Germany;batch_release;49.453872;11.077298
LUCENTIS;ranibizumab;S01LA04;https://www.ema.europa.eu/en/medicines/human/EPAR/lucentis;https://www.ema.europa.eu/en/documents/product-information/lucentis-epar-product-information_en.pdf;Solution for injection in pre-filled syringe | Novartis Manufacturing NV | Rijksweg 14 | 2870 Puurs-Sint-Amands | Belgium;Novartis Manufacturing NV;Novartis Manufacturing NV, Rijksweg 14, 2870 Puurs-Sint-Amands, Belgium;Belgium;batch_release;51.066411;4.2812346
ADJUPANRIX (PREVIOUSLY PANDEMIC INFLUENZA VACCINE (H5N1) (SPLIT VIRION, INACTIVATED, ADJUVANTED) GLAXOSMITHKLINE BIOLOGICALS);split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14);J07BB02;https://www.ema.europa.eu/en/medicines/human/EPAR/adjupanrix;https://www.ema.europa.eu/en/documents/product-information/adjupanrix-epar-product-information_en.pdf;GlaxoSmithKline Biologicals | Branch of the SmithKline Beecham Pharma GmbH & Co. KG | Zirkusstr. 40 | 01069 Dresden | Germany;GlaxoSmithKline Biologicals;GlaxoSmithKline Biologicals, Branch of the SmithKline Beecham Pharma GmbH & Co. KG, Zirkusstr. 40, 01069 Dresden, Germany;Germany;biological_active_substance;51.0493286;13.7381437
ADJUPANRIX (PREVIOUSLY PANDEMIC INFLUENZA VACCINE (H5N1) (SPLIT VIRION, INACTIVATED, ADJUVANTED) GLAXOSMITHKLINE BIOLOGICALS);split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14);J07BB02;https://www.ema.europa.eu/en/medicines/human/EPAR/adjupanrix;https://www.ema.europa.eu/en/documents/product-information/adjupanrix-epar-product-information_en.pdf;GlaxoSmithKline Biologicals SA | 89, rue de l'Institut | B-1330 Rixensart | Belgium;GlaxoSmithKline Biologicals SA;GlaxoSmithKline Biologicals SA, 89, rue de l'Institut, B-1330 Rixensart, Belgium;Belgium;batch_release;50.7122566;4.5216218
RAPISCAN;regadenoson;C01EB21;https://www.ema.europa.eu/en/medicines/human/EPAR/rapiscan;https://www.ema.europa.eu/en/documents/product-information/rapiscan-epar-product-information_en.pdf;Millmount Healthcare Limited, | Block 7, City North Business Campus, | Stamullen, Co Meath, K32 YD60 | Ireland;Millmount Healthcare Limited;Millmount Healthcare Limited,, Block 7, City North Business Campus,, Stamullen, Co Meath, K32 YD60, Ireland;Ireland;batch_release;52.0600343;-0.347478
RAPISCAN;regadenoson;C01EB21;https://www.ema.europa.eu/en/medicines/human/EPAR/rapiscan;https://www.ema.europa.eu/en/documents/product-information/rapiscan-epar-product-information_en.pdf;Haupt Pharma Wolfratshausen GmbH | Pfaffenrieder Str. 5 | D-82515 Wolfratshausen, | Germany;Haupt Pharma Wolfratshausen GmbH;Haupt Pharma Wolfratshausen GmbH, Pfaffenrieder Str. 5, D-82515 Wolfratshausen,, Germany;Germany;batch_release;47.9104632;11.4266377
RAPISCAN;regadenoson;C01EB21;https://www.ema.europa.eu/en/medicines/human/EPAR/rapiscan;https://www.ema.europa.eu/en/documents/product-information/rapiscan-epar-product-information_en.pdf;GE Healthcare AS | Nycoveien 1 | NO-0485 Oslo | Norway;GE Healthcare AS;GE Healthcare AS, Nycoveien 1, NO-0485 Oslo, Norway;Norway;batch_release;59.9133301;10.7389701
RIVAROXABAN KOANAA;rivaroxaban;B01AF01;https://www.ema.europa.eu/en/medicines/human/EPAR/rivaroxaban-koanaa;https://www.ema.europa.eu/en/documents/product-information/rivaroxaban-koanaa-epar-product-information_en.pdf;APIS Labor GmbH | Resslstraβe 9 | 9065 Ebenthal, Austria;APIS Labor GmbH;APIS Labor GmbH, Resslstraβe 9, 9065 Ebenthal, Austria;Austria;batch_release;48.4372037;16.7862432
NGENLA;somatrogon;H01AC08;https://www.ema.europa.eu/en/medicines/human/EPAR/ngenla;https://www.ema.europa.eu/en/documents/product-information/ngenla-epar-product-information_en.pdf;Pfizer Ireland Pharmaceuticals Unlimited Company | Grange Castle Business Park | Nangor Road | Dublin 22 | D22 V8F8 | Ireland;Pfizer Ireland Pharmaceuticals Unlimited Company;Pfizer Ireland Pharmaceuticals Unlimited Company, Grange Castle Business Park, Nangor Road, Dublin 22, D22 V8F8, Ireland;Ireland;biological_active_substance;52.0600343;-0.347478
NGENLA;somatrogon;H01AC08;https://www.ema.europa.eu/en/medicines/human/EPAR/ngenla;https://www.ema.europa.eu/en/documents/product-information/ngenla-epar-product-information_en.pdf;Pfizer Manufacturing Belgium NV | Rijksweg 12 | 2870 Puurs-Sint-Amands | Belgium;Pfizer Manufacturing Belgium NV;Pfizer Manufacturing Belgium NV, Rijksweg 12, 2870 Puurs-Sint-Amands, Belgium;Belgium;batch_release;51.066411;4.2812346
MATEVER;levetiracetam;N03AX14;https://www.ema.europa.eu/en/medicines/human/EPAR/matever;https://www.ema.europa.eu/en/documents/product-information/matever-epar-product-information_en.pdf;Concentrate for solution for infusion | Pharmathen S.A. | 6, Dervenakion | EL-15351 Pallini Attiki | Greece;Pharmathen S.A;Pharmathen S.A., 6, Dervenakion, EL-15351 Pallini Attiki, Greece;Greece;batch_release;38.0053706;23.8687654
MATEVER;levetiracetam;N03AX14;https://www.ema.europa.eu/en/medicines/human/EPAR/matever;https://www.ema.europa.eu/en/documents/product-information/matever-epar-product-information_en.pdf;Pharmathen International S.A. | Industrial Park Sapes, | Rodopi Prefecture, Block No 5, | Rodopi 69300, | Greece;Pharmathen International S.A;Pharmathen International S.A., Industrial Park Sapes,, Rodopi Prefecture, Block No 5,, Rodopi 69300,, Greece;Greece;batch_release;41.0648192;25.4901785
SEFFALAIR SPIROMAX;fluticasone propionate / salmeterol xinafoate;R03AK06;https://www.ema.europa.eu/en/medicines/human/EPAR/seffalair-spiromax;https://www.ema.europa.eu/en/documents/product-information/seffalair-spiromax-epar-product-information_en.pdf;Norton (Waterford) Limited T/A Teva Pharmaceuticals Ireland | Unit 14/15, 27/35 and 301 IDA Industrial Park | Cork Road | Waterford | Republic of Ireland | Teva Operations Poland Sp. z o.o. | Mogilska 80 Str. | 31-546 Kraków | Poland;Norton (Waterford) Limited T/A Teva Pharmaceuticals Ireland;Norton (Waterford) Limited T/A Teva Pharmaceuticals Ireland, Unit 14/15, 27/35 and 301 IDA Industrial Park, Cork Road, Waterford, Republic of Ireland, Teva Operations Poland Sp. z o.o., Mogilska 80 Str., 31-546 Kraków, Poland;Poland;batch_release;50.0665022;19.9673968
ERELZI;etanercept;L04AB01;https://www.ema.europa.eu/en/medicines/human/EPAR/erelzi;https://www.ema.europa.eu/en/documents/product-information/erelzi-epar-product-information_en.pdf;Novartis Pharmaceutical Manufacturing GmbH | Biochemiestrasse 10 | 6336 Langkampfen | Austria;Novartis Pharmaceutical Manufacturing GmbH;Novartis Pharmaceutical Manufacturing GmbH, Biochemiestrasse 10, 6336 Langkampfen, Austria;Austria;biological_active_substance;47.5516301;12.0797239
ERELZI;etanercept;L04AB01;https://www.ema.europa.eu/en/medicines/human/EPAR/erelzi;https://www.ema.europa.eu/en/documents/product-information/erelzi-epar-product-information_en.pdf;Novartis Singapore Pharmaceutical | Manufacturing Pte. Ltd. | BioProduction Operations | 8 Tuas Bay Lane | Singapore 636986;Novartis Singapore Pharmaceutical;Novartis Singapore Pharmaceutical, Manufacturing Pte. Ltd., BioProduction Operations, 8 Tuas Bay Lane, Singapore 636986;Singapore;biological_active_substance;1.2975169;103.634914
ERELZI;etanercept;L04AB01;https://www.ema.europa.eu/en/medicines/human/EPAR/erelzi;https://www.ema.europa.eu/en/documents/product-information/erelzi-epar-product-information_en.pdf;Sandoz GmbH Schaftenau | Biochemiestrasse 10 | 6336 Langkampfen | Austria;Sandoz GmbH Schaftenau;Sandoz GmbH Schaftenau, Biochemiestrasse 10, 6336 Langkampfen, Austria;Austria;batch_release;47.5516301;12.0797239
ERELZI;etanercept;L04AB01;https://www.ema.europa.eu/en/medicines/human/EPAR/erelzi;https://www.ema.europa.eu/en/documents/product-information/erelzi-epar-product-information_en.pdf;Novartis Pharmaceutical Manufacturing GmbH | Biochemiestrasse 10 | 6336 Langkampfen | Austria;Novartis Pharmaceutical Manufacturing GmbH;Novartis Pharmaceutical Manufacturing GmbH, Biochemiestrasse 10, 6336 Langkampfen, Austria;Austria;batch_release;47.5516301;12.0797239
VENTAVIS;iloprost;B01AC11;https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis;https://www.ema.europa.eu/en/documents/product-information/ventavis-epar-product-information_en.pdf;Berlimed S.A. | Francisco Alonso 7 | Poligono Industrial Santa Rosa | 28806 Alcala de Henares | Madrid | Spain;Berlimed S.A;Berlimed S.A., Francisco Alonso 7, Poligono Industrial Santa Rosa, 28806 Alcala de Henares, Madrid, Spain;Spain;batch_release;40.416782;-3.703507
CYANOKIT;hydroxocobalamin;V03AB33;https://www.ema.europa.eu/en/medicines/human/EPAR/cyanokit;https://www.ema.europa.eu/en/documents/product-information/cyanokit-epar-product-information_en.pdf;Merck Santé S.A.S. | Centre de Production de Semoy | 2, rue du Pressoir Vert | F-45400 Semoy | France;Merck Santé S.A.S;Merck Santé S.A.S., Centre de Production de Semoy, 2, rue du Pressoir Vert, F-45400 Semoy, France;France;batch_release;47.9324329;1.9491166
CYANOKIT;hydroxocobalamin;V03AB33;https://www.ema.europa.eu/en/medicines/human/EPAR/cyanokit;https://www.ema.europa.eu/en/documents/product-information/cyanokit-epar-product-information_en.pdf;SERB S.A. | Avenue Louise 480 | 1050 Brussels | Belgium;SERB S.A;SERB S.A., Avenue Louise 480, 1050 Brussels, Belgium;Belgium;batch_release;50.8467372;4.352493
CYANOKIT;hydroxocobalamin;V03AB33;https://www.ema.europa.eu/en/medicines/human/EPAR/cyanokit;https://www.ema.europa.eu/en/documents/product-information/cyanokit-epar-product-information_en.pdf;SERB | 32 rue de Monceau | 75008 Paris | France;SERB;SERB, 32 rue de Monceau, 75008 Paris, France;France;batch_release;48.8534951;2.3483915
AMBRISENTAN VIATRIS (PREVIOUSLY AMBRISENTAN MYLAN);ambrisentan;C02KX02;https://www.ema.europa.eu/en/medicines/human/EPAR/ambrisentan-viatris;https://www.ema.europa.eu/en/documents/product-information/ambrisentan-viatris-epar-product-information_en.pdf;McDermott Laboratories t/a Gerard Laboratories, | 35/36 Baldoyle Industrial Estate, | Grange Road, | Dublin 13, | Ireland;McDermott Laboratories t/a Gerard Laboratories;McDermott Laboratories t/a Gerard Laboratories,, 35/36 Baldoyle Industrial Estate,, Grange Road,, Dublin 13,, Ireland;Ireland;batch_release;53.3856513;-6.0753833
AMBRISENTAN VIATRIS (PREVIOUSLY AMBRISENTAN MYLAN);ambrisentan;C02KX02;https://www.ema.europa.eu/en/medicines/human/EPAR/ambrisentan-viatris;https://www.ema.europa.eu/en/documents/product-information/ambrisentan-viatris-epar-product-information_en.pdf;Mylan Hungary Kft, Mylan utca 1, | 2900 Komárom, | Hungary;Mylan Hungary Kft, Mylan utca 1;Mylan Hungary Kft, Mylan utca 1,, 2900 Komárom,, Hungary;Hungary;batch_release;47.7417349;18.1218256
AMBRISENTAN VIATRIS (PREVIOUSLY AMBRISENTAN MYLAN);ambrisentan;C02KX02;https://www.ema.europa.eu/en/medicines/human/EPAR/ambrisentan-viatris;https://www.ema.europa.eu/en/documents/product-information/ambrisentan-viatris-epar-product-information_en.pdf;Mylan Germany GmbH, | Zweigniederlassung Bad Homburg v. d., Hoeh, Benzstrasse 1, | 61352 Bad Homburg v. d. Hoehe, | Germany;Mylan Germany GmbH;Mylan Germany GmbH,, Zweigniederlassung Bad Homburg v. d., Hoeh, Benzstrasse 1,, 61352 Bad Homburg v. d. Hoehe,, Germany;Germany;batch_release;50.2283803;8.6130128
CHOLIB;fenofibrate / simvastatin;C10BA04;https://www.ema.europa.eu/en/medicines/human/EPAR/cholib;https://www.ema.europa.eu/en/documents/product-information/cholib-epar-product-information_en.pdf;Mylan Laboratories SAS | Route de Belleville - Lieu-dit Maillard | 01400 Châtillon-sur-Chalaronne | France;Mylan Laboratories SAS;Mylan Laboratories SAS, Route de Belleville - Lieu-dit Maillard, 01400 Châtillon-sur-Chalaronne, France;France;batch_release;46.1194566;4.9566779
CHOLIB;fenofibrate / simvastatin;C10BA04;https://www.ema.europa.eu/en/medicines/human/EPAR/cholib;https://www.ema.europa.eu/en/documents/product-information/cholib-epar-product-information_en.pdf;Mylan Hungary Kft. | Mylan utca 1. | Komárom, 2900 | Hungary;Mylan Hungary Kft;Mylan Hungary Kft., Mylan utca 1., Komárom, 2900, Hungary;Hungary;batch_release;47.1817585;19.5060937
CHOLIB;fenofibrate / simvastatin;C10BA04;https://www.ema.europa.eu/en/medicines/human/EPAR/cholib;https://www.ema.europa.eu/en/documents/product-information/cholib-epar-product-information_en.pdf;Astrea Fontaine, | Site De Fontaine, Rue Des Pres Potets, | Fontaine Les Dijon, 21121 | France;Astrea Fontaine;Astrea Fontaine,, Site De Fontaine, Rue Des Pres Potets,, Fontaine Les Dijon, 21121, France;France;batch_release;46.603354;1.8883335
LIBMELDY;atidarsagene autotemcel;N07;https://www.ema.europa.eu/en/medicines/human/EPAR/libmeldy;https://www.ema.europa.eu/en/documents/product-information/libmeldy-epar-product-information_en.pdf;AGC Biologics S.p.A. | Zambon Scientific Park | Via Meucci 3 | 20091 Bresso (MI) | Italy;AGC Biologics S.p.A;AGC Biologics S.p.A., Zambon Scientific Park, Via Meucci 3, 20091 Bresso (MI), Italy;Italy;biological_active_substance;45.5372394;9.1889678
LIBMELDY;atidarsagene autotemcel;N07;https://www.ema.europa.eu/en/medicines/human/EPAR/libmeldy;https://www.ema.europa.eu/en/documents/product-information/libmeldy-epar-product-information_en.pdf;AGC Biologics S.p.A. | Zambon Scientific Park | Via Meucci 3 | 20091 Bresso (MI) | Italy;AGC Biologics S.p.A;AGC Biologics S.p.A., Zambon Scientific Park, Via Meucci 3, 20091 Bresso (MI), Italy;Italy;batch_release;45.5372394;9.1889678
COAGADEX;human coagulation factor X;B02BD13;https://www.ema.europa.eu/en/medicines/human/EPAR/coagadex;https://www.ema.europa.eu/en/documents/product-information/coagadex-epar-product-information_en.pdf;Bio Products Laboratory Limited | Dagger Lane, | Elstree, | Borehamwood, | WD6 3BX, | United Kingdom;Bio Products Laboratory Limited;Bio Products Laboratory Limited, Dagger Lane,, Elstree,, Borehamwood,, WD6 3BX,, United Kingdom;United Kingdom;biological_active_substance;51.6471;-0.32042
COAGADEX;human coagulation factor X;B02BD13;https://www.ema.europa.eu/en/medicines/human/EPAR/coagadex;https://www.ema.europa.eu/en/documents/product-information/coagadex-epar-product-information_en.pdf;PharmaKorell GmbH | Georges-Köhler-Str. 2 | 79539 Lörrach | Germany;PharmaKorell GmbH;PharmaKorell GmbH, Georges-Köhler-Str. 2, 79539 Lörrach, Germany;Germany;batch_release;47.6104031;7.655766
REMICADE;infliximab;L04AB02;https://www.ema.europa.eu/en/medicines/human/EPAR/remicade;https://www.ema.europa.eu/en/documents/product-information/remicade-epar-product-information_en.pdf;Janssen Biologics B.V., Einsteinweg 101, 2333 CB Leiden, The Netherlands;Janssen Biologics B.V.;Janssen Biologics B.V., Einsteinweg 101, 2333 CB Leiden, The Netherlands;Netherlands;biological_active_substance;52.1594747;4.4908843
REMICADE;infliximab;L04AB02;https://www.ema.europa.eu/en/medicines/human/EPAR/remicade;https://www.ema.europa.eu/en/documents/product-information/remicade-epar-product-information_en.pdf;JanssenBiotech Inc., 200 Great Valley Parkway Malvern, Pennsylvania 19355-1307, United States of;JanssenBiotech Inc.;JanssenBiotech Inc., 200 Great Valley Parkway Malvern, Pennsylvania 19355-1307, United States of;United States;biological_active_substance;39.9533292;-75.1474228
REMICADE;infliximab;L04AB02;https://www.ema.europa.eu/en/medicines/human/EPAR/remicade;https://www.ema.europa.eu/en/documents/product-information/remicade-epar-product-information_en.pdf;Janssen Biologics B.V., Einsteinweg 101, 2333 CB Leiden, The Netherlands;Janssen Biologics B.V.;Janssen Biologics B.V., Einsteinweg 101, 2333 CB Leiden, The Netherlands;Netherlands;batch_release;52.1594747;4.4908843
REPATHA;Evolocumab;C10AX13;https://www.ema.europa.eu/en/medicines/human/EPAR/repatha;https://www.ema.europa.eu/en/documents/product-information/repatha-epar-product-information_en.pdf;Amgen Manufacturing Limited LLC | Road 31 km 24.6 | Juncos | Puerto Rico, 00777;Amgen Manufacturing Limited LLC;Amgen Manufacturing Limited LLC, Road 31 km 24.6, Juncos, Puerto Rico, 00777;Puerto Rico;biological_active_substance;18.2247706;-66.4858295
REPATHA;Evolocumab;C10AX13;https://www.ema.europa.eu/en/medicines/human/EPAR/repatha;https://www.ema.europa.eu/en/documents/product-information/repatha-epar-product-information_en.pdf;Immunex Rhode Island Corporation | 40 Technology Way | West Greenwich | Rhode Island, 02817 | United States;Immunex Rhode Island Corporation;Immunex Rhode Island Corporation, 40 Technology Way, West Greenwich, Rhode Island, 02817, United States;United States;biological_active_substance;39.7837304;-100.445882
REPATHA;Evolocumab;C10AX13;https://www.ema.europa.eu/en/medicines/human/EPAR/repatha;https://www.ema.europa.eu/en/documents/product-information/repatha-epar-product-information_en.pdf;Amgen Europe B.V. | Minervum 7061 | 4817 ZK Breda | The Netherlands;Amgen Europe B.V;Amgen Europe B.V., Minervum 7061, 4817 ZK Breda, The Netherlands;Netherlands;batch_release;51.5887845;4.7760237
REPATHA;Evolocumab;C10AX13;https://www.ema.europa.eu/en/medicines/human/EPAR/repatha;https://www.ema.europa.eu/en/documents/product-information/repatha-epar-product-information_en.pdf;Amgen Technology (Ireland) Unlimited Company | Pottery Road | Dun Laoghaire | Co Dublin | Ireland;Amgen Technology (Ireland) Unlimited Company;Amgen Technology (Ireland) Unlimited Company, Pottery Road, Dun Laoghaire, Co Dublin, Ireland;Ireland;batch_release;53.4065148;-6.2866677
REPATHA;Evolocumab;C10AX13;https://www.ema.europa.eu/en/medicines/human/EPAR/repatha;https://www.ema.europa.eu/en/documents/product-information/repatha-epar-product-information_en.pdf;Amgen NV | Telecomlaan 5-7 | 1831 Diegem | Belgium;Amgen NV;Amgen NV, Telecomlaan 5-7, 1831 Diegem, Belgium;Belgium;batch_release;50.8945555;4.4365042
LEVETIRACETAM HOSPIRA;levetiracetam;N03AX14;https://www.ema.europa.eu/en/medicines/human/EPAR/levetiracetam-hospira;https://www.ema.europa.eu/en/documents/product-information/levetiracetam-hospira-epar-product-information_en.pdf;Pfizer Service Company BV | Hermeslaan 11 | 1932 Zaventem | Belgium;Pfizer Service Company BV;Pfizer Service Company BV, Hermeslaan 11, 1932 Zaventem, Belgium;Belgium;batch_release;50.8806207;4.4730008
CLOPIDOGREL VIATRIS (PREVIOUSLY CLOPIDOGREL TAW PHARMA);clopidogrel besilate;B01AC04;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-viatris;https://www.ema.europa.eu/en/documents/product-information/clopidogrel-viatris-epar-product-information_en.pdf;Pharmathen S.A. | 6, Dervenakion | 15351 Pallini Attiki | Greece;Pharmathen S.A;Pharmathen S.A., 6, Dervenakion, 15351 Pallini Attiki, Greece;Greece;batch_release;38.0053706;23.8687654
CLOPIDOGREL VIATRIS (PREVIOUSLY CLOPIDOGREL TAW PHARMA);clopidogrel besilate;B01AC04;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-viatris;https://www.ema.europa.eu/en/documents/product-information/clopidogrel-viatris-epar-product-information_en.pdf;Pharmathen International S.A | Industrial Park Sapes | Rodopi Prefecture, Block No 5 | Rodopi 69300 | Greece;Pharmathen International S.A;Pharmathen International S.A, Industrial Park Sapes, Rodopi Prefecture, Block No 5, Rodopi 69300, Greece;Greece;batch_release;41.0648192;25.4901785
SYNAGIS;palivizumab;J06BD01;https://www.ema.europa.eu/en/medicines/human/EPAR/synagis;https://www.ema.europa.eu/en/documents/product-information/synagis-epar-product-information_en.pdf;Boehringer Ingelheim Pharma GmbH & Co. KG | D-88397 Biberach an der Riss | Germany;Boehringer Ingelheim Pharma GmbH & Co. KG;Boehringer Ingelheim Pharma GmbH & Co. KG, D-88397 Biberach an der Riss, Germany;Germany;biological_active_substance;48.0984413;9.7899938
SYNAGIS;palivizumab;J06BD01;https://www.ema.europa.eu/en/medicines/human/EPAR/synagis;https://www.ema.europa.eu/en/documents/product-information/synagis-epar-product-information_en.pdf;AstraZeneca Pharmaceuticals Limited Partnership (AZPLP) | 660 MedImmune Court / 633 Research Court, Frederick, Maryland, | USA;AstraZeneca Pharmaceuticals Limited Partnership (AZPLP);AstraZeneca Pharmaceuticals Limited Partnership (AZPLP), 660 MedImmune Court / 633 Research Court, Frederick, Maryland,, USA;United States;biological_active_substance;39.7837304;-100.445882
SYNAGIS;palivizumab;J06BD01;https://www.ema.europa.eu/en/medicines/human/EPAR/synagis;https://www.ema.europa.eu/en/documents/product-information/synagis-epar-product-information_en.pdf;AbbVie S.r.l. | 04011 Campoverde di Aprilia (LT) | Italy;AbbVie S.r.l;AbbVie S.r.l., 04011 Campoverde di Aprilia (LT), Italy;Italy;batch_release;41.5408825;12.7313373
AZACITIDINE MYLAN;azacitidine;L01BC07;https://www.ema.europa.eu/en/medicines/human/EPAR/azacitidine-mylan;https://www.ema.europa.eu/en/documents/product-information/azacitidine-mylan-epar-product-information_en.pdf;APIS Labor GmbH | Resslstraße 9 | Ebenthal 9065 | Austria;APIS Labor GmbH;APIS Labor GmbH, Resslstraße 9, Ebenthal 9065, Austria;Austria;batch_release;48.4372037;16.7862432
AZACITIDINE MYLAN;azacitidine;L01BC07;https://www.ema.europa.eu/en/medicines/human/EPAR/azacitidine-mylan;https://www.ema.europa.eu/en/documents/product-information/azacitidine-mylan-epar-product-information_en.pdf;Fundació Privada Dau | Carrer Lletra C De La Zona Franca. 12-14 | 08040 Barcelona | Spain;Fundació Privada Dau;Fundació Privada Dau, Carrer Lletra C De La Zona Franca. 12-14, 08040 Barcelona, Spain;Spain;batch_release;41.3825802;2.177073
AZACITIDINE MYLAN;azacitidine;L01BC07;https://www.ema.europa.eu/en/medicines/human/EPAR/azacitidine-mylan;https://www.ema.europa.eu/en/documents/product-information/azacitidine-mylan-epar-product-information_en.pdf;Drehm Pharma GmbH | Hietzinger Hauptstraße 37 | Wien, 1130, Austria;Drehm Pharma GmbH;Drehm Pharma GmbH, Hietzinger Hauptstraße 37, Wien, 1130, Austria;Austria;batch_release;47.59397;14.12456
AZACITIDINE MYLAN;azacitidine;L01BC07;https://www.ema.europa.eu/en/medicines/human/EPAR/azacitidine-mylan;https://www.ema.europa.eu/en/documents/product-information/azacitidine-mylan-epar-product-information_en.pdf;Mylan Germany GmbH | Benzstrasse 1, Bad Homburg | 61352, Germany;Mylan Germany GmbH;Mylan Germany GmbH, Benzstrasse 1, Bad Homburg, 61352, Germany;Germany;batch_release;51.1638175;10.4478313
IMAAVY;nipocalimab;L04AL03;https://www.ema.europa.eu/en/medicines/human/EPAR/imaavy;https://www.ema.europa.eu/en/documents/product-information/imaavy-epar-product-information_en.pdf;WuXi Biologics Co.,Ltd. | 108 Meiliang Road | Mashan,BinhuDistrict, Wuxi, Jiangsu, 214092, China;WuXi Biologics Co.,Ltd;WuXi Biologics Co.,Ltd., 108 Meiliang Road, Mashan,BinhuDistrict, Wuxi, Jiangsu, 214092, China;China;biological_active_substance;35.000074;104.999927
