medicine_name;active_substance;atc_code;ema_url;pdf_url;source_block;manufacturer_name;address;country;manufacturer_step;latitude;longitude
SCEMBLIX;asciminib hydrochloride;L01EA06;https://www.ema.europa.eu/en/medicines/human/EPAR/scemblix;https://www.ema.europa.eu/en/documents/product-information/scemblix-epar-product-information_en.pdf;Novartis Farmacéutica S.A. | Gran Via de les Corts Catalanes, 764 | 08013 Barcelona | Spain;Novartis Farmacéutica S.A;Novartis Farmacéutica S.A., Gran Via de les Corts Catalanes, 764, 08013 Barcelona, Spain;Spain;batch_release;41.3825802;2.177073
SCEMBLIX;asciminib hydrochloride;L01EA06;https://www.ema.europa.eu/en/medicines/human/EPAR/scemblix;https://www.ema.europa.eu/en/documents/product-information/scemblix-epar-product-information_en.pdf;Novartis Pharma GmbH | Sophie-Germain-Strasse 10 | 90443 Nuremberg | Germany;Novartis Pharma GmbH;Novartis Pharma GmbH, Sophie-Germain-Strasse 10, 90443 Nuremberg, Germany;Germany;batch_release;49.453872;11.077298
SCEMBLIX;asciminib hydrochloride;L01EA06;https://www.ema.europa.eu/en/medicines/human/EPAR/scemblix;https://www.ema.europa.eu/en/documents/product-information/scemblix-epar-product-information_en.pdf;Novartis Pharmaceutical Manufacturing LLC | Verovškova Ulica 57 | 1000 Ljubljana | Slovenia;Novartis Pharmaceutical Manufacturing LLC;Novartis Pharmaceutical Manufacturing LLC, Verovškova Ulica 57, 1000 Ljubljana, Slovenia;Slovenia;batch_release;46.0500268;14.5069289
MCOMBRIAX;single-stranded, 5’-capped messenger RNAs (mRNAs) produced using a cell-free in vitro transcription from the corresponding DNA template, encoding seasonal influenza haemagglutinin (HA) glycoproteins: A/H1N1, A/H3N2, B/Victoria;J07B;https://www.ema.europa.eu/en/medicines/human/EPAR/mcombriax;https://www.ema.europa.eu/en/documents/product-information/mcombriax-epar-product-information_en.pdf;ModernaTX, Inc. | One Moderna Way | Norwood, MA 02062 | USA;ModernaTX, Inc;ModernaTX, Inc., One Moderna Way, Norwood, MA 02062, USA;United States;biological_active_substance;39.7837304;-100.445882
MCOMBRIAX;single-stranded, 5’-capped messenger RNAs (mRNAs) produced using a cell-free in vitro transcription from the corresponding DNA template, encoding seasonal influenza haemagglutinin (HA) glycoproteins: A/H1N1, A/H3N2, B/Victoria;J07B;https://www.ema.europa.eu/en/medicines/human/EPAR/mcombriax;https://www.ema.europa.eu/en/documents/product-information/mcombriax-epar-product-information_en.pdf;MODERNA BIOTECH SPAIN, S.L. | C/ Julián Camarillo n° 31 | 28037 Madrid | Spain;MODERNA BIOTECH SPAIN, S.L;MODERNA BIOTECH SPAIN, S.L., C/ Julián Camarillo n° 31, 28037 Madrid, Spain;Spain;batch_release;40.416782;-3.703507
MRESVIA;Single-stranded 5' capped mRNA encoding the respiratory syncytial virus glycoprotein F stabilised in the prefusion conformation / Respiratory syncytial virus mRNA vaccine (nucleoside modified);J07BX05;https://www.ema.europa.eu/en/medicines/human/EPAR/mresvia;https://www.ema.europa.eu/en/documents/product-information/mresvia-epar-product-information_en.pdf;ModernaTX, Inc. | One Moderna Way | Norwood, MA 02062 | USA;ModernaTX, Inc;ModernaTX, Inc., One Moderna Way, Norwood, MA 02062, USA;United States;biological_active_substance;39.7837304;-100.445882
MRESVIA;Single-stranded 5' capped mRNA encoding the respiratory syncytial virus glycoprotein F stabilised in the prefusion conformation / Respiratory syncytial virus mRNA vaccine (nucleoside modified);J07BX05;https://www.ema.europa.eu/en/medicines/human/EPAR/mresvia;https://www.ema.europa.eu/en/documents/product-information/mresvia-epar-product-information_en.pdf;MODERNA BIOTECH SPAIN, S.L. | C/ Julián Camarillo n° 31 | 28037 Madrid | Spain;MODERNA BIOTECH SPAIN, S.L;MODERNA BIOTECH SPAIN, S.L., C/ Julián Camarillo n° 31, 28037 Madrid, Spain;Spain;batch_release;40.416782;-3.703507
SPIKEVAX (PREVIOUSLY COVID-19 VACCINE MODERNA);single-stranded / 5’-capped messenger RNA (mRNA) produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/spikevax;https://www.ema.europa.eu/en/documents/product-information/spikevax-epar-product-information_en.pdf;ModernaTX, Inc. | One Moderna Way | Norwood, MA 02062 | USA;ModernaTX, Inc;ModernaTX, Inc., One Moderna Way, Norwood, MA 02062, USA;United States;biological_active_substance;39.7837304;-100.445882
SPIKEVAX (PREVIOUSLY COVID-19 VACCINE MODERNA);single-stranded / 5’-capped messenger RNA (mRNA) produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/spikevax;https://www.ema.europa.eu/en/documents/product-information/spikevax-epar-product-information_en.pdf;Rovi Pharma Industrial Services, S.A. | Paseo de Europa, 50 | 28703. San Sebastián de los Reyes | Madrid | Spain;Rovi Pharma Industrial Services, S.A;Rovi Pharma Industrial Services, S.A., Paseo de Europa, 50, 28703. San Sebastián de los Reyes, Madrid, Spain;Spain;batch_release;40.416782;-3.703507
SPIKEVAX (PREVIOUSLY COVID-19 VACCINE MODERNA);single-stranded / 5’-capped messenger RNA (mRNA) produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/spikevax;https://www.ema.europa.eu/en/documents/product-information/spikevax-epar-product-information_en.pdf;Moderna Biotech Spain S.L. | C/ Julián Camarillo n° 31 | 28037 Madrid | Spain;Moderna Biotech Spain S.L;Moderna Biotech Spain S.L., C/ Julián Camarillo n° 31, 28037 Madrid, Spain;Spain;batch_release;40.416782;-3.703507
SPIKEVAX (PREVIOUSLY COVID-19 VACCINE MODERNA);single-stranded / 5’-capped messenger RNA (mRNA) produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/spikevax;https://www.ema.europa.eu/en/documents/product-information/spikevax-epar-product-information_en.pdf;Rovi Pharma Industrial Services, S.A. | Calle Julián Camarillo n°35 | 28037 Madrid | Spain;Rovi Pharma Industrial Services, S.A;Rovi Pharma Industrial Services, S.A., Calle Julián Camarillo n°35, 28037 Madrid, Spain;Spain;batch_release;40.416782;-3.703507
COMIRNATY;single-stranded / 5’-capped messenger RNA produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/comirnaty;https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf;BioNTech Manufacturing Marburg GmbH | Emil-von-Behring-Strasse 76 | 35041 Marburg | Germany;BioNTech Manufacturing Marburg GmbH;BioNTech Manufacturing Marburg GmbH, Emil-von-Behring-Strasse 76, 35041 Marburg, Germany;Germany;biological_active_substance;50.8090106;8.7704695
COMIRNATY;single-stranded / 5’-capped messenger RNA produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/comirnaty;https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf;Pfizer Ireland Pharmaceuticals Unlimited Company | Grange Castle Business Park | Nangor Road | Dublin 22 | D22 V8F8 | Ireland;Pfizer Ireland Pharmaceuticals Unlimited Company;Pfizer Ireland Pharmaceuticals Unlimited Company, Grange Castle Business Park, Nangor Road, Dublin 22, D22 V8F8, Ireland;Ireland;biological_active_substance;52.0600343;-0.347478
COMIRNATY;single-stranded / 5’-capped messenger RNA produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/comirnaty;https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf;Wyeth Pharmaceuticals LLC | 1 Burtt Road | Andover, MA 01810 | USA;Wyeth Pharmaceuticals LLC;Wyeth Pharmaceuticals LLC, 1 Burtt Road, Andover, MA 01810, USA;United States;biological_active_substance;39.7837304;-100.445882
COMIRNATY;single-stranded / 5’-capped messenger RNA produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/comirnaty;https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf;BioNTech Manufacturing GmbH | An der Goldgrube 12 | 55131 Mainz | Germany;BioNTech Manufacturing GmbH;BioNTech Manufacturing GmbH, An der Goldgrube 12, 55131 Mainz, Germany;Germany;batch_release;49.9995205;8.2736253
COMIRNATY;single-stranded / 5’-capped messenger RNA produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/comirnaty;https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf;BioNTech Manufacturing GmbH | Kupferbergterrasse 17 - 19 | 55116 Mainz | Germany;BioNTech Manufacturing GmbH;BioNTech Manufacturing GmbH, Kupferbergterrasse 17 - 19, 55116 Mainz, Germany;Germany;batch_release;49.9995205;8.2736253
COMIRNATY;single-stranded / 5’-capped messenger RNA produced using a cell-free in vitro transcription from the corresponding DNA templates / encoding the viral spike (S) protein of SARS-CoV-2;J07BN01;https://www.ema.europa.eu/en/medicines/human/EPAR/comirnaty;https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf;Pfizer Manufacturing Belgium NV | Rijksweg 12 | Puurs-Sint-Amands, 2870 | Belgium;Pfizer Manufacturing Belgium NV;Pfizer Manufacturing Belgium NV, Rijksweg 12, Puurs-Sint-Amands, 2870, Belgium;Belgium;batch_release;50.6402809;4.6667145
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium PET France | CHU Brabois | 4 rue du Morvan | 54500 Vandoeuvre les Nancy | France;Curium PET France;Curium PET France, CHU Brabois, 4 rue du Morvan, 54500 Vandoeuvre les Nancy, France;France;batch_release;48.6599676;6.1724618
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium PET France | Parc scientifique Georges Besse | 180 allée Von Neumann | 30000 Nîmes | France;Curium PET France;Curium PET France, Parc scientifique Georges Besse, 180 allée Von Neumann, 30000 Nîmes, France;France;batch_release;43.8374249;4.3600687
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium PET France | 14 rue de la Grange aux Belles | 75010 Paris | France;Curium PET France;Curium PET France, 14 rue de la Grange aux Belles, 75010 Paris, France;France;batch_release;48.8534951;2.3483915
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium PET France | avenue de la Bataille Flandres Dunkerque, CS 44229 | 35000 Rennes | France;Curium PET France;Curium PET France, avenue de la Bataille Flandres Dunkerque, CS 44229, 35000 Rennes, France;France;batch_release;48.1113387;-1.6800198
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium PET France | CHU Xavier Arnozan | avenue du Haut-Lévèque | 33604 Pessac | France;Curium PET France;Curium PET France, CHU Xavier Arnozan, avenue du Haut-Lévèque, 33604 Pessac, France;France;batch_release;44.805615;-0.6308396
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Alliance Medical RP Berlin GmbH | Max-Planck-Strasse 4 | Adlershof | Berlin | 12489 | Germany;Alliance Medical RP Berlin GmbH;Alliance Medical RP Berlin GmbH, Max-Planck-Strasse 4, Adlershof, Berlin, 12489, Germany;Germany;batch_release;51.1638175;10.4478313
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Alliance Medical RP sp. z o.o. | ul. Szeligowska 3 | 05-850 Szeligi | Poland;Alliance Medical RP sp. z o.o;Alliance Medical RP sp. z o.o., ul. Szeligowska 3, 05-850 Szeligi, Poland;Poland;batch_release;52.215933;19.134422
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Alliance Medical RP GmbH | Spessartstr. 9 | 53119 Bonn | Germany;Alliance Medical RP GmbH;Alliance Medical RP GmbH, Spessartstr. 9, 53119 Bonn, Germany;Germany;batch_release;50.7352621;7.1024635
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium Italy S.R.L. | via Pergolesi, 33 | 20900 Monza | Italy;Curium Italy S.R.L;Curium Italy S.R.L., via Pergolesi, 33, 20900 Monza, Italy;Italy;batch_release;45.6395418;9.2788304
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium Italy S.R.L. | Viale Oxford 81 (loc. Tor Vergata) | 00133 Rome | Italy;Curium Italy S.R.L;Curium Italy S.R.L., Viale Oxford 81 (loc. Tor Vergata), 00133 Rome, Italy;Italy;batch_release;41.8933203;12.4829321
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium Italy S.R.L. | Piazzale Santa Maria della Misericordia, 15 | 33100 Udine | Italy;Curium Italy S.R.L;Curium Italy S.R.L., Piazzale Santa Maria della Misericordia, 15, 33100 Udine, Italy;Italy;batch_release;46.0634632;13.2358377
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;ITEL Telecomunicazioni S.R.L. | Via Antonio Labriola Zona Industriale SNC | 70037 Ruvo di Puglia (BA) | Italy;ITEL Telecomunicazioni S.R.L;ITEL Telecomunicazioni S.R.L., Via Antonio Labriola Zona Industriale SNC, 70037 Ruvo di Puglia (BA), Italy;Italy;batch_release;41.1171985;16.4845354
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium Pharma Ireland Limited | Blackrock Clinic | Blackrock | Co. Dublin, A94 E4X7 | Ireland;Curium Pharma Ireland Limited;Curium Pharma Ireland Limited, Blackrock Clinic, Blackrock, Co. Dublin, A94 E4X7, Ireland;Ireland;batch_release;53.3037592;-6.1882833
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium Pharma Spain, S.A. | Thomas Alba Edison, s/n | 41092 Seville | Spain;Curium Pharma Spain, S.A;Curium Pharma Spain, S.A., Thomas Alba Edison, s/n, 41092 Seville, Spain;Spain;batch_release;37.3886303;-5.9953403
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Curium Pharma Spain, S.A. | Pol. Ind. Conpisa, C/ Veguillas, 2 Nave 16, | Ajalvir 28864 (Madrid) | Spain;Curium Pharma Spain, S.A;Curium Pharma Spain, S.A., Pol. Ind. Conpisa, C/ Veguillas, 2 Nave 16,, Ajalvir 28864 (Madrid), Spain;Spain;batch_release;40.5342302;-3.4807818
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Seibersdorf Labor GMBH | Grundstueck Nr. 482/2 EZ 98 KG | 2444 Seibersdorf | Austria;Seibersdorf Labor GMBH;Seibersdorf Labor GMBH, Grundstueck Nr. 482/2 EZ 98 KG, 2444 Seibersdorf, Austria;Austria;batch_release;47.9587158;16.5192999
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;BetaPlus Pharma SA | Avenue Hippocrate 10 bte 1527 | 1200 Brussels | Belgium;BetaPlus Pharma SA;BetaPlus Pharma SA, Avenue Hippocrate 10 bte 1527, 1200 Brussels, Belgium;Belgium;batch_release;50.8467372;4.352493
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Institut Radiofarmacia Aplicada Barcelona-IRAB | c/Doctor Aiguader 88, planta -1 | 08003 Barcelona | Spain;Institut Radiofarmacia Aplicada Barcelona-IRAB;Institut Radiofarmacia Aplicada Barcelona-IRAB, c/Doctor Aiguader 88, planta -1, 08003 Barcelona, Spain;Spain;batch_release;41.3825802;2.177073
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Biokosmos S.A. | Lakkoma Industrial Area | Νea Propontida | Halkidiki | 630 80 | Greece;Biokosmos S.A;Biokosmos S.A., Lakkoma Industrial Area, Νea Propontida, Halkidiki, 630 80, Greece;Greece;batch_release;40.3256138;23.0704187
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Biokosmos S.A. | Thesi Panormos | Lavrio | Athens | 195 00 | Greece;Biokosmos S.A;Biokosmos S.A., Thesi Panormos, Lavrio, Athens, 195 00, Greece;Greece;batch_release;37.7074233;24.0442035
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Radboud Translational Medicine B.V. | Geert Grooteplein Noord 21 | Route 142 | Nijmegen | Gelderland | 6525 EZ | Netherlands;Radboud Translational Medicine B.V;Radboud Translational Medicine B.V., Geert Grooteplein Noord 21, Route 142, Nijmegen, Gelderland, 6525 EZ, Netherlands;Netherlands;batch_release;51.8830783;4.5144352
NEURACEQ;florbetaben (18F);V09AX06;https://www.ema.europa.eu/en/medicines/human/EPAR/neuraceq;https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf;Karolinska University Hospital | Akademiska Straket 1 | Solna | Stockholms Lan | 171 64 | Sweden;Karolinska University Hospital;Karolinska University Hospital, Akademiska Straket 1, Solna, Stockholms Lan, 171 64, Sweden;Sweden;batch_release;59.3507164;18.027376
XROMI;hydroxycarbamide;L01XX05;https://www.ema.europa.eu/en/medicines/human/EPAR/xromi;https://www.ema.europa.eu/en/documents/product-information/xromi-epar-product-information_en.pdf;Pronav Clinical Ltd. | Unit 5 | Dublin Road Business Park | Carraroe, Sligo | F91 D439 | Ireland;Pronav Clinical Ltd;Pronav Clinical Ltd., Unit 5, Dublin Road Business Park, Carraroe, Sligo, F91 D439, Ireland;Ireland;batch_release;52.0600343;-0.347478
XROMI;hydroxycarbamide;L01XX05;https://www.ema.europa.eu/en/medicines/human/EPAR/xromi;https://www.ema.europa.eu/en/documents/product-information/xromi-epar-product-information_en.pdf;Lipomed GmbH | Hegenheimer Strasse 2 | 79576 Weil am Rhein | Germany;Lipomed GmbH;Lipomed GmbH, Hegenheimer Strasse 2, 79576 Weil am Rhein, Germany;Germany;batch_release;47.5932802;7.6116133
SIKLOS;hydroxycarbamide;L01XX05;https://www.ema.europa.eu/en/medicines/human/EPAR/siklos;https://www.ema.europa.eu/en/documents/product-information/siklos-epar-product-information_en.pdf;Delpharm Lille | Parc d’Activités Roubaix-Est | 22 rue de Toufflers | CS 50070 | 59452 Lys-lez-Lannoy | France;Delpharm Lille;Delpharm Lille, Parc d’Activités Roubaix-Est, 22 rue de Toufflers, CS 50070, 59452 Lys-lez-Lannoy, France;France;batch_release;50.6713;3.21621
DARZALEX;daratumumab;L01FC01;https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex;https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf;Biogen Inc. | 5000 Davis Drive | Research Triangle Park | North Carolina | 27709 | United States;Biogen Inc;Biogen Inc., 5000 Davis Drive, Research Triangle Park, North Carolina, 27709, United States;United States;biological_active_substance;39.7837304;-100.445882
DARZALEX;daratumumab;L01FC01;https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex;https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf;FUJIFILM Diosynth Biotechnologies Denmark ApS | BiotekAlle 1 | Hillerod, 3400 | Denmark;FUJIFILM Diosynth Biotechnologies Denmark ApS;FUJIFILM Diosynth Biotechnologies Denmark ApS, BiotekAlle 1, Hillerod, 3400, Denmark;Denmark;biological_active_substance;55.670249;10.3333283
DARZALEX;daratumumab;L01FC01;https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex;https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf;Janssen Sciences Ireland UC | Barnahely | Ringaskiddy | Cork | Ireland;Janssen Sciences Ireland UC;Janssen Sciences Ireland UC, Barnahely, Ringaskiddy, Cork, Ireland;Ireland;biological_active_substance;51.8985136;-8.4726423
DARZALEX;daratumumab;L01FC01;https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex;https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf;Samsung Biologics Co, Ltd. | 300, Songdo bio-daero | Yeonsu-gu | Incheon, Republic of Korea;Samsung Biologics Co, Ltd;Samsung Biologics Co, Ltd., 300, Songdo bio-daero, Yeonsu-gu, Incheon, Republic of Korea;South Korea;biological_active_substance;36.638392;127.6961188
DARZALEX;daratumumab;L01FC01;https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex;https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf;Janssen Biologics B.V. | Einsteinweg 101 | NL-2333 CB Leiden | The Netherlands;Janssen Biologics B.V;Janssen Biologics B.V., Einsteinweg 101, NL-2333 CB Leiden, The Netherlands;Netherlands;batch_release;52.1594747;4.4908843
DARZALEX;daratumumab;L01FC01;https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex;https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf;Janssen Pharmaceutica NV | Turnhoutseweg30 | B-2340 Beerse | Belgium;Janssen Pharmaceutica NV;Janssen Pharmaceutica NV, Turnhoutseweg30, B-2340 Beerse, Belgium;Belgium;batch_release;51.3191388;4.8564494
MICARDIS;telmisartan;C09CA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardis;https://www.ema.europa.eu/en/documents/product-information/micardis-epar-product-information_en.pdf;Boehringer Ingelheim Pharma GmbH & Co. KG | Binger Strasse 173 | 55216 Ingelheim am Rhein | Germany;Boehringer Ingelheim Pharma GmbH & Co. KG;Boehringer Ingelheim Pharma GmbH & Co. KG, Binger Strasse 173, 55216 Ingelheim am Rhein, Germany;Germany;batch_release;49.9752749;8.0547274
MICARDIS;telmisartan;C09CA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardis;https://www.ema.europa.eu/en/documents/product-information/micardis-epar-product-information_en.pdf;Boehringer Ingelheim Hellas Single Member S.A. | 5th km Paiania – Markopoulo | Koropi Attiki, 19441 | Greece;Boehringer Ingelheim Hellas Single Member S.A;Boehringer Ingelheim Hellas Single Member S.A., 5th km Paiania – Markopoulo, Koropi Attiki, 19441, Greece;Greece;batch_release;38.9953683;21.9877132
MICARDIS;telmisartan;C09CA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardis;https://www.ema.europa.eu/en/documents/product-information/micardis-epar-product-information_en.pdf;Rottendorf Pharma GmbH | Ostenfelder Straße 51 - 61 | 59320 Ennigerloh | Germany;Rottendorf Pharma GmbH;Rottendorf Pharma GmbH, Ostenfelder Straße 51 - 61, 59320 Ennigerloh, Germany;Germany;batch_release;51.8359553;8.0255988
MICARDIS;telmisartan;C09CA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardis;https://www.ema.europa.eu/en/documents/product-information/micardis-epar-product-information_en.pdf;Boehringer Ingelheim France | 100-104 Avenue de France;Boehringer Ingelheim France;Boehringer Ingelheim France, 100-104 Avenue de France;France;batch_release;43.5950685;1.3910759
MICARDIS;telmisartan;C09CA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardis;https://www.ema.europa.eu/en/documents/product-information/micardis-epar-product-information_en.pdf;75013 Paris | France;75013 Paris;75013 Paris, France;France;batch_release;48.8298445;2.3630439
MICARDISPLUS;telmisartan / hydrochlorothiazide;C09DA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardisplus;https://www.ema.europa.eu/en/documents/product-information/micardisplus-epar-product-information_en.pdf;Boehringer Ingelheim Hellas Single Member S.A. | 5th km Paiania – Markopoulo | Koropi Attiki, 19441 | Greece;Boehringer Ingelheim Hellas Single Member S.A;Boehringer Ingelheim Hellas Single Member S.A., 5th km Paiania – Markopoulo, Koropi Attiki, 19441, Greece;Greece;batch_release;38.9953683;21.9877132
MICARDISPLUS;telmisartan / hydrochlorothiazide;C09DA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardisplus;https://www.ema.europa.eu/en/documents/product-information/micardisplus-epar-product-information_en.pdf;Rottendorf Pharma GmbH | Ostenfelder Strasse 51 - 61 | 59320 Ennigerloh | Germany;Rottendorf Pharma GmbH;Rottendorf Pharma GmbH, Ostenfelder Strasse 51 - 61, 59320 Ennigerloh, Germany;Germany;batch_release;51.8359553;8.0255988
MICARDISPLUS;telmisartan / hydrochlorothiazide;C09DA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardisplus;https://www.ema.europa.eu/en/documents/product-information/micardisplus-epar-product-information_en.pdf;Boehringer Ingelheim France | 100-104 Avenue de France;Boehringer Ingelheim France;Boehringer Ingelheim France, 100-104 Avenue de France;France;batch_release;43.5950685;1.3910759
MICARDISPLUS;telmisartan / hydrochlorothiazide;C09DA07;https://www.ema.europa.eu/en/medicines/human/EPAR/micardisplus;https://www.ema.europa.eu/en/documents/product-information/micardisplus-epar-product-information_en.pdf;75013 Paris | France;75013 Paris;75013 Paris, France;France;batch_release;48.8298445;2.3630439
