atc_code,mfr_company,mfr_country,manufacturer_step,source,level1_code,level1_name
B02BD04,Orifarm GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Orifarm Supply s.r.o. (BS 1),Czech Republic,2,germany,B,Blood & blood forming organs
B02BD04,Orifarm GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Takeda Manufacturing Austria AG (BS 6),Austria,2,germany,B,Blood & blood forming organs
B02BD04,Takeda Manufacturing Austria AG (BS 3),Austria,1,germany,B,Blood & blood forming organs
B02BD04,Octapharma S.A.S.,France,2,germany,B,Blood & blood forming organs
B02BD04,Octapharma Dessau GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Octapharma S.A.S.,France,1,germany,B,Blood & blood forming organs
B02BD04,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,1,germany,B,Blood & blood forming organs
B02BD04,Octapharma Dessau GmbH,Germany,1,germany,B,Blood & blood forming organs
B02BD04,Octapharma Dessau GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Octapharma S.A.S.,France,2,germany,B,Blood & blood forming organs
B02BD04,Octapharma S.A.S.,France,1,germany,B,Blood & blood forming organs
B02BD04,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,1,germany,B,Blood & blood forming organs
B02BD04,Octapharma Dessau GmbH,Germany,1,germany,B,Blood & blood forming organs
B02BD04,Baxalta Belgium Manufacturing S.A. (BS 1),Belgium,2,germany,B,Blood & blood forming organs
B02BD04,Shire Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Baxalta Belgium Manufacturing S.A. (BS 1),Belgium,2,germany,B,Blood & blood forming organs
B02BD04,Shire Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Baxalta Belgium Manufacturing S.A. (BS 1),Belgium,2,germany,B,Blood & blood forming organs
B02BD04,Shire Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Baxalta Belgium Manufacturing S.A. (BS 1),Belgium,2,germany,B,Blood & blood forming organs
B02BD04,Shire Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD04,Baxalta Belgium Manufacturing S.A. (BS 1),Belgium,2,germany,B,Blood & blood forming organs
B02BD04,Shire Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD05,Takeda Manufacturing Austria AG (BS 6),Austria,2,germany,B,Blood & blood forming organs
B02BD05,Takeda Manufacturing Austria AG (BS 5),Austria,1,germany,B,Blood & blood forming organs
B02BD05,Takeda Manufacturing Austria AG (BS 1),Austria,1,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,1,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH Wissenschaftliche Hotline,Germany,1,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,1,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH Wissenschaftliche Hotline,Germany,1,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,1,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B02BD07,CSL Behring GmbH,Germany,1,germany,B,Blood & blood forming organs
B02BD08,LFB Biotechnologies (BS 1),France,2,germany,B,Blood & blood forming organs
B02BD08,LFB Biotechnologies (BS 1),France,2,germany,B,Blood & blood forming organs
B02BD08,LFB Biotechnologies (BS 1),France,2,germany,B,Blood & blood forming organs
B02BD08,Orifarm GmbH (BS 1),Germany,2,germany,B,Blood & blood forming organs
B02BD08,Orifarm Supply s.r.o. (BS 1),Czech Republic,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B02BD08,Novo Nordisk A/S,Denmark,2,germany,B,Blood & blood forming organs
B03BA03,PANPHARMA GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Biotest Pharma GmbH (BS 1),Germany,2,germany,B,Blood & blood forming organs
B05AA01,Prothya Biosolutions Belgium (BS 1),Belgium,1,germany,B,Blood & blood forming organs
B05AA01,Biotest AG (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05AA01,Biotest Pharma GmbH (BS 1),Germany,2,germany,B,Blood & blood forming organs
B05AA01,Prothya Biosolutions Belgium (BS 1),Belgium,1,germany,B,Blood & blood forming organs
B05AA01,Biotest AG (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH,Germany,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH - Geschäftsanschrift -,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH (BS 1),Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Dessau GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH - Geschäftsanschrift -,Germany,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH - Geschäftsanschrift -,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Dessau GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Dessau GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH - Geschäftsanschrift -,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH (BS 1),Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH - Geschäftsanschrift -,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Dessau GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,2,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH - Geschäftsanschrift -,Germany,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Produktionsgesellschaft Deutschland mbH (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma Pharmazeutika Produktionsgesellschaft mbH,Austria,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma AB,Sweden,1,germany,B,Blood & blood forming organs
B05AA01,Octapharma S.A.S.,France,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH (BS 1),Germany,2,germany,B,Blood & blood forming organs
B05AA01,CSL Behring AG (BS 1),Switzerland,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,CSL Behring LLC,United States,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring AG,Switzerland,1,germany,B,Blood & blood forming organs
B05AA01,"Instituto Grifols, S.A. (BS 1)",Spain,2,germany,B,Blood & blood forming organs
B05AA01,Grifols Biologicals LLC (BS 2),United States,1,germany,B,Blood & blood forming organs
B05AA01,"Instituto Grifols, S.A. (BS 1)",Spain,1,germany,B,Blood & blood forming organs
B05AA01,"Instituto Grifols, S.A. (BS 1)",Spain,2,germany,B,Blood & blood forming organs
B05AA01,Grifols Biologicals LLC (BS 2),United States,1,germany,B,Blood & blood forming organs
B05AA01,"Instituto Grifols, S.A. (BS 1)",Spain,1,germany,B,Blood & blood forming organs
B05AA01,Prothya Biosolutions Netherlands B.V. (BS 1),Netherlands,2,germany,B,Blood & blood forming organs
B05AA01,Prothya Biosolutions Netherlands B.V. (BS 1),Netherlands,1,germany,B,Blood & blood forming organs
B05AA01,Prothya Biosolutions Belgium (BS 1),Belgium,1,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 6),Austria,2,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 4),Austria,1,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 6),Austria,1,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 6),Austria,2,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 5),Austria,1,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 4),Austria,1,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Italia S.p.A (BS 1),Italy,1,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 6),Austria,2,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 4),Austria,1,germany,B,Blood & blood forming organs
B05AA01,Takeda Manufacturing Austria AG (BS 6),Austria,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH,Germany,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring AG,Switzerland,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring LLC,United States,1,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,CSL Behring GmbH,Germany,1,germany,B,Blood & blood forming organs
B05AA01,CC-Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA01,Kedrion S.p.A. (BS 1) Localita Bolognana,Italy,2,germany,B,Blood & blood forming organs
B05AA01,Kedrion S.p.A. (BS 1) Localita Bolognana,Italy,1,germany,B,Blood & blood forming organs
B05AA01,"Instituto Grifols, S.A.",Spain,2,germany,B,Blood & blood forming organs
B05AA01,Grifols Therapeutics LLC,United States,1,germany,B,Blood & blood forming organs
B05AA01,"Instituto Grifols, S.A.",Spain,2,germany,B,Blood & blood forming organs
B05AA01,Grifols Therapeutics LLC,United States,1,germany,B,Blood & blood forming organs
B05AA02,Biotest Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05AA02,Biotest AG,Germany,1,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Deltamedica GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Deltamedica GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Kirsch Pharma GmbH,Germany,1,germany,B,Blood & blood forming organs
B05BB01,esco - european salt company GmbH & Co. KG,Germany,1,germany,B,Blood & blood forming organs
B05BB01,Dr. Paul Lohmann,Germany,1,germany,B,Blood & blood forming organs
B05BB01,Chemische Fabrik Lehrte,Germany,1,germany,B,Blood & blood forming organs
B05BB01,K + S Kali GmbH,Germany,1,germany,B,Blood & blood forming organs
B05BB01,"Macco Organiques, s.r.o. (BS 1)",Czech Republic,1,germany,B,Blood & blood forming organs
B05BB01,Honeywell Specialty Chemicals Seelze GmbH,Germany,1,germany,B,Blood & blood forming organs
B05BB01,MERCK Kommanditgesellschaft auf Aktien,Germany,1,germany,B,Blood & blood forming organs
B05BB01,Burg Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Brunnen-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Brunnen-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Falken-Apotheke Hans-Ulrich Leisterer,Germany,2,germany,B,Blood & blood forming organs
B05BB01,SERAG-WIESSNER GmbH & Co. KG,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Burg Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Pregizer Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Doc Morris Apotheke im Real Markt Linden,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Serumwerk Bernburg AG,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Möwen Apotheke Inh. Dr. Marit-Saskia Wahrendorf e.K.,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Marien-Apotheke Karl-Heinrich Reimert e.K.,Germany,2,germany,B,Blood & blood forming organs
B05BB01,"""Pfingstweide-Apotheke Jürgen Dürrwang e. K.""",Germany,2,germany,B,Blood & blood forming organs
B05BB01,Rats-Apotheke Henner Gaßmann,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Victoria-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Rosen Apotheke Apotheke und Großhandel Christiane Ulmer,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Post-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Linden-Apotheke Dr.Rolf Cramer,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Fredener Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Stadt-Apotheke Ute Klüter,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Compet Medical GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Honberg Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Apotheke Süderbrarup,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Bergische Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Luisen Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Häfnet-Apotheke Dr.Karl-Heinz Kleine,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Bären-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Rathaus-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Residenz Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Marien-Apotheke Alfred Eckert,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Apotheke am Neuen Pferdemarkt Nassef Khalil,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Moritz-Apotheke Ina-Angelika Lampa,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Antonius-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Möwen Apotheke Inh. Dr. Marit-Saskia Wahrendorf e.K.,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Fehn-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Löwen-Apotheke Sylvia Maaß,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Schwanen-Apotheke Jürgen Hoffmann,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Apotheke am Antonplatz,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Kranich Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Feen-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Laboratorios Grifols SA,Spain,2,germany,B,Blood & blood forming organs
B05BB01,Laboratorios Grifols SA,Spain,2,germany,B,Blood & blood forming organs
B05BB01,DIACO BIOFARMACEUTICI S.R.L.,Italy,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi France,France,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Polska Sp. z o.o.,Poland,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Austria GmbH,Austria,2,germany,B,Blood & blood forming organs
B05BB01,"Macco Organiques, s.r.o. (BS 1)",Czech Republic,1,germany,B,Blood & blood forming organs
B05BB01,K+S Minerals und Agriculture GmbH (BS 3),Germany,1,germany,B,Blood & blood forming organs
B05BB01,Niacet B.V. (BS 1),Netherlands,1,germany,B,Blood & blood forming organs
B05BB01,Klinge Chemicals Limited (BS 1),United Kingdom,1,germany,B,Blood & blood forming organs
B05BB01,K+S Minerals and Agriculture GmbH (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05BB01,Salinen Austria AG (BS 1),Austria,1,germany,B,Blood & blood forming organs
B05BB01,Merck Healthcare KGaA,Germany,1,germany,B,Blood & blood forming organs
B05BB01,Klinge Chemicals Limited (BS 1),United Kingdom,1,germany,B,Blood & blood forming organs
B05BB01,Dr. Andreas Kossel,Germany,1,germany,B,Blood & blood forming organs
B05BB01,Dansk Salt A/S (BS 1),Denmark,1,germany,B,Blood & blood forming organs
B05BB01,Amino GmbH (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05BB01,K+S France Rechtsform: S.A.S. (BS 3),France,1,germany,B,Blood & blood forming organs
B05BB01,Solvay Operations France (BS 1),France,1,germany,B,Blood & blood forming organs
B05BB01,SERAG-WIESSNER GmbH & Co. KG,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Laboratorios Grifols SA,Spain,2,germany,B,Blood & blood forming organs
B05BB01,Dansk Salt A/S (BS 1),Denmark,1,germany,B,Blood & blood forming organs
B05BB01,Dr. Franz Köhler Chemie GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Burg Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Serumwerk Bernburg AG,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Löwen-Apotheke Sylvia Maaß,Germany,2,germany,B,Blood & blood forming organs
B05BB01,"""Pfingstweide-Apotheke Jürgen Dürrwang e. K.""",Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Antonius-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,"""Pfingstweide-Apotheke Jürgen Dürrwang e. K.""",Germany,2,germany,B,Blood & blood forming organs
B05BB01,Antonius-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Löwen-Apotheke Sylvia Maaß,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Prof. Dr. W.-G. Franke Universitätsklinikum Carl Gustav Carus,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,"""Pfingstweide-Apotheke Jürgen Dürrwang e. K.""",Germany,2,germany,B,Blood & blood forming organs
B05BB01,Antonius-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Löwen-Apotheke Sylvia Maaß,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Avitum AG,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Medical S.A.,Spain,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Avitum AG (BS 1),Germany,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Medical S.A.,Spain,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi France,France,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi India Private Limited,India,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Deutschland GmbH (BS 3),Germany,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Italia S.r.l. in Breve FKI S.r.l.,Italy,2,germany,B,Blood & blood forming organs
B05BB01,Fresenius Kabi Polska Sp. z o.o.,Poland,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Medical S.A.,Spain,2,germany,B,Blood & blood forming organs
B05BB01,Dansk Salt A/S (BS 1),Denmark,1,germany,B,Blood & blood forming organs
B05BB01,Cargill S.L.U.,Spain,1,germany,B,Blood & blood forming organs
B05BB01,Purac Biochem B.V.,Netherlands,1,germany,B,Blood & blood forming organs
B05BB01,K+S France Rechtsform: S.A.S. (BS 3),France,1,germany,B,Blood & blood forming organs
B05BB01,"Macco Organiques, s.r.o. (BS 1)",Czech Republic,1,germany,B,Blood & blood forming organs
B05BB01,MERCK Kommanditgesellschaft auf Aktien,Germany,1,germany,B,Blood & blood forming organs
B05BB01,K+S Minerals und Agriculture GmbH (BS 3),Germany,1,germany,B,Blood & blood forming organs
B05BB01,Roquette America Inc. (BS 1),United States,1,germany,B,Blood & blood forming organs
B05BB01,Dr. Paul Lohmann GmbH & Co. KGaA,Germany,1,germany,B,Blood & blood forming organs
B05BB01,esco - european salt company GmbH & Co. KG,Germany,1,germany,B,Blood & blood forming organs
B05BB01,Purac Bioquimica S.A. (BS 1),Spain,1,germany,B,Blood & blood forming organs
B05BB01,Chemische Fabrik Lehrte,Germany,1,germany,B,Blood & blood forming organs
B05BB01,K+S Minerals and Agriculture GmbH,Germany,1,germany,B,Blood & blood forming organs
B05BB01,Purity Chemicals S.L. (BS 1),Spain,1,germany,B,Blood & blood forming organs
B05BB01,K+S Minerals and Agriculture GmbH (BS 1),Germany,1,germany,B,Blood & blood forming organs
B05BB01,Vereinigte Schweizerische Rheinsalinen,Switzerland,1,germany,B,Blood & blood forming organs
B05BB01,B.Braun Medical S.A.,Spain,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Medical S.A.,Spain,2,germany,B,Blood & blood forming organs
B05BB01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Avitum AG,Germany,2,germany,B,Blood & blood forming organs
B05BB01,B.Braun Avitum AG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Medizinische Einrichtungen der Heinrich-Heine-Universität Düsseldorf - Apotheke -,Germany,2,germany,B,Blood & blood forming organs
B05BC01,SERAG-WIESSNER GmbH & Co. KG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,SERAG-WIESSNER GmbH & Co. KG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Zentral-Apotheke Stadt Hannover Dr.H.J.Denker,Germany,2,germany,B,Blood & blood forming organs
B05BC01,SERAG-WIESSNER GmbH & Co. KG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Burg Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Serumwerk Bernburg AG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Serumwerk Bernburg AG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Burg Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Serumwerk Bernburg AG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Burg Pharma GmbH,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Serumwerk Bernburg AG,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Antonius-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BC01,"""Pfingstweide-Apotheke Jürgen Dürrwang e. K.""",Germany,2,germany,B,Blood & blood forming organs
B05BC01,Löwen-Apotheke Sylvia Maaß,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Antonius-Apotheke,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Löwen-Apotheke Sylvia Maaß,Germany,2,germany,B,Blood & blood forming organs
B05BC01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BC01,"""Pfingstweide-Apotheke Jürgen Dürrwang e. K.""",Germany,2,germany,B,Blood & blood forming organs
B05BC01,Mocho-Apotheke Thomas Pforr,Germany,2,germany,B,Blood & blood forming organs
B05BC01,B. Braun Melsungen Aktiengesellschaft,Germany,2,germany,B,Blood & blood forming organs
B05BC01,B.Braun Medical S.A.,Spain,2,germany,B,Blood & blood forming organs
B05BC01,Fresenius Kabi Deutschland GmbH,Germany,2,germany,B,Blood & blood forming organs
