atc_code,mfr_company,mfr_country,manufacturer_step,source,level1_code,level1_name
J07BC01,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC01,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm Supply s.r.o. (BS 1),Czech Republic,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm Supply A/S (BS 1),Denmark,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,HECHT Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,HECHT Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Originalis B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,A.C.A. Müller ADAG Pharma AG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,+ Alpha Pharmaceuticals GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,hvd medical GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,HECHT Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,A.C.A. Müller ADAG Pharma AG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Merck Sharp & Dohme B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC01,MSD Sharp & Dohme Gesellschaft mit beschränkter Haftung,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,2Care4 ApS,Denmark,2,germany,J,Antiinfectives (systemic)
J07BC01,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,+ Alpha Pharmaceuticals GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,1az Pharm GmbH (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Dynavax GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Bavarian Nordic GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC01,Dynavax GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,SANOFI WINTHROP INDUSTRIE (BS 14),France,2,germany,J,Antiinfectives (systemic)
J07BC02,"SANOFI-AVENTIS Magyarország Kereskedelmi és Szolgáltató Zártkörüen Müködö Részvénytársaság (BS 1) Beiname lt. HR: SANOFI-AVENTIS Zrt., SANOFI-AVENTIS Hungary Commercial and Servicing Private Company Limited by Shares, SANOFI-AVENTIS PRIVATE Co.Ltd. Budapest Logistics and Distribution Platform",Hungary,2,germany,J,Antiinfectives (systemic)
J07BC02,Sanofi Winthrop Industrie (BS 15),France,2,germany,J,Antiinfectives (systemic)
J07BC02,Sanofi Winthrop Industrie (BS 15),France,1,germany,J,Antiinfectives (systemic)
J07BC02,Sanofi-Aventis Deutschland GmbH,Germany,1,germany,J,Antiinfectives (systemic)
J07BC02,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,Orifarm Supply s.r.o. (BS 1),Czech Republic,2,germany,J,Antiinfectives (systemic)
J07BC02,MPA Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,ACA Müller ADAG Pharma AG (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,European Pharma B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC02,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,GlaxoSmithKline Biologicals S.A. (BS 1),Belgium,2,germany,J,Antiinfectives (systemic)
J07BC02,GlaxoSmithKline Biologicals S.A. Parc de la Noire Epine,Belgium,1,germany,J,Antiinfectives (systemic)
J07BC02,ACA Müller ADAG Pharma AG (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,GlaxoSmithKline Biologicals S.A. (BS 1),Belgium,2,germany,J,Antiinfectives (systemic)
J07BC02,GlaxoSmithKline Biologicals S.A. Parc de la Noire Epine,Belgium,1,germany,J,Antiinfectives (systemic)
J07BC02,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,Orifarm Supply s.r.o. (BS 1),Czech Republic,2,germany,J,Antiinfectives (systemic)
J07BC02,European Pharma B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC02,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,European Pharma B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC02,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,Baxter AG (BS 5),Austria,1,germany,J,Antiinfectives (systemic)
J07BC02,Baxter AG (BS 4),Austria,1,germany,J,Antiinfectives (systemic)
J07BC02,CC-Pharma GmbH (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,MPA Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,CC-Pharma GmbH (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,MTK-PHARMA-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,MPA Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,A.S UNICARE Pharma-Vertriebs-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,MPA Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,Merck Sharp & Dohme LLC (BS 4),United States,2,germany,J,Antiinfectives (systemic)
J07BC02,Merck Sharp & Dohme B.V. (BS 1),Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC02,Merck Sharp & Dohme LLC (BS 4),United States,1,germany,J,Antiinfectives (systemic)
J07BC02,European Pharma B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC02,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC02,Merck Sharp & Dohme B.V. (BS 1),Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC02,Merck Sharp & Dohme LLC (BS 4),United States,2,germany,J,Antiinfectives (systemic)
J07BC02,Merck Sharp & Dohme LLC (BS 4),United States,1,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,BB Farma s.r.l.,Italy,2,germany,J,Antiinfectives (systemic)
J07BC20,mevita Handels GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Allomedic GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Milinda Arzneimittel-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm Supply s.r.o. (BS 1),Czech Republic,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Milinda Arzneimittel-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Aaragon Pharma s.r.o.,Czech Republic,2,germany,J,Antiinfectives (systemic)
J07BC20,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,1 0 1 Carefarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Milinda Arzneimittel-GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm Supply s.r.o. (BS 1),Czech Republic,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,axicorp Pharma B.V. (BS 1),Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC20,AxiCorp Pharma GmbH (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,axicorp Pharma B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC20,Tisida GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,FD Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,FD Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,BB Farma s.r.l.,Italy,2,germany,J,Antiinfectives (systemic)
J07BC20,1 0 1 Carefarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Abacus Medicine A/S,Denmark,2,germany,J,Antiinfectives (systemic)
J07BC20,Abacus Medicine B.V.,Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC20,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Aaragon Pharma s.r.o.,Czech Republic,2,germany,J,Antiinfectives (systemic)
J07BC20,A.C.A. Müller ADAG Pharma AG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,axicorp Pharma B.V. (BS 1),Netherlands,2,germany,J,Antiinfectives (systemic)
J07BC20,AxiCorp Pharma GmbH (BS 1),Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,ADL Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,A.C.A. Müller ADAG Pharma AG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Medicopharm AG Arzneimittel & Medikal Produkte,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Abacus Medicine A/S,Denmark,2,germany,J,Antiinfectives (systemic)
J07BC20,Abacus Medicine A/S,Denmark,2,germany,J,Antiinfectives (systemic)
J07BC20,EMRA-MED Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Allomedic GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,hvd medical GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,mevita Handels GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,A.C.A. Müller ADAG Pharma AG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,MPA Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Orifarm GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,MPA Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,Pharma Gerke Arzneimittelvertriebs GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,EurimPharm Arzneimittel GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,kohlpharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,A.C.A. Müller ADAG Pharma AG,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,AxiCorp Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,CC-Pharma GmbH,Germany,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline Biologicals S.A.,Belgium,2,germany,J,Antiinfectives (systemic)
J07BC20,GlaxoSmithKline GmbH & Co. KG,Germany,2,germany,J,Antiinfectives (systemic)
