substance_raw,norm_key,is_combination,atc_codes,atc_level1,atc_origin,supplier_name,supplier_norm,supplier_id,country_iso2,source,role,status,cep_type,norm_trace
Paracetamol,paracetamol,False,N02BE01,N,lookup,Bristol Laboratories Ltd Harrow GB,bristol laboratories harrow gb,R0-CEP 2001-092 - Rev 02,GB,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,Rhodia Organique SAS Lyon FR,rhodia organique sas lyon fr,R1-CEP 1996-004 - Rev 02,FR,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,RHODIA OPERATIONS SAS Aubervilliers FR,rhodia operations sas aubervilliers fr,R2-CEP 1992-010 - Rev 02,FR,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,Weistar Industry Limited Huzhou CN,weistar industry huzhou cn,R0-CEP 2006-156 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by EDQM Failure to CEP procedure,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,"ANHUI BBCA LIKANG PHARMACEUTICAL CO., LTD. Bengbu CN",anhui bbca likang bengbu cn,R0-CEP 2011-278 - Rev 00,CN,edqm_cep,api_cep,Expired,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,SPECGX LLC Webster Groves US,specgx webster groves us,R1-CEP 1996-039 - Rev 04,US,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,LIAOYUAN CITY BAIKANG PHARMACEUTICAL CO. LTD Liaoyuan CN,liaoyuan city baikang liaoyuan cn,R1-CEP 2007-054 - Rev 03,CN,edqm_cep,api_cep,Withdrawn by EDQM GMP non-compliance,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,"ZHEJIANG KANGLE PHARMACEUTICAL CO., LTD. Wenzhou CN",zhejiang kangle wenzhou cn,R1-CEP 2004-309 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,"HEBEI JIHENG PHARMACEUTICAL CO., LTD. Hengshui City CN",hebei jiheng hengshui city cn,R1-CEP 2005-032 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,"HEBEI JIHENG PHARMACEUTICAL CO., LTD. Hengshui City CN",hebei jiheng hengshui city cn,R1-CEP 2012-148 - Rev 03,CN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,NOVACYL Ecully FR,novacyl ecully fr,R1-CEP 2002-214 - Rev 04,FR,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,MEGHMANI LLP Ahmedabad IN,meghmani llp ahmedabad in,R1-CEP 2015-377 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,EDMOND PHARMA S.R.L. Paderno Dugnano IT,edmond s r l paderno dugnano it,R0-CEP 2021-415 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,MEGHMANI LLP Ahmedabad IN,meghmani llp ahmedabad in,CEP 2022-132 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,FARMSON BASIC DRUGS PRIVATE LIMITED Vadodara IN,farmson basic drugs vadodara in,CEP 2002-020 - Rev 11,IN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,apitoria hyderabad in,CEP 2022-082 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,"ANQIU LU'AN PHARMACEUTICAL CO., LTD. Weifang CN",anqiu lu an weifang cn,CEP 2000-124 - Rev 12,CN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,GRANULES INDIA LIMITED Hyderabad IN,granules india hyderabad in,CEP 1998-047 - Rev 07,IN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,IOL CHEMICALS AND PHARMACEUTICALS LIMITED Ludhiana IN,iol chemicals and ludhiana in,CEP 2022-085 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,
Paracetamol,paracetamol,False,N02BE01,N,lookup,SRI KRISHNA PHARMACEUTICALS LIMITED Hyderabad IN,sri krishna hyderabad in,CEP 2000-144 - Rev 07,IN,edqm_cep,api_cep,Valid,Chemical,
"Paracetamol, 16 micronised grades",16 micronised grades|paracetamol,True,N02BE01,N,lookup,ATABAY KIMYA SANAYI VE TICARET A.S. Istanbul TR,atabay kimya sanayi ve ticaret a s istanbul tr,CEP 1995-050 - Rev 07,TR,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Paracetamol, PNCB route",paracetamol|pncb route,True,N02BE01,N,lookup,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,apitoria hyderabad in,CEP 2025-428 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,combination of 2
Procaine Hydrochloride,procaine,False,,,,FLARER S.A. Balerna CH,flarer balerna ch,CEP 2021-223 - Rev 03,CH,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
"Procaine Hydrochloride, Process H",procaine|process h,True,,,,"CHONGQING SOUTHWEST No.2 PHARMACEUTICAL FACTORY CO., LTD. Chongqing CN",chongqing southwest no 2 factory chongqing cn,CEP 2024-577 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'; combination of 2
Rifampicin,rifampicin,False,J04AB02,J,lookup,"Zhengzhou Minzhong Pharmaceutical Co., Ltd. Zhengzhou City CN",zhengzhou minzhong zhengzhou city cn,R0-CEP 2004-295 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by EDQM Failure to CEP procedure,Chemical,
Rifampicin,rifampicin,False,J04AB02,J,lookup,OLON S.P.A. Rodano IT,olon rodano it,CEP 2009-275 - Rev 06,IT,edqm_cep,api_cep,Valid,Chemical,
Streptomycin sulfate,streptomycin,False,,,,"North China Pharmaceutical Huasheng Co., Ltd. Shijiazhuang CN",north china huasheng shijiazhuang cn,CEP 2001-394 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Streptomycin sulfate,streptomycin,False,,,,HEBEI SHENGXUE DACHENG PHARMACEUTICAL CO. LTD. Shijiazhuang CN,hebei shengxue dacheng shijiazhuang cn,CEP 2004-052 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Tetracaine hydrochloride,tetracaine,False,,,,SIEGFRIED EVIONNAZ SA Evionnaz CH,siegfried evionnaz evionnaz ch,CEP 2017-205 - Rev 01,CH,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tetracaine hydrochloride,tetracaine,False,,,,CHIERON ACTIVE INGREDIENTS PRIVATE LIMITED Hyderabad IN,chieron active ingredients hyderabad in,CEP 2010-256 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Tetracaine hydrochloride,tetracaine,False,,,,"SHANDONG CHENGHUI SHUANGDA PHARMACEUTICAL CO., LTD. Dezhou City CN",shandong chenghui shuangda dezhou city cn,CEP 2024-442 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Triamterene,triamterene,False,,,,IPCA Laboratories Limited Mumbai IN,ipca laboratories mumbai in,R1-CEP 2011-203 - Rev 00,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Triamterene,triamterene,False,,,,Moehs Iberica S.L. Rubi ES,moehs iberica s l rubi es,R1-CEP 1996-038 - Rev 04,ES,edqm_cep,api_cep,Valid,Chemical,
Triamterene,triamterene,False,,,,DIPHARMA FRANCIS S.R.L. Baranzate IT,dipharma francis s r l baranzate it,CEP 2024-567 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,Welding GmbH & Co. KG Hamburg DE,welding kg hamburg de,R0-CEP 1999-132 - Rev 02,DE,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,Dong Wha Pharm Ind Co Ltd Seoul KR,dong wha pharm ind seoul kr,R1-CEP 1998-149 - Rev 01,KR,edqm_cep,api_cep,Valid,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,"SHANDONG XINHUA PHARMACEUTICAL CO., LTD. Zibo CN",shandong xinhua zibo cn,R1-CEP 2003-195 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,Punjab Chemicals and Crop Protection Limited Lalru IN,punjab chemicals and crop protection lalru in,R1-CEP 1999-037 - Rev 03,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,"SOUTHWEST SYNTHETIC PHARMACEUTICAL CORPORATION, LIMITED Chongqing CN",southwest synthetic corporation chongqing cn,R1-CEP 1997-009 - Rev 05,CN,edqm_cep,api_cep,Withdrawn by EDQM Failure to CEP procedure,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,"SHANDONG RONGYUAN PHARMACEUTICAL CO., LTD. Yangkou Town CN",shandong rongyuan yangkou town cn,R1-CEP 2011-345 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,teva industries tel aviv jaffa il,R1-CEP 2007-073 - Rev 01,IL,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,IPCA LABORATORIES LIMITED Mumbai IN,ipca laboratories mumbai in,CEP 1999-104 - Rev 07,IN,edqm_cep,api_cep,Valid,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,"SHOUGUANG FUKANG PHARMACEUTICAL CO., LTD. Shouguang City CN",shouguang fukang shouguang city cn,CEP 2005-115 - Rev 03,CN,edqm_cep,api_cep,Valid,Chemical,
Trimethoprim,trimethoprim,False,J01EA01,J,lookup,INVENTAA INDUSTRIES PRIVATE LIMITED Keesara Village IN,inventaa industries keesara village in,CEP 1999-194 - Rev 03,IN,edqm_cep,api_cep,Valid,Chemical,
"Trimethoprim, Powder, micronised",trimethoprim,False,J01EA01,J,lookup,ANDHRA ORGANICS LIMITED Srikakulam IN,andhra organics srikakulam in,CEP 2020-157 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,dropped non-substance component 'powder'; dropped non-substance component 'micronised'
Folic acid hydrate,folic acid,False,V04,V,lookup,"HEBEI JIHENG PHARMACEUTICAL CO., LTD. Hengshui City CN",hebei jiheng hengshui city cn,R1-CEP 2005-031 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrate'
Folic acid hydrate,folic acid,False,V04,V,lookup,"JIANGXI TIANXIN PHARMACEUTICAL CO., LTD. Leping CN",jiangxi tianxin leping cn,CEP 2022-378 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrate'
Folic acid hydrate,folic acid,False,V04,V,lookup,"ZHEJIANG SHENGDA BIO-PHARM CO., LTD. Tiantai CN",zhejiang shengda bio pharm tiantai cn,CEP 2023-161 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrate'
Folic acid hydrate,folic acid,False,V04,V,lookup,DSM-FIRMENICH SWITZERLAND AG Kaiseraugst CH,dsm firmenich switzerland kaiseraugst ch,CEP 1996-045 - Rev 08,CH,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrate'
Folic acid hydrate,folic acid,False,V04,V,lookup,SRI KRISHNA PHARMACEUTICALS LIMITED Hyderabad IN,sri krishna hyderabad in,CEP 1997-076 - Rev 14,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,BOEHRINGER INGELHEIM PHARMA GMBH & CO. KG Ingelheim Am Rhein DE,boehringer ingelheim kg ingelheim am rhein de,R1-CEP 2000-299 - Rev 02,DE,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,RESONANCE LABORATORIES PVT. LTD. Bangalore IN,resonance laboratories bangalore in,R0-CEP 2015-323 - Rev 00,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,ALCHEM INTERNATIONAL PRIVATE LIMITED Faridabad IN,alchem international faridabad in,R1-CEP 2015-373 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,"ROLABO OUTSOURCING, S.L. Zaragoza ES",rolabo outsourcing s l zaragoza es,CEP 2015-002 - Rev 01,ES,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,"MINSHENG GROUP SHAOXING PHARMACEUTICAL CO., LTD. Shaoxing CN",minsheng group shaoxing shaoxing cn,CEP 2016-112 - Rev 05,CN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,C-SQUARED PHARMA LIMITED Cork IE,c squared cork ie,CEP 2016-216 - Rev 03,IE,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,SCL LIFESCIENCES LIMITED Sahibzada Ajit Singh Nagar IN,scl lifesciences sahibzada ajit singh nagar in,CEP 2015-317 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,FLOWCHEM PHARMA PRIVATE LIMITED Sri Sathya Sai IN,flowchem sri sathya sai in,CEP 2023-209 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Atropine sulfate,atropine,False,A03BA01|S01FA01,A|S,lookup,RESONANCE LABORATORIES PRIVATE LIMITED Bengaluru IN,resonance laboratories bengaluru in,CEP 2023-234 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'sulfate'
Cholecalciferol,cholecalciferol,False,,,,Solvay Pharmaceuticals BV Weesp NL,solvay weesp nl,R0-CEP 2000-065 - Rev 02,NL,edqm_cep,api_cep,Withdrawn by Holder,Chemical and TSE,
Cholecalciferol,cholecalciferol,False,,,,DSM Nutritional Products Ltd. Kaiseraugst CH,dsm nutritional products kaiseraugst ch,R1-CEP 2003-036 - Rev 01,CH,edqm_cep,api_cep,Withdrawn by Holder,Chemical and TSE,
Cholecalciferol,cholecalciferol,False,,,,DISHMAN NETHERLANDS B.V. Veenendaal NL,dishman netherlands b v veenendaal nl,R1-CEP 2005-098 - Rev 03,NL,edqm_cep,api_cep,Withdrawn by Holder,Chemical and TSE,
Cholecalciferol,cholecalciferol,False,,,,"POLYMED THERAPEUTICS, INC. Houston US",polymed therapeutics houston us,R0-CEP 2013-282 - Rev 00,US,edqm_cep,api_cep,Withdrawn by Holder,Chemical and TSE,
Cholecalciferol,cholecalciferol,False,,,,FERMENTA BIOTECH LIMITED Thane (W) IN,fermenta biotech thane w in,R1-CEP 2016-266 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical and TSE,
Cholecalciferol,cholecalciferol,False,,,,FERMENTA BIOTECH LIMITED Thane (W) IN,fermenta biotech thane w in,R1-CEP 2007-292 - Rev 03,IN,edqm_cep,api_cep,Valid,Chemical and TSE,
Cholecalciferol,cholecalciferol,False,,,,ZHEJIANG GARDEN BIOPHARMACEUTICAL CO. LTD. Dongyang City CN,zhejiang garden biopharmaceutical dongyang city cn,CEP 2017-211 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical and TSE,
Cholecalciferol,cholecalciferol,False,,,,DSM-FIRMENICH SWITZERLAND AG Kaiseraugst CH,dsm firmenich switzerland kaiseraugst ch,CEP 2009-050 - Rev 05,CH,edqm_cep,api_cep,Valid,Chemical and TSE,
"Cholecalciferol, Site Sisseln",cholecalciferol|site sisseln,True,,,,DSM-FIRMENICH SWITZERLAND AG Kaiseraugst CH,dsm firmenich switzerland kaiseraugst ch,CEP 2019-351 - Rev 02,CH,edqm_cep,api_cep,Valid,Chemical and TSE,combination of 2
Cocaine hydrochloride,cocaine,False,,,,MACFARLAN SMITH LIMITED Edinburgh GB,macfarlan smith edinburgh gb,R1-CEP 1996-051 - Rev 05,GB,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hydrochloride'
Codeine phosphate hemihydrate,codeine,False,,,,Tasmanian Alkaloids Pty Ltd Westbury AU,tasmanian alkaloids pty westbury au,R1-CEP 1995-024 - Rev 04,AU,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,Toprak Mahsulleri Ofisi Genel Mudurlugu Ankara TR,toprak mahsulleri ofisi genel mudurlugu ankara tr,R0-CEP 2005-297 - Rev 01,TR,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,S.A.L.A.R.S. S.p.A. Como IT,l a r s como it,R1-CEP 2007-064 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,MACFARLAN SMITH LIMITED Edinburgh GB,macfarlan smith edinburgh gb,R1-CEP 1999-053 - Rev 03,GB,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,SPECGX LLC Webster Groves US,specgx webster groves us,R1-CEP 1999-152 - Rev 04,US,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,FINE CHEMICALS CORPORATION (PTY) LTD. Cape Town ZA,fine chemicals corporation pty cape town za,R1-CEP 2010-052 - Rev 01,ZA,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,CHR. OLESEN SYNTHESIS A/S Hvidovre DK,chr olesen synthesis a s hvidovre dk,R0-CEP 2017-232 - Rev 00,DK,edqm_cep,api_cep,Expired,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,SANECA PHARMACEUTICALS A.S. Hlohovec SK,saneca a s hlohovec sk,R1-CEP 2007-023 - Rev 05,SK,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,SUN PHARMACEUTICAL INDUSTRIES (AUSTRALIA) PTY LTD. Port Fairy AU,sun industries australia pty port fairy au,R1-CEP 2003-100 - Rev 04,AU,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,"NORAMCO, LLC. Wilmington US",noramco wilmington us,R1-CEP 2012-140 - Rev 01,US,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,ALKALOIDA CHEMICAL COMPANY ZRT. Tiszavasvari HU,alkaloida chemical company zrt tiszavasvari hu,R1-CEP 2006-199 - Rev 01,HU,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,PALLA PHARMA NORWAY AS Kragerø NO,palla norway krager no,R2-CEP 1994-011 - Rev 09,NO,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,MACFARLAN SMITH LIMITED Annan GB,macfarlan smith annan gb,R1-CEP 2016-295 - Rev 00,GB,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,FRANCOPIA Paris FR,francopia paris fr,CEP 1997-118 - Rev 13,FR,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,,,,ALCALIBER S.A. Madrid ES,alcaliber madrid es,CEP 2001-090 - Rev 08,ES,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
"Codeine phosphate hemihydrate, Codeine Phosphate Hemihydrate Process-II",codeine|codeine phosphate hemihydrate process ii,True,,,,SUN PHARMACEUTICAL INDUSTRIES (AUSTRALIA) PTY LIMITED Port Fairy AU,sun industries australia pty port fairy au,CEP 2020-385 - Rev 01,AU,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'; combination of 2
"Codeine phosphate hemihydrate, Process 2",codeine|process 2,True,,,,ALKALOIDA CHEMICAL COMPANY ZRT. Tiszavasvari HU,alkaloida chemical company zrt tiszavasvari hu,CEP 2024-443 - Rev 00,HU,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'; combination of 2
"Codeine phosphate hemihydrate, Process 2",codeine|process 2,True,,,,ALCALIBER S.A. Madrid ES,alcaliber madrid es,CEP 2021-054 - Rev 04,ES,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'; combination of 2
"Codeine phosphate hemihydrate, Process II",codeine|process ii,True,,,,PALLA PHARMA NORWAY AS Kragerø NO,palla norway krager no,R1-CEP 2013-287 - Rev 01,NO,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'; combination of 2
"Codeine phosphate hemihydrate, Process II",codeine|process ii,True,,,,FINE CHEMICALS CORPORATION (PTY) LTD. Goodwood ZA,fine chemicals corporation pty goodwood za,CEP 2021-385 - Rev 01,ZA,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'; combination of 2
"Codeine phosphate hemihydrate, UK site",codeine|uk site,True,,,,PALLA PHARMA NORWAY AS Kragerø NO,palla norway krager no,R0-CEP 2019-044 - Rev 01,NO,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'; combination of 2
"Codeine phosphate hemihydrate, USA",codeine,False,,,,Johnson Matthey Pharmaceutical Materials West Deptford US,johnson matthey materials west deptford us,R1-CEP 2011-155 - Rev 00,US,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'; dropped non-substance component 'usa'
Codeine monohydrate,codeine,False,,,,Toprak Mahsulleri Ofisi Genel Mudurlugu Ankara TR,toprak mahsulleri ofisi genel mudurlugu ankara tr,R0-CEP 2005-296 - Rev 00,TR,edqm_cep,api_cep,Withdrawn by Holder,Chemical,stripped trailing 'monohydrate'
Codeine monohydrate,codeine,False,,,,ALKALOIDA CHEMICAL COMPANY ZRT. Tiszavasvari HU,alkaloida chemical company zrt tiszavasvari hu,R0-CEP 2022-142 - Rev 00,HU,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'monohydrate'
Codeine monohydrate,codeine,False,,,,FRANCOPIA Paris FR,francopia paris fr,CEP 2014-143 - Rev 03,FR,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'monohydrate'
Codeine monohydrate,codeine,False,,,,ALCALIBER S.A. Madrid ES,alcaliber madrid es,CEP 2013-046 - Rev 02,ES,edqm_cep,api_cep,Valid,Chemical,stripped trailing 'monohydrate'
Dapsone,dapsone,False,J04BA02,J,lookup,COHANCE LIFESCIENCES LIMITED Mumbai IN,cohance lifesciences mumbai in,CEP 2020-358 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,
Dapsone,dapsone,False,J04BA02,J,lookup,MEDILUX LABORATORIES PRIVATE LIMITED Pithampur IN,medilux laboratories pithampur in,CEP 2023-195 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,
